offer_variant_id,sku,seller_id_canonical,fulfilment_channel,condition,shipping_template,variant_first_seen_utc,variant_last_seen_utc,variant_active_flag
ov_c6d338d0126ce11d07db,W3-8FN7-FSP0,a1yuby1elgvbnz,FBM,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_d28664d0915f88f7393c,W3-8FN7-FSP0,amtzednze6evf,FBM,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_528e345e6113304d3745,WE-1Z7L-SA2I,a20k7ka5im0np4,FBM,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_88f91352e76677cda365,WE-1Z7L-SA2I,ab5om860ms57z,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_4bd4d30e31f796c7ce78,WE-1Z7L-SA2I,a3p5rokl5a1ole,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_a979213728e0da118a67,X7-MY4W-H2I4,a3p5rokl5a1ole,FBM,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_a1d1630825d6dbcd0107,X7-MY4W-H2I4,a3p5rokl5a1ole,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_d481d9d3e2fcad120b4e,X7-MY4W-H2I4,a1r64iunvwpsmr,FBM,,UNKNOWN,2026-03-16T18:08:05Z,2026-03-16T18:08:05Z,1
ov_015e72a46e44ab489320,X7-MY4W-H2I4,ab5om860ms57z,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_9845f82a764f7f2336e2,X7-MY4W-H2I4,admjjuozguefx,FBM,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_de970d2b3e0492eacd46,X7-MY4W-H2I4,a25um1ef4a2i8q,FBM,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_3a796fbd827ada632cf8,XE-27ZG-EZPZ,a1r64iunvwpsmr,FBM,,UNKNOWN,2026-03-03T23:44:09Z,2026-03-03T23:44:09Z,1
ov_6aada370bd8ad79219ce,XE-27ZG-EZPZ,ab5om860ms57z,FBA,,UNKNOWN,2026-03-03T23:44:09Z,2026-03-03T23:44:09Z,1
ov_c3c17e30d8ef6d705095,XE-27ZG-EZPZ,a36piodug2mbym,FBM,,UNKNOWN,2026-03-03T23:44:09Z,2026-03-03T23:44:09Z,1
ov_c2bb66f9e2e8fac62055,XE-YPAI-HX9F,a1jc7hns9wagk9,FBA,,UNKNOWN,2026-03-17T03:01:22Z,2026-03-17T03:01:22Z,1
ov_1a4771ceef6e2ba9d10f,XE-YPAI-HX9F,asuzjjao5898w,FBA,,UNKNOWN,2026-03-17T03:01:22Z,2026-03-17T03:01:22Z,1
ov_474d3c73ca8e8ee819e6,XE-YPAI-HX9F,ab5om860ms57z,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_e27f4367a25c3ba74dcf,XE-YPAI-HX9F,a15cnn6b19cqu1,FBM,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_477107a4bb3e75822533,XE-YPAI-HX9F,a1a4haep7cm2xc,FBM,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_021dd9f16c51edbacc47,XE-YPAI-HX9F,a1yuby1elgvbnz,FBM,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_e70399190cc9fb57cc96,XE-YPAI-HX9F,a31qgf4zpu8gc9,FBM,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_83e207f889e940a204c9,XE-YPAI-HX9F,amtzednze6evf,FBM,,UNKNOWN,2026-03-17T03:01:22Z,2026-03-17T03:01:22Z,1
ov_4b4a12cd1e3506e760f0,XH-0LAE-FQO5,a2v6u7ovtwhoiq,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_777db825de937497baf7,XH-0LAE-FQO5,a2ymcjjaz04d29,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_44d9a7d96a02fdd46e3f,XH-0LAE-FQO5,ab5om860ms57z,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_66db13e6bab698f4b73f,XH-0LAE-FQO5,a1egwkj2c3amwh,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_b440bf5c2d3207a5d4ad,XH-0LAE-FQO5,a15cnn6b19cqu1,FBM,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_18577aea0f6360282747,YC-3L3M-BV48,aq20hdtw7qnbm,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_8a7b8d4a073e9097625a,YC-3L3M-BV48,ab5om860ms57z,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_e1ed78e5ff97a4ae3cf2,YO-EKK2-FRCC,a3iiopc5wy6kkr,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_226d1ed18e9b9e23e589,YO-EKK2-FRCC,a1ghsdkxqyerhv,FBM,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_779f7632d4fc9c13d556,YO-EKK2-FRCC,a35i24cwe40rb3,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_afdd9fbbce202f629833,YO-EKK2-FRCC,ahf3ddefowq2z,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_808e51c0a72f62b14584,YO-EKK2-FRCC,ab5om860ms57z,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_28244d7832933418dcf6,YO-EKK2-FRCC,a368ttsh731bpb,FBM,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_05d434636c0057c9c4e0,YO-EKK2-FRCC,a3p5rokl5a1ole,FBM,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_a9b4e394d68bffbe72a9,YO-EKK2-FRCC,a2qjgsk1snwnvc,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_6ab845335f12e8f9b0ba,Z7-26PV-O9LR,a1w0hbj4r6wkk6,FBA,,UNKNOWN,2026-03-17T05:48:18Z,2026-03-17T05:48:18Z,1
ov_be597dfc81ac12df1322,Z7-26PV-O9LR,a2z1r80wzaqirn,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_ba979ff9944ddc2b089e,Z7-26PV-O9LR,ab5om860ms57z,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_1d3f53d8043d1446bb1a,Z7-26PV-O9LR,a31wwr0dz1unbi,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_9b9eff2766e56ae94daa,Z7-26PV-O9LR,a3olav8ajggl77,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_062dce15b0847755eda8,Z7-26PV-O9LR,a1c4t2z0omy8ta,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_8c86bfe75cb00f812a1c,Z7-26PV-O9LR,a1kio89rmvzmev,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_e574d5c24008a409f556,Z7-26PV-O9LR,aoumkumrig2oj,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_3101f3c36c3f42367775,Z7-26PV-O9LR,akq79fjcf5p28,FBM,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_323e476d7224eaf1bdd5,Z7-26PV-O9LR,a1h3b251nw5f99,FBM,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_539feda9ea6bb076a659,Z7-26PV-O9LR,ax0h3uusiw44p,FBM,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_fc04ab06e1bbce6b5e16,XY-UM2X-TPS3,a1jbshtrj4vcvo,FBA,,UNKNOWN,2026-03-17T05:48:18Z,2026-03-17T05:48:18Z,1
ov_d79da1bf7d7e11c2d5c0,XY-UM2X-TPS3,awandgfk915da,FBM,,UNKNOWN,2026-03-17T05:48:18Z,2026-03-17T05:48:18Z,1
ov_352b537115fe95ef1d0d,XY-UM2X-TPS3,a31wwr0dz1unbi,FBA,,UNKNOWN,2026-03-17T05:48:18Z,2026-03-17T05:48:18Z,1
ov_083c4b322a8ff094749b,XY-UM2X-TPS3,a3hm7wa2cbsopa,FBM,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_4ebf84eace55fe8d45d4,XY-UM2X-TPS3,a2f2qwf9koys5k,FBM,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_760b6983d8ab10d5051e,XY-UM2X-TPS3,a2i9gfk5qtoyym,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_4d411d6a51eb251446e5,XY-UM2X-TPS3,ab5om860ms57z,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_662e567ba344425db18e,XY-UM2X-TPS3,ahnd7iki8fhv3,FBM,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_173af9827c66a6807124,XY-UM2X-TPS3,atucw8t149y55,FBM,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_a896945e74669f056360,XY-UM2X-TPS3,a31les58yoq58b,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_ea18085ed70be3834d15,XY-UM2X-TPS3,a26do76qvk1jfr,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_49cd740914a450c6c655,UR-Q7TM-1F3I,a2d8why7wc87ms,FBM,,UNKNOWN,2026-03-15T02:22:59Z,2026-03-15T02:22:59Z,1
ov_98877d055c62ecec31a9,UR-Q7TM-1F3I,a18i7ti671xxv1,FBA,,UNKNOWN,2026-03-04T00:17:05Z,2026-03-04T00:17:05Z,1
ov_ef0a4ed7b93f8cce62f3,2G-AYBQ-TUQG,a3llcliwvtswcu,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_782e35e91b234d4a6f9e,2G-AYBQ-TUQG,a1icokz7c5jv02,FBM,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_8cd48eb9ef5dc11ffcbf,UR-Q7TM-1F3I,aght8nco07urc,FBM,,UNKNOWN,2026-03-15T02:22:59Z,2026-03-15T02:22:59Z,1
ov_59c3b7dc6fd08591e69d,VF-3T0K-DR5O,a2x29jtgd9rhwq,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_5cf7c3ba3497d4d02922,9X-HL62-83C7,a3p5rokl5a1ole,FBM,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_6d955544aab82706d78a,2G-AYBQ-TUQG,a1it18up5ek5ny,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_3a879a3c674bcb75ec72,2G-AYBQ-TUQG,a2dzmuiosuvjff,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_517a7af6407c9b3cf3f9,6V-EEC1-2S9Z,a182y7m8hq9od1,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_ade7502955cd7805b7f3,VF-3T0K-DR5O,a2mscefuu7if9p,FBA,,UNKNOWN,2026-03-16T19:31:21Z,2026-03-16T19:31:21Z,1
ov_a14c522ea629a5a23a53,VU-8KRA-QP5M,a30dc7701cxibh,FBM,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_081f52204bb2a56a07ae,R4-0AXZ-ZZ9D,a1iu6gglt66ycm,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_cb1dd235ac01aaff3f1e,WJ-YHKC-EES5,ab5om860ms57z,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_335d2e06e59776d50ed1,FA-LRV6-YRFW,a3aifny4uejx1m,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_bf348a138d58f21dd092,FA-LRV6-YRFW,a27g7el378iaq7,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
ov_11158e756fdcddfa0e80,FA-LRV6-YRFW,a1kdb278upkgxe,FBA,,UNKNOWN,2026-03-17T09:33:21Z,2026-03-17T09:33:21Z,1
