offer_snapshot_id,snapshot_ts_utc,sku,asin,marketplace_id,seller_id_raw,seller_id_canonical,offer_variant_id,fulfilment_channel,condition,listing_price_gbp,shipping_gbp,landed_price_gbp,min_delivery_days,max_delivery_days,is_prime,is_featured_offer_winner,is_our_offer,promo_suspected_flag,unknown_outcome_flag
c71f4372-a2db-4a51-8bdc-d1c9526fcd3a,2026-02-27T12:15:47Z,0G-JB6S-PN34,DEMO-ASIN-A,A1F83G8C2ARO7P,OUR_SELLER,our_seller,ov_c8b27ddf34e7a6c11411,FBA,,10.40,0.00,10.40,1,2,,0,1,0,0
83c45d77-5d42-4ffa-ba80-129bd2117cb0,2026-02-27T12:15:47Z,0G-JB6S-PN34,DEMO-ASIN-A,A1F83G8C2ARO7P,RIVAL_A,rival_a,ov_46e80808d9f919e238d0,FBA,,10.30,0.00,10.30,1,1,,1,0,0,0
a182310f-5025-4197-91fd-02f5f5fa2126,2026-02-27T12:15:47Z,ZZ-NOT-COHORT,DEMO-ASIN-B,A1F83G8C2ARO7P,OUR_SELLER,our_seller,ov_acb9ce730608f2add12a,FBA,,10.40,0.00,10.40,1,2,,0,1,0,0
d69159f0-7576-4045-8075-20bdfb1c2cdb,2026-02-27T12:15:47Z,ZZ-NOT-COHORT,DEMO-ASIN-B,A1F83G8C2ARO7P,RIVAL_A,rival_a,ov_cbfed105b4169b70c8de,FBA,,10.30,0.00,10.30,1,1,,1,0,0,0
a96c6154-f50a-4cf5-b756-e896b711c52e,2026-02-27T12:15:47Z,6V-EEC1-2S9Z,DEMO-ASIN-C,A1F83G8C2ARO7P,OUR_SELLER,our_seller,ov_180835eea32d559a977f,FBA,,10.40,0.00,10.40,1,2,,0,1,0,0
5052c4a4-932d-4e5a-a845-7e9952cc0376,2026-02-27T12:15:47Z,6V-EEC1-2S9Z,DEMO-ASIN-C,A1F83G8C2ARO7P,RIVAL_A,rival_a,ov_c07e5f39737c4c093688,FBA,,10.30,0.00,10.30,1,1,,1,0,0,0
e57b818c-e097-427d-83c3-4f998c050e25,2026-02-27T12:19:57Z,0G-JB6S-PN34,DEMO-A,A1F83G8C2ARO7P,OUR_SELLER,our_seller,ov_c8b27ddf34e7a6c11411,FBA,,10.30,0.00,10.30,1,2,,0,1,0,0
00ab7886-6672-4ee1-b576-cb3fe6abfd42,2026-02-27T12:19:57Z,0G-JB6S-PN34,DEMO-A,A1F83G8C2ARO7P,RIVAL_A,rival_a,ov_46e80808d9f919e238d0,FBA,,10.30,0.00,10.30,1,1,,1,0,0,0
ef85043d-b0e2-4f69-943a-18c2e57c7026,2026-02-27T12:19:57Z,ZZ-NOT-COHORT,DEMO-B,A1F83G8C2ARO7P,OUR_SELLER,our_seller,ov_acb9ce730608f2add12a,FBA,,10.30,0.00,10.30,1,2,,0,1,0,0
dcad5d91-502f-4ec1-aa58-91a226a3a862,2026-02-27T12:19:57Z,ZZ-NOT-COHORT,DEMO-B,A1F83G8C2ARO7P,RIVAL_A,rival_a,ov_cbfed105b4169b70c8de,FBA,,10.30,0.00,10.30,1,1,,1,0,0,0
651dab6b-ad8d-4c8b-aa19-650c64ab5508,2026-02-27T12:19:57Z,6V-EEC1-2S9Z,DEMO-C,A1F83G8C2ARO7P,OUR_SELLER,our_seller,ov_180835eea32d559a977f,FBA,,10.30,0.00,10.30,1,2,,0,1,0,0
60532c41-d36c-4536-b3e4-dd622e89c6fd,2026-02-27T12:19:57Z,6V-EEC1-2S9Z,DEMO-C,A1F83G8C2ARO7P,RIVAL_A,rival_a,ov_c07e5f39737c4c093688,FBA,,10.30,0.00,10.30,1,1,,1,0,0,0
4a780212-c6bb-4b03-9f90-2c54454b8d7a,2026-02-27T12:19:57Z,0R-GRRH-W0Z9,DEMO-D,A1F83G8C2ARO7P,OUR_SELLER,our_seller,ov_492759bba0b551e0c9c8,FBA,,10.30,0.00,10.30,1,2,,0,1,0,0
6d654306-e56d-491e-8845-b2c6db36c582,2026-02-27T12:19:57Z,0R-GRRH-W0Z9,DEMO-D,A1F83G8C2ARO7P,RIVAL_A,rival_a,ov_6f807681167752e385d8,FBA,,10.30,0.00,10.30,1,1,,1,0,0,0
1ad50345-5950-47db-b406-ddffb4c0d1a8,2026-02-27T12:19:57Z,2G-AYBQ-TUQG,DEMO-E,A1F83G8C2ARO7P,OUR_SELLER,our_seller,ov_e133ae519b032cdc30f3,FBA,,10.30,0.00,10.30,1,2,,0,1,0,0
54b841a8-71ca-4cac-9842-1a1274a510bf,2026-02-27T12:19:57Z,2G-AYBQ-TUQG,DEMO-E,A1F83G8C2ARO7P,RIVAL_A,rival_a,ov_015dca94479deb294b7a,FBA,,10.30,0.00,10.30,1,1,,1,0,0,0
9ad04dfc-c0a6-40c8-9356-bd769687ee42,2026-02-27T12:24:11Z,0G-JB6S-PN34,DEMO-cohort,A1F83G8C2ARO7P,OUR_SELLER,our_seller,ov_c8b27ddf34e7a6c11411,FBA,,10.60,0.00,10.60,1,2,,0,1,0,0
b8c30d7e-b774-4e41-986a-ee247898413f,2026-02-27T12:24:11Z,0G-JB6S-PN34,DEMO-cohort,A1F83G8C2ARO7P,RIVAL_A,rival_a,ov_46e80808d9f919e238d0,FBA,,10.30,0.00,10.30,1,1,,1,0,0,0
cdfd1716-8234-44bb-b7de-ef65148cea2a,2026-02-27T12:24:11Z,ZZ-NOT-COHORT,DEMO-non_cohort,A1F83G8C2ARO7P,OUR_SELLER,our_seller,ov_acb9ce730608f2add12a,FBA,,10.60,0.00,10.60,1,2,,0,1,0,0
7d6860d8-7fb7-4a5b-b968-f7834dc86f91,2026-02-27T12:24:11Z,ZZ-NOT-COHORT,DEMO-non_cohort,A1F83G8C2ARO7P,RIVAL_A,rival_a,ov_cbfed105b4169b70c8de,FBA,,10.30,0.00,10.30,1,1,,1,0,0,0
0008be51-283a-4fa1-bd4c-2cbe2ab678cc,2026-02-27T12:24:11Z,6V-EEC1-2S9Z,DEMO-excluded,A1F83G8C2ARO7P,OUR_SELLER,our_seller,ov_180835eea32d559a977f,FBA,,10.60,0.00,10.60,1,2,,0,1,0,0
0139e221-0cda-4424-9782-ce352bf94391,2026-02-27T12:24:11Z,6V-EEC1-2S9Z,DEMO-excluded,A1F83G8C2ARO7P,RIVAL_A,rival_a,ov_c07e5f39737c4c093688,FBA,,10.30,0.00,10.30,1,1,,1,0,0,0
f5ce521b-f579-4209-a9ff-e71602d6bbc8,2026-02-27T12:24:11Z,0R-GRRH-W0Z9,DEMO-wrong_mode,A1F83G8C2ARO7P,OUR_SELLER,our_seller,ov_492759bba0b551e0c9c8,FBA,,10.60,0.00,10.60,1,2,,0,1,0,0
0c996eaf-c75b-4330-974f-2dec62fb99ac,2026-02-27T12:24:11Z,0R-GRRH-W0Z9,DEMO-wrong_mode,A1F83G8C2ARO7P,RIVAL_A,rival_a,ov_6f807681167752e385d8,FBA,,10.30,0.00,10.30,1,1,,1,0,0,0
fc4b31d1-7355-42b9-b69b-1837fbc71f7b,2026-02-27T12:24:11Z,2G-AYBQ-TUQG,DEMO-FLAG-OFF,A1F83G8C2ARO7P,OUR_SELLER,our_seller,ov_e133ae519b032cdc30f3,FBA,,10.60,0.00,10.60,1,2,,0,1,0,0
564b785b-2c8f-4e65-831b-e9f583eb266c,2026-02-27T12:24:11Z,2G-AYBQ-TUQG,DEMO-FLAG-OFF,A1F83G8C2ARO7P,RIVAL_A,rival_a,ov_015dca94479deb294b7a,FBA,,10.30,0.00,10.30,1,1,,1,0,0,0
