OrderKey,Sent to FBA
c42cdf82-9258-49ec-accd-95e8fcdff0c9,14
687bfcf1-c7a0-489c-b3fb-9c73f47410fb,56
02a188ca-43de-40c1-b4e6-32b34b2fe8fa,50
e43ed482-d2bd-4cd3-a7df-61d6d6bdd39f,50
d4d94a86-6999-4253-b51e-ecbb89c6ed6a,50
85949c7d-3b68-4ec9-9b22-da6815b040d3,50
b49e9e12-61cd-4d2f-9ea6-3cc649e09707,10
515d9307-b4ba-43e4-8aa1-3e6c126766bb,12
e77498a0-2ed3-4125-b199-f772069fc7cb,1152
a65eea52-91ed-4b16-b3f0-152720322889,200
3dc56e6f-c7c3-4a61-97f6-a6f42f6a7b72,230
46378763-6095-4334-aa94-d7c8007980ef,60
968fd1a8-a6c4-4f3e-985d-e57de1f51fd0,50
51942f40-4a1e-4aa3-8067-da40250c2372,30
81d7c23c-fad7-4928-9275-7c13618771d4,45
720be9e3-27f0-47c3-b125-68fd115e8912,10
22802ff6-ddbb-46b6-bb16-a9877d30d4bc,4
c71fbe4d-23b9-4776-ab1a-ca657c98d283,0
4c5fcd2b-007e-4a56-b0db-4410774db17a,35
a1bacd54-e699-4730-9323-fd1f69c9cf1a,12
612a8bc7-24fd-4a42-b735-bdba52695d12,20
153ca8af-56a9-458d-b137-37557d638f7d,65
8b4e7ba1-5207-4bc5-8ded-45079b36f188,40
08e4d6f8-8892-49a1-853a-3660cc0a4f42,12
68b6d316-4605-45d4-96c5-61e4175864aa,120
2c724ad1-0f83-4494-b69e-475ab5db724d,60
7489aa5f-815c-461c-973b-d0bba076546f,10
8cce6b61-015d-4306-96a7-a2693506837d,24
1b5f7163-5773-4a0c-94c7-97732f6d838e,60
d6cbb9b1-9012-4486-9097-4ef8c4132ddb,30
b6d1ba5c-955d-4328-909a-540e04e0014f,60
1151cf14-08a0-48d2-999d-d32f310ee91d,10
bd323fbe-9d19-4431-b6be-81a96584e877,90
a883a369-9e51-47e0-9aab-53f2ef048cbf,3
28cd3750-674f-4d78-b01a-a38d62029533,7
6ad95bb2-702c-4546-972b-bc446917b6df,30
777ffe2a-56b9-46ae-9d08-cb18a00010ee,30
4467ebac-7a2f-4efe-9978-d9107bbdab6e,15
21893aa2-375b-4ab7-bb45-2ad6a5149911,12
76389fbd-1cbb-4c35-8daf-48f4a01b7e04,12
019d7ce0-d53e-4897-94e0-bd3a4bec4b9e,6
932666d5-02bf-40e6-a4cb-56cdcc3a762a,6
1321a305-b9d6-4178-ac18-2d21d19e7db1,6
23c00602-1d73-4c9b-bc3f-a0e9e8b33670,12
65619a24-ff31-42cd-8b06-b93b19c5142b,6
5bc6d18f-bcfc-4272-849d-b201a3b3b299,12
7a0ef11f-b7f1-4252-ba58-9d12410d53e4,18
fbd4b46d-2680-4a48-96d7-603124619e34,18
5246147c-efe6-409c-a9be-40a20c76aafe,20
8be07a95-76b5-4d55-83e5-063f8215e08a,12
ef514f8a-bbf3-42c3-8b86-be217d9f014f,30
07f0b7d2-23bf-4082-ae8a-38aa14508d29,12
a27db137-3fd7-482a-a602-6ecf6da7ac83,18
e6c568c6-fc4b-46e5-84eb-fea772f8f412,12
71709072-08d2-4640-9624-a8e7b3481683,6
b61302f9-66dc-48f8-818e-41036965eb2b,60
75e14d96-adb3-450c-8d5c-7ee0d5bd2671,10
41b5ef9f-ad03-4496-aa61-38ab0152685f,0
d40fbe84-135c-4e6b-9004-a8df2c036074,24
52eae930-5ef2-4179-8998-2661e3640412,0
519b312d-e4ae-4b29-8bbc-61a273280094,40
141b44bd-736c-4d54-a1b5-19ad1494dba3,48
e11ed861-57f9-4e0a-9670-0dec56c006eb,0
0dd90e86-9005-4341-879a-e8362d2acd55,9
06688ce3-842e-4e45-a030-85e1677247f7,25
6e30198a-3932-4a25-9853-1a0ac94658af,2
3e1d8f89-0074-4dcc-8d52-bc6d13e7840b,48
d253ea12-9f9a-4b3e-a439-08149bd521f1,12
e42097b7-279c-4bae-bc29-0f6686c1d9e6,24
69ea8a0b-00cd-47f3-9785-5b1e2bcbe573,108
83152a56-992b-40f3-a8b6-972bb34e0a70,11
4fea134e-5261-475f-b992-82ad1ca99a41,15
549e651b-5830-4f02-9367-007d697a42c0,2
91a51066-4464-4c3b-9ede-aaecf05fdcac,8
a0ca2379-72bd-4885-8e96-f59f4d940a0f,0
534d3448-eff8-462c-a6a0-fdd893d3d0c4,1
6ff5ac79-c309-466e-a0af-7723c85f5630,81
94e9a612-a471-47b7-a7af-6083d1a57924,10
908b0658-bd8d-457e-90a4-d56c3257f763,0
eceb331c-1dd6-4c42-9716-2a4c72bbc5e3,0
a1440594-9c7b-4dc7-8d33-881faa4d15f7,10
cce8468f-e4b7-42b4-8b3f-5ad98cf1b3fc,0
64e4dd31-0910-430e-bc79-644c06491faa,10
9a7a79d3-6ddd-4ce2-a8f3-788987989688,4
a0c44db0-2f43-4587-b3f1-6643022cf37d,5
8cba316b-c7c2-4da8-9467-79d4a9690899,8
b089fd5f-d3a2-4a86-96cc-ca1096d41f49,20
ccbad7d6-d018-4bed-8c17-163b0b994db8,5
2ba1d1a0-0c90-45b5-9717-1b6b533f5bba,15
afd79dc4-5753-42ca-9c39-80ac24a01449,12
6b0ec162-8d93-485b-ae79-8c0c36235b92,0
07add729-1135-4e33-9ff7-6dda6c2367ed,20
89dfeb05-3a3e-45ae-a304-975252945b0e,10
470b55d5-e7dd-4e41-8428-1cb7a767e1aa,12
6dcdc7d3-2793-4194-b74f-24b926606833,10
73f64cb6-94a7-4b62-a7ff-b7106cfb9140,25
f89a5cf6-5101-4e92-abda-ff89acfa6452,8
a4b73e23-35d4-4f81-8452-7dfada7e4dcc,30
b8b8eca9-2efc-4af4-93eb-84dddac5e2d8,12
5203ab97-f74d-4e13-8b51-295ef68b4a18,0
79971a24-548c-4dba-b9d7-5039acb7bcec,78
4adc4afd-3536-4fd0-895e-ecabad55b428,6
2bb8b0e8-56a7-41c0-ab80-2a101fd1b0a7,130
657ce580-fc08-4792-8b16-70fcaee2ca96,50
79832ff9-ff96-4f37-a70f-22b57420ca40,800
a49ab613-e55b-493d-9de2-6a6c52098d18,100
39a8fcb1-3a94-40bc-8b01-6d9b5b3e62fe,180
efaa9fe0-8246-42d1-8688-317b887203f0,10
11fc47b1-b296-47b9-b18b-37836c392e99,20
b8f63132-6d6c-4f4d-a1e5-8f1a05673e7f,18
2d859f87-11c7-4a50-a2ca-75dda585ae55,300
7294287c-425e-45b1-bba2-c69165f171be,3
456c4c24-9d72-4682-a7d6-6e4820c1619c,10
cbc54df2-45d2-4fc9-b839-2c67df1942a0,150
1660407c-8ece-4357-9790-7edd2f61f048,36
c7e34ecf-19ef-4913-8fcb-c6f62030370d,4
1616c7cb-c377-4ee7-b3b3-21327c43456c,6
91c33621-c2f9-4c5f-995d-8e1aa72bc0f3,60
239a00d7-48d4-4ad7-8f87-67fd6447508b,30
e2988578-58d8-4b1f-8162-265dc8c52a78,60
f8fa9421-257d-41c5-86d4-4fab3d4ff745,750
ea083afe-9354-448c-bf45-bea3a3e147a4,0
af5bf263-f346-4114-a8c2-aa4c152a2897,20
b7a78562-b898-48d4-93ed-2e282448d847,10
aaf6673e-3754-409e-b0b0-d55b3b3e376c,24
114f3c42-e236-4b75-adf0-39a2786ee8ba,1
edaf61a1-52ad-4ef7-80d5-005a87b18bc8,1
850f45c7-dcec-4626-ad5e-aabe780a3096,30
23bacc2a-95d0-48b4-a79a-94e49aff6d32,180
742f9a62-567d-412e-8d83-af934694d971,15
68c1fdb3-28c0-4569-ba7c-456b1e6455a2,12
0798bd22-219e-4db7-8aaf-6874cd1bc4ab,12
7704a509-990f-48df-8a66-165025ec93f3,50
f49659fb-fa5f-4426-b7f8-6317d8774506,72
c13a2025-58ff-4f30-979f-ceaf09fbb7ca,50
2fe4cda3-ca4f-457c-ac23-141d4d7bbd84,20
fa22dc13-8413-406e-b77b-07a6eed0eb97,24
c820a833-e3af-4bbf-bb91-42aa4e37bcee,360
155c3d99-aa19-4701-b129-c18a101cc2fc,40
f92ff5fa-d009-4f1e-a876-5db60a71bae4,8
97750b76-c8b2-4a18-a57f-d68ff8661779,5
9a895947-f366-44b5-9663-708917b2450c,34
81170f6a-ec10-4008-9980-e330fec7398c,0
0e88146b-3fd0-4a65-850e-cfb0d86fa64f,0
53e7b0d5-75f1-42ee-892c-05e25bd41d3f,10
42600d13-0391-4faa-a5a7-fb4ee9cc7ba0,2
10adab7d-df69-4ade-a8e7-4a2e9a9676d0,0
7fe4917b-0350-44df-9fde-6b5e177af074,7
d996c674-7d1f-4cd6-86bd-178d6812f6df,24
97d4d047-30b6-4e00-869d-57fa761a15fd,45
53b543c3-9878-4d5d-8a25-40b00c791046,30
5703955c-168b-497b-9cca-4b126a5e7ab1,12
a2273a1e-7de6-41bb-86d3-8837aecdcf41,0
b66c91d5-8440-42f6-bfbc-403bdf4d8f4c,0
7121a023-fcf8-4a0d-9f69-fe173628b25d,431
106bd6d0-1a5f-4748-a466-d3008338588f,12
c7340e12-495a-409c-b9a9-34b57324172e,16
d70f9c66-b902-4500-84dd-58d925d393e2,0
ae876cfb-f6f7-4e19-9d3d-b571c7e7b587,32
a447c6f6-c87a-4540-bd4b-d24874fcdcb6,30
3f1749b7-c2dd-423d-bc68-a0ba09ec801e,150
1a2b37ca-bf65-4c4a-bed2-1bbd12325e4e,6
d9def2a7-7085-4141-aebf-b7adc1d51b97,18
7b8a0c2e-8554-4301-bcac-0f8d01d72afa,0
ba4dc30b-464b-4c5f-b0e4-3e9446e47e3b,8
c8216e4d-0a7e-4bb0-857b-41dbde9f6b99,27
0a644335-de05-45d9-bb14-abe7f5ae1f91,24
6d26ce42-fb74-4f5a-9559-0b59c5f0985f,85
87cf72a3-4e87-46cb-adce-e1646d49fb78,0
1f327557-933f-4d17-b4de-6fc5dd648819,88
e2018871-d9ea-4819-9aa6-05e276cc8da8,10
18e6fbee-317b-4b92-9195-a9eeb584a116,5
50d43950-dc5b-4460-8497-7dd13c44ec49,30
0322901d-615c-4c57-9126-769652ae2c02,24
2a55ecf4-e367-4301-acae-fe2aacada933,0
a0d00a08-5a75-4282-b115-878646c4e98a,12
60c932dc-36a3-4bc2-b04e-f4044adc07f7,84
65ca9a81-0d12-4ee4-b0f5-de60a8b53927,48
fda5bd85-e8dd-4c46-b6f6-503a735919ce,14
f2004aa0-6c8d-4338-a8f6-839ecce02b25,120
5c6cabd7-9508-47fa-9f83-681fe71b1957,1
5fa8690d-86aa-4233-a93d-18eb5ae4369e,30
bff6f83a-3530-4cdd-936d-bfa31a890aeb,0
159824ba-7b6b-4f4e-95e0-952cd09f5f93,20
0dff1213-fcfc-485d-8863-12607beea291,8
f9c25479-13aa-476a-8d2e-4c66cdb5440e,12
0d29c03d-bd0a-4236-9959-a4e77dbeb8bb,20
4a3f87d6-6393-4fee-950c-f51f1b6d3e30,9
302be76e-18f8-48a9-beb4-792f2525d771,12
204406f9-4599-4162-b3cc-08721fdf910a,48
c5e32fba-8367-435a-82a2-570e6041ab35,30
fe6385ec-395f-43b0-9be1-019c263d85fa,0
381634d2-d424-46b4-aebb-60671596fe50,0
6bc99270-bac3-4718-9c5b-dc091f408c91,10
439c24b0-bede-4d54-a720-516ebf8ccab9,12
822b2217-07ae-4aad-a7fd-302c7bb333db,0
8e69eaf5-2941-4337-8868-0d3bc7149f0f,50
25361117-dd3a-40cf-86c5-de2c911528d3,15
f951d6bf-5b60-4052-a6c5-df5982925d17,20
d38d6f1f-54d9-46eb-9981-3f61378a82dc,20
eb8be779-ac7e-4bea-8c08-95e247010c20,24
84e9a7b6-9485-4f86-8740-18376e58a492,18
960da02b-a4d6-4914-9398-ec090a748586,18
91c12301-8130-4844-bbdb-307cd361ed6a,32
32860f1e-da25-4538-a7b7-ec6a93badb76,240
f9bc06a3-b1d5-46b9-b343-b076b5daf0d7,100
f3b2da47-517d-45bf-aee2-73e5ba11b1de,15
4161cf51-0f9b-45dc-abeb-2eea204bd382,39
9ee36f0b-9b8d-4175-b18d-29471880d5e6,16
139d605e-a1a1-4d6e-86db-d7d346d0d292,36
17e43fb4-4c35-47be-8ef0-0d6a7493c2c8,66
07de412f-e633-4290-bc6f-c102d87e1289,24
aee8d384-d0cb-4b50-a5e8-24cf247033bf,72
dd5e95f6-234f-4b05-897f-18bd40842763,18
fa031130-11fc-408a-a720-bf719e4eef88,100
b8cec721-b1f4-4479-b3ab-a6b71b724cc1,13
85fd3508-ed38-424c-843e-11af146cb464,90
e8391d3f-e460-4684-9dd3-b5c96886f728,4
1cbfe99e-096f-4e6f-a484-b0826c20d100,500
bc9d5d8e-6862-46ec-a98a-a1cb05194ab2,22
cf243131-0c28-441d-8606-bd90d16bf98b,19
359b07ec-7e51-499b-aeb4-ef06cc4db8f3,14
64458e22-7a11-4afa-9d83-d95393d62fb5,30
115f6151-0a93-46f7-89b1-2f22cf7aa526,100
e772e16b-34f6-4f63-9d4e-6e6198007444,13
8b62463a-f7af-4ad8-8c67-ca31561943c4,66
900cbb86-0558-42b3-bc58-99cd80033481,36
2898ddd0-725b-4110-9772-1458ad07ef70,30
64588c56-8ef7-495f-8d05-ec9a69e70d17,250
9659b286-72fe-4626-a631-5161de4b39bf,106
03bba2cc-1ed7-4af7-9dc2-98f220d60577,21
6cabb2a8-3140-47c1-bdad-c639e6502d20,406
429273ee-d473-4a16-9fbc-511d4ae6f2f5,30
45968bc6-5e7f-42b0-817b-1d85be2454b5,0
a4436620-70d5-4fce-a04e-d050f1d06065,30
9a1a5a2b-c2ba-4385-b858-a75382a4bfd1,30
c9e3c8dd-2504-4ecf-8763-7dd16934e5aa,100
78b40335-96e3-4062-b195-1f957f3a98fd,10
a9a1d031-f9e6-4eaf-ae0e-d516c14a21c4,12
4c8c7ba8-a3e7-40ff-9c98-b2a80f66df41,30
c971ee21-7042-445c-b3d4-044967bbc5c1,30
036714cb-8d0b-46cd-bc51-a22432f5bf56,12
ce95cb71-ef06-47e7-9e37-dc1909bda654,50
8db6e714-1638-4d62-9b4d-301f133989f2,0
0014fb45-50c2-46e2-99bf-ad4119b28577,6
ae09f578-7de5-41a3-9558-a39e735a98e9,36
06cdf8b4-ac99-4e91-b833-5678edf52362,500
005f7383-c4b2-4ee5-a08e-1a47774c7e9d,166
abb540bb-dde5-441d-8981-7d702ed0e16d,14
3106e498-e026-4e9c-8603-d9804008ad5b,5
36e6eb11-82e0-4a58-b33c-a66180969f7b,5
c8e94c02-6207-41af-97bd-c515e40bfeab,0
e4fd828a-9370-452e-a683-a26cbeba0902,85
14205d92-a4aa-4a1e-a866-6090b64190e2,100
a4a5b90b-665a-4a5f-b0c8-7715a866c643,240
ec226179-0a86-4e35-b65a-e957d32f6cb0,77
989ccb94-9b47-4db8-8ec5-3d079dfa7f64,36
ccdef8c7-b9d1-43f7-b04d-93b8cb3ff774,45
b6c4852a-a0e2-46da-853b-e8b7bca701c9,45
5b65718d-95da-412e-8135-3912d70cd9db,10
358d9840-5e39-4aff-afb6-3377f08220b3,0
20b2ac56-c8de-4059-a1c1-cff2cfd503e9,8
23a352c9-c7b2-4c20-8739-54b4cb186150,150
3a6ceb0a-deef-4c7d-b6c8-2f57c9771851,141
d6aae524-cd81-4504-94db-c60ad02b199d,300
2c3c4f21-55bc-4934-aef7-a0bfe4d8477f,500
8fc87763-31fe-4686-98a4-da1940552e36,12
15439863-8392-43ad-858c-0e3db8729ce3,35
47450b6f-c29c-40f9-b75f-0478abba927b,50
a5ca1c6d-bd66-4f4b-a716-4dbe7538bfe2,120
112a44e3-fc71-4ab6-bcc0-45763c6ec532,40
5d6526dd-ea9e-4bd4-b774-4c4b87491d83,72
6388f141-9173-42ca-be12-3e5925ef8bcd,30
8f1a43b0-7f39-4721-85c5-051e3c22396c,0
ef0abd91-881c-454d-a3c8-4ad7d283e24e,85
a8d51346-fd87-44fc-bee1-19cc1e3db56e,62
98d235fa-87b3-4d09-93e4-4a245add3470,20
1fd4e0d3-a161-4bfc-ae74-2064f0c76644,15
16ed839f-8fc6-4606-ab82-33626bda0179,500
2b4a7ea2-1a4a-4dbf-8d19-3ab432029858,240
0c92205a-4426-4c12-82f9-b13ede7a5458,0
bb9462b8-5392-4480-8569-64f4aaa97b3c,0
b4c13ee3-3ee7-4a21-b575-9bf9f1b8f898,6
365fcce2-5b45-4f37-8cb7-cee77c26cb81,0
083fdf02-1bcb-44f0-828e-99703a5030d3,12
ffc0dc73-18cd-44d8-938a-b5a22f5ed22d,1
949be5bc-375d-4427-b91a-649bd933a9af,5
3ac0bd7e-bc5e-44bd-99f9-7acccea10b1f,12
4e69d059-50e6-49c7-b59b-da778f5a1282,15
5a676783-a06d-41f7-8313-8e8807e4c51d,0
9bf1560b-b912-4075-bf7b-838fc619fee2,20
9184ee92-9073-42cc-9c21-005e26224834,12
ca3d34b9-ba66-4458-8ddb-be642174a0d2,36
0d468b1b-8c54-42b8-9284-d019a6a0a5c4,12
34c8a527-3051-470e-9883-699f7767ed94,70
28b41eb8-7e95-4935-958b-e0baf7363c35,0
f8c0129f-ef03-402d-9617-4520ddc7ccde,15
3b507609-184f-4e0b-ae9b-a2b3c559f9e0,12
7aa554eb-dada-4d22-b6b3-21d144d66d74,50
5b46d8a2-d76a-4c02-9df6-2e55d6f01324,15
69dd22ae-c3f3-46c8-8162-366273aabd3a,100
b59109c3-1996-4a3e-b6ba-fe89e7bc0a9d,300
14857c11-680f-4915-836e-d7b678be7ab1,400
4e41ba01-2f18-4fba-a87f-ce2174daf81d,30
100dc3fe-3381-4e42-bc1f-66be420c56ac,1
a72b9a4c-8f1f-46ef-af1f-75075bf29536,20
afd68db5-d28d-4536-9ba8-a60887586f25,5
f6270c29-e5df-4f16-a9c6-1ed730d54ad4,6
9da15009-88cb-45f5-b3b2-8e101c3047c4,0
51f4c59d-0000-4cec-85e7-860caeddbbd7,24
45585677-7c21-4058-9549-77ce0da863ac,18
a4a45eea-08fa-4bd8-bf95-0779b1a7a90e,14
4cb5a668-45f0-4c24-b85c-50e7b499e233,20
0a5d3055-281b-4474-9393-9e1760171274,52
e4c5b38b-0437-458f-9884-685f4a69da6f,84
ddbd2190-da4e-4ccf-b949-321a2742fa35,15
c7bddbed-ec4c-422a-bb85-7a3603231b4f,45
b699c26b-c111-4d4a-b4d3-01f1a74eff5f,500
9e44e056-7568-45c0-95ae-f7a94c437b90,120
02215ca5-8434-4809-b4fc-ab89fee55cbd,0
baa562d6-49f9-4491-bcd1-69006cc6dc86,0
fb70cfa2-6a39-4c2b-93b3-433bc02b70a4,0
442031c7-4a2a-454e-aa64-af4b8d6d16d6,6
9cdb4618-1445-4008-9714-d9d88db8d1ce,8
3566c8e2-33da-429e-8f56-15545b0b847b,15
34db5135-e7d7-4758-b0b9-19d4a2e05666,8
3471abe5-8f64-43a0-8cdc-d95196383597,12
9954f038-5d1d-44d5-b503-abd88b55670b,12
a21b04ee-541a-4014-af85-163c4e4af62a,0
78e137fa-19d1-463f-9dad-98b23d44a324,12
bda3cb76-4448-4643-bfa4-a21598751de3,400
d1cd94ee-f89a-4d7f-a646-38faba306f94,24
16c63ab5-0904-428e-a108-f6252deb8f9e,300
bd7bab04-baf0-4e72-bd8d-72ba9e2b7e4c,10
7ae2fde0-86b3-40fa-9361-c8890e5f9114,10
01fbf01d-7deb-4aac-b228-405c6d3981fa,10
3180432d-3820-4141-a5e1-bd5c19dcab4f,5
ecd610bf-c5cf-439c-8923-2a467e646854,11
8fadb2fa-e970-4d54-8bec-fa81b253c071,4
19be0182-3267-4458-a8c0-344469d000fa,6
e9d70bcf-5e41-4973-853d-2d2ef754f60b,3
10059f77-e2c4-42e2-a1ff-a45fd7e4a24a,21
88446a6c-119f-4b4b-a520-8e85867fa09d,6
7921d564-7cbb-456a-b2b2-01406012f6dc,24
8c443dc6-5312-4726-9e3a-1db403c1f133,30
2a124871-c827-4877-bddb-262443e4548c,10
c5e672a8-2389-40f7-a8fb-f0644c5c0fd5,100
9e3157a6-7486-41fa-b99a-70174336be01,0
94d33fb4-c9ac-4cd5-9bf6-ca2e3fc445d6,0
ed5844fd-cddf-430e-b3c3-d03d40357bf1,50
3745d10e-1e23-481a-aec8-f0de0684978f,80
61a45e81-2449-4168-b885-5dcd63d821de,10
2619d4a8-8557-4ba3-b758-90a8130d1f74,10
e85fd580-2c8c-4555-b407-8f6aa9efb9fa,204
86a4bd5e-7494-44e1-9bb7-8ce00c6974a4,24
7dbae589-aaf5-4085-9a9c-3d1db145cf3e,110
015768aa-f91a-492b-ad27-434e43d8f2ca,15
73cc7bba-2ba4-411c-a9f4-431c1706942c,0
f1d67628-dcc6-4851-a6b8-23088bc62b9f,30
d538edb6-e0b8-4b22-a013-82a98be6e30c,25
15aeec76-3223-4310-9910-62c875140e65,12
aca3460e-5556-4774-b078-3da6e1916de0,0
1e753661-0672-41f7-8bab-91d9c3bbe319,0
6a36f1e5-8b13-4aaa-b0ff-73dc17974ada,41
77b6ee38-bb85-435b-aff0-ec4e74c35798,12
53a7da7f-07f6-4207-b46f-11839d8521b1,48
40af1b0a-fa18-4210-9d61-f166df84b8ae,12
e4adc7fd-e109-4303-9567-e8297c817a73,120
5430f993-5922-46b8-9661-7c21049a53e2,80
8d3a4e84-6876-475c-a1a3-87a3950f3afd,30
8ed42e62-612f-44da-918c-fd24f739a205,20
946fd7ce-1659-448b-812b-0e5b35a9f06d,6
46a9e914-f2b6-41e0-a482-1cfa56ad956c,12
294dc86a-582c-4eb4-917f-d4a60032ef87,60
e09087d1-b467-484d-b211-2458a1a8de7c,0
53c02ca5-8962-4897-a304-4d1a40339593,200
59b7ded8-786f-4d26-b9b1-eda1790d3759,0
8f36b0b1-6a93-42e5-bc61-98f253ad613c,140
f94ea897-c234-4759-a7d8-0a593a782ee9,10
22cee0a1-4984-4323-9e28-812af651bbf7,10
3a2acc86-9fe7-4f0e-a370-3e6b1f817637,10
1199548d-2654-4e89-b719-6f2b0ecda15e,10
7be3ced7-a18c-4bce-a9de-677609b0629c,3
ff1c8fec-20b5-4bc2-828d-58148f04681a,15
f754a5e4-c75f-43cf-b7cd-c000dd561912,10
83daef96-efc5-4ff3-96b6-11c1065b7a5c,0
