study_rank,sku,asof_date,reorder_flag,days_of_stock_left,suggested_reorder_qty,velocity_30d,units_sold_30d,units_sold_truth_30d,units_sold_velocity_30d,units_sold_source,revenue_exvat_gbp_30d,profit_exvat_gbp_30d,roi_exvat_30d,profit_per_unit_gbp_30d,value_velocity_gbp_per_day,missing_cogs_units,fx_missing_units,current_token_cost_gbp,break_even_price_gbp,expected_refund_cost_per_unit_gbp,roi_at_our_price_pct,roi_at_buy_box_price_pct,latest_price_confidence,b_money_confidence_state,b_bridge_values_safe_for_live_roi,profit_confidence,sales_truth_state,stock_signal,restock_business_ready,restock_decision_state,restock_readiness_confidence,restock_missing_proof,restock_evidence_role,missing_reason,missing_roi_reason,missing_roi_reason_detail,latest_daily_truth_date,latest_daily_truth_state,latest_daily_truth_units,latest_daily_truth_profit_gbp
1,6V-EEC1-2S9Z,2026-06-10,yes,7.83,323,14.566667,423.0,423.0,437.0,roi,2597.5,534.66,0.561765,1.263972,18.411854,0,0,2.25,5.618855,0.028392,8.421273,8.421273,listing_price_current,not_yet_proven,0,profit_clean,roi_sales_truth,yes,no,warning_bridge_labelled_money,warning,bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-06-09,finalized_ledger,2.0,1.96
2,A2-T2AC-TW3L,2026-06-10,yes,0.0,329,10.961538,261.0,261.0,285.0,roi,2432.56,200.16,0.170044,0.766897,8.406366,0,0,4.51,8.961883,0.008463,2.323359,0.845163,listing_price_fallback,not_yet_proven,0,profit_clean,roi_sales_truth,yes,no,warning_bridge_labelled_money,warning,bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-06-05,finalized_ledger,22.0,12.09
3,5Q-LUQ1-L14K,2026-06-10,yes,10.0,20,1.0,1.0,1.0,1.0,roi,44.16,6.09,0.203271,6.09,6.09,0,0,29.96,40.83,0.0,11.109257,11.164887,listing_price_current,not_yet_proven,0,profit_clean,roi_sales_truth,yes,no,warning_bridge_labelled_money,warning,bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-05-13,finalized_ledger,1.0,6.09
4,WX-L5UA-UB1Q,2026-06-10,yes,1.33,172,6.0,36.0,36.0,36.0,roi,181.62,33.62,0.542959,0.933889,5.603333,0,0,1.72,4.251765,0.0,43.017556,35.265618,listing_price_fallback,not_yet_proven,0,profit_clean,roi_sales_truth,yes,no,warning_bridge_labelled_money,warning,bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-05-18,finalized_ledger,3.0,2.22
5,MW-9K5M-VKW8,2026-06-10,yes,0.0,49,1.625,39.0,39.0,39.0,roi,895.78,85.75,0.161078,2.198718,3.572917,0,0,13.65,23.392222,2.598889,-6.536427,-6.536427,listing_price_current,not_yet_proven,0,profit_clean,roi_sales_truth,yes,no,warning_bridge_labelled_money,warning,bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-06-08,finalized_ledger,6.0,14.66
6,T8-6UWL-I3E1,2026-06-10,yes,0.0,30,1.0,1.0,1.0,1.0,roi,7.67,3.18,2.148649,3.18,3.18,0,0,1.48,4.64,0.0,,,listing_price_unproven,not_yet_proven,0,profit_clean,roi_sales_truth,yes,no,blocked_missing_current_price,blocked,missing_current_price;bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,missing_current_price_proof,2026-05-31,finalized_ledger,1.0,3.18
7,GH-XAAE-HRU7,2026-06-10,yes,0.0,25,0.846154,11.0,11.0,11.0,roi,89.9088,39.0622,1.498356,3.551109,3.004785,0,0,2.37,18.6,0.0,-517.580872,-582.630098,listing_price_fallback,not_yet_proven,0,profit_clean,roi_sales_truth,yes,no,warning_bridge_labelled_money,warning,bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-06-04,finalized_ledger,3.0,12.873567
8,NN-TSZ1-X2RD,2026-06-10,yes,13.86,50,3.103448,87.0,87.0,90.0,roi,546.8283,62.1113,0.204562,0.713923,2.215623,0,0,3.49,6.086296,0.04929,-3.404475,-5.035151,listing_price_current,not_yet_proven,0,profit_clean,roi_sales_truth,yes,no,warning_bridge_labelled_money,warning,bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-06-08,finalized_ledger,4.0,5.44
9,XE-YPAI-HX9F,2026-06-10,yes,0.0,100,3.333333,5.0,5.0,10.0,roi,37.96,2.65,0.110647,0.53,1.766666,0,0,4.79,7.117123,0.045772,8.51517,25.216631,listing_price_fallback,not_yet_proven,0,profit_clean,roi_sales_truth,yes,no,warning_bridge_labelled_money,warning,bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-05-13,finalized_ledger,4.0,2.18
10,L1-54EX-56YC,2026-06-10,yes,2.0,28,1.0,6.0,6.0,6.0,roi,68.06,10.32,0.321495,1.72,1.72,0,0,5.35,10.478,0.0,5.707165,36.859813,listing_price_fallback,not_yet_proven,0,profit_clean,roi_sales_truth,yes,no,warning_bridge_labelled_money,warning,bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-05-23,finalized_ledger,1.0,1.2
11,4F-HT42-FD26,2026-06-10,yes,0.0,40,1.333333,4.0,4.0,4.0,roi,30.4,3.83,0.278343,0.9575,1.276666,0,0,3.44,7.515,0.0,2.47093,23.546512,listing_price_fallback,not_yet_proven,0,profit_clean,roi_sales_truth,yes,no,warning_bridge_labelled_money,warning,bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-05-15,finalized_ledger,1.0,0.97
12,AK-OB6V-HIYD,2026-06-10,yes,0.0,44,1.458333,35.0,35.0,35.0,roi,152.6935,30.0933,0.710587,0.859809,1.253887,0,0,1.21,3.568717,0.0,44.596359,44.596359,listing_price_fallback,not_yet_proven,0,profit_clean,roi_sales_truth,yes,no,warning_bridge_labelled_money,warning,bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-06-05,finalized_ledger,4.0,8.18
13,H6-E7MP-EBPD,2026-06-10,yes,0.0,26,0.866667,13.0,13.0,13.0,roi,194.55,15.96,0.145289,1.227692,1.064,0,0,8.45,14.00375,0.0,11.099606,9.127219,listing_price_fallback,not_yet_proven,0,profit_clean,roi_sales_truth,yes,no,warning_bridge_labelled_money,warning,bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-05-28,finalized_ledger,2.0,1.66
14,W3-8FN7-FSP0,2026-06-10,yes,0.75,39,1.333333,4.0,4.0,4.0,roi,24.5161,2.8091,0.234875,0.702275,0.936366,0,0,2.99,9.613333,0.0,-144.25864,-144.25864,listing_price_fallback,not_yet_proven,0,profit_clean,roi_sales_truth,yes,no,warning_bridge_labelled_money,warning,bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-05-23,finalized_ledger,2.0,3.163024
15,SU-JM8R-2U82,2026-06-10,yes,4.67,11,0.428571,3.0,3.0,3.0,roi,41.02,5.42,0.259952,1.806667,0.774285,0,0,6.95,18.583333,0.0,-75.899281,-91.486811,listing_price_fallback,not_yet_proven,0,profit_clean,roi_sales_truth,yes,no,warning_bridge_labelled_money,warning,bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-05-21,finalized_ledger,1.0,1.45
16,SE-UITZ-7CPY,2026-06-10,yes,0.0,30,1.0,1.0,1.0,1.0,roi,7.67,0.75,0.219941,0.75,0.75,0,0,3.41,6.891333,0.0,43.753666,38.377322,listing_price_fallback,not_yet_proven,0,profit_clean,roi_sales_truth,yes,no,warning_bridge_labelled_money,warning,bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-06-06,finalized_ledger,1.0,0.75
17,TK-E7QE-T40G,2026-06-10,yes,0.0,26,0.882353,15.0,15.0,15.0,roi,112.01,12.28,0.215439,0.818667,0.722353,0,0,3.8,7.061818,0.0,-0.749601,-0.530303,listing_price_fallback,not_yet_proven,0,profit_clean,roi_sales_truth,yes,no,warning_bridge_labelled_money,warning,bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-05-31,finalized_ledger,4.0,1.53
18,OV-LVEL-DQL6,2026-06-10,yes,0.0,30,1.0,1.0,1.0,1.0,roi,12.81,0.7,0.100719,0.7,0.7,0,0,6.95,11.77,0.0,14.940048,6.546763,listing_price_fallback,not_yet_proven,0,profit_clean,roi_sales_truth,yes,no,warning_bridge_labelled_money,warning,bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-05-12,finalized_ledger,1.0,1.04
19,LP-QMNJ-J49G,2026-06-10,yes,5.0,25,1.0,1.0,1.0,1.0,roi,4.22,0.69,0.985714,0.69,0.69,0,0,0.7,3.52,0.0,11.428571,11.428571,listing_price_fallback,not_yet_proven,0,profit_clean,roi_sales_truth,yes,no,warning_bridge_labelled_money,warning,bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-05-27,finalized_ledger,1.0,0.69
20,7L-OT45-7LYB,2026-06-10,yes,13.52,43,2.588235,44.0,44.0,44.0,roi,163.03,10.06,0.194059,0.228636,0.591765,0,0,1.178182,4.360975,0.5195,-67.418133,-67.418133,listing_price_fallback,not_yet_proven,0,profit_clean,roi_sales_truth,yes,no,warning_bridge_labelled_money,warning,bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-05-29,finalized_ledger,1.0,0.22
21,JE-D4LO-O2JD,2026-06-10,yes,0.0,15,0.5,9.0,9.0,10.0,roi,56.97,6.2,0.400517,0.688889,0.344444,0,0,1.72,7.335556,0.0,-58.268734,-58.268734,listing_price_fallback,not_yet_proven,0,profit_clean,roi_sales_truth,yes,no,warning_bridge_labelled_money,warning,bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-05-30,finalized_ledger,1.0,0.72
22,8U-QPFH-3EKQ,2026-06-10,yes,7.0,23,1.0,1.0,1.0,1.0,roi,5.22,0.29,0.098976,0.29,0.29,0,0,2.93,4.93,0.0,10.068259,-16.097838,listing_price_current,not_yet_proven,0,profit_clean,roi_sales_truth,yes,no,warning_bridge_labelled_money,warning,bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,,,,
23,AF-KIHX-ANYY,2026-06-10,yes,11.0,19,1.0,1.0,1.0,1.0,roi,2.87,0.08,0.095238,0.08,0.08,0,0,0.84,3.073919,0.086034,-14.752216,-167.529994,listing_price_current,not_yet_proven,0,profit_clean,roi_sales_truth,yes,no,warning_bridge_labelled_money,warning,bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-06-03,finalized_ledger,1.0,0.08
24,C6-XGZB-J6QA,2026-06-10,yes,0.0,38,1.266667,36.0,36.0,38.0,roi,165.1379,-4.4582,-0.045033,-0.123839,-0.156863,0,0,2.75,5.637857,0.0,-21.073593,-25.012987,listing_price_fallback,not_yet_proven,0,profit_clean,roi_sales_truth,yes,no,warning_bridge_labelled_money,warning,bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-06-08,finalized_ledger,12.0,-19.53
25,0G-JB6S-PN34,2026-06-10,yes,0.0,2460,82.0,82.0,82.0,82.0,roi,403.17,-79.73,-0.359241,-0.972317,-79.73,0,0,2.74,6.880074,0.328824,-35.769124,-35.769124,listing_price_fallback,not_yet_proven,0,profit_clean,roi_sales_truth,yes,no,warning_bridge_labelled_money,warning,bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,,,,
26,F7-PMJ2-SG6A,2026-06-10,no,40.0,0,2.5,7.0,7.0,10.0,roi,45.6774,6.6918,0.354061,0.955971,2.389929,0,0,2.7,10.288929,0.0,-137.244268,-149.589947,listing_price_current,not_yet_proven,0,profit_clean,roi_sales_truth,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-05-14,finalized_ledger,5.0,4.761758
27,3X-EXDD-TD2K,2026-06-10,no,15.0,15,1.0,1.0,1.0,1.0,roi,30.15,1.86,0.090687,1.86,1.86,0,0,20.51,28.29,0.0,9.068747,9.150008,listing_price_current,not_yet_proven,0,profit_clean,roi_sales_truth,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-05-15,finalized_ledger,1.0,1.86
28,WJ-YHKC-EES5,2026-06-10,no,23.4,3,0.384615,10.0,10.0,10.0,roi,75.0,31.56,1.510048,3.156,1.213845,0,0,2.09,4.37,0.0,149.760766,149.760766,listing_price_current,not_yet_proven,0,profit_clean,roi_sales_truth,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-06-07,finalized_ledger,1.0,3.15
29,VF-3T0K-DR5O,2026-06-10,no,67.3,0,4.368421,83.0,83.0,83.0,roi,352.89,21.44,0.126006,0.258313,1.128421,0,0,2.05,4.334276,0.039579,-6.956576,-16.712674,listing_price_current,not_yet_proven,0,profit_clean,roi_sales_truth,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-06-07,finalized_ledger,7.0,1.4
30,LV-425G-BY4X,2026-06-10,no,61.81,0,0.954545,21.0,21.0,21.0,roi,495.2232,22.1958,0.064526,1.056943,1.0089,0,0,16.38,24.067754,1.390492,17.10773,15.276228,listing_price_fallback,not_yet_proven,0,profit_clean,roi_sales_truth,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-06-02,finalized_ledger,1.0,-0.71
31,8L-INBX-OUTU,2026-06-10,no,48.0,0,0.333333,2.0,2.0,2.0,roi,15.653,2.8199,0.557288,1.40995,0.469983,0,0,2.53,6.64,0.0,32.674572,32.674572,listing_price_current,not_yet_proven,0,profit_clean,roi_sales_truth,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-06-06,finalized_ledger,1.0,1.43
32,8M-LM6B-F2Q5,2026-06-10,no,35.0,0,0.4,2.0,2.0,2.0,roi,10.72,2.3,0.638889,1.15,0.46,0,0,1.8,4.21,0.0,-2.407407,-13.518519,listing_price_current,not_yet_proven,0,profit_clean,roi_sales_truth,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-05-17,finalized_ledger,1.0,1.16
33,EV-CHU5-XU3G,2026-06-10,no,341.25,0,0.307692,8.0,8.0,8.0,roi,51.43,11.25,0.582298,1.40625,0.432692,0,0,2.415,5.03125,0.0,30.797101,30.797101,listing_price_current,not_yet_proven,0,profit_clean,roi_sales_truth,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-05-29,finalized_ledger,5.0,7.72
34,714776,2026-06-10,no,18.67,4,0.375,3.0,3.0,3.0,roi,14.06,3.12,0.845528,1.04,0.39,0,0,1.23,3.654,0.0,44.390244,44.390244,listing_price_current,not_yet_proven,0,profit_clean,roi_sales_truth,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-05-24,finalized_ledger,1.0,1.14
35,GK-YI4S-C158,2026-06-10,no,20.0,4,0.45,9.0,9.0,9.0,roi,64.71,4.96,0.209548,0.551111,0.248,0,0,2.63,7.995,0.0,-39.416984,-39.416984,listing_price_current,not_yet_proven,0,profit_clean,roi_sales_truth,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-06-03,finalized_ledger,3.0,0.99
36,FA-LRV6-YRFW,2026-06-10,no,372.0,0,0.166667,3.0,3.0,3.0,roi,42.3,2.87,0.124566,0.956667,0.159445,0,0,7.68,13.05,0.0,13.671875,7.378472,listing_price_current,not_yet_proven,0,profit_clean,roi_sales_truth,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-05-24,finalized_ledger,1.0,1.05
37,JB-RGB6-LZOJ,2026-06-10,no,87.0,0,0.333333,3.0,3.0,4.0,roi,15.08,0.75,0.101215,0.25,0.083333,0,0,2.47,4.897095,0.114595,4.503576,-2.581444,listing_price_current,not_yet_proven,0,profit_clean,roi_sales_truth,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-05-22,finalized_ledger,1.0,0.23
38,X7-MY4W-H2I4,2026-06-10,no,36.0,0,0.222222,4.0,4.0,4.0,roi,25.05,1.04,0.114035,0.26,0.057778,0,0,2.28,6.02,0.0,7.894737,-23.172515,listing_price_current,not_yet_proven,0,profit_clean,roi_sales_truth,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-05-31,finalized_ledger,1.0,0.23
39,HS-R5IP-7E1C,2026-06-10,no,30.8,0,0.227273,5.0,5.0,5.0,roi,20.71,-0.57,-0.1,-0.114,-0.025909,0,0,1.14,4.33,0.0,19.298246,19.298246,listing_price_current,not_yet_proven,0,profit_clean,roi_sales_truth,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;bridge_labelled_money,evidence_only_not_buy_instruction,,roi_clean,,2026-06-06,finalized_ledger,1.0,0.1
40,02-7AZG-O0CV,2026-06-10,no,,0,0.0,0.0,0.0,0.0,velocity,,,,,,,,0.59,2.53,0.0,,,listing_price_unproven,not_yet_proven,0,profit_missing,velocity_only,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;missing_roi;stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof;missing_current_price;weak_refund_proof;bridge_labelled_money,evidence_only_not_buy_instruction,stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof,stock_only_no_sales_window,stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof,,,,
41,0H-5V53-GPG4,2026-06-10,no,,0,0.0,0.0,0.0,0.0,velocity,,,,,,,,4.85,10.6591,0.0,,,listing_price_unproven,not_yet_proven,0,profit_missing,velocity_only,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;missing_roi;stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof;missing_current_price;weak_refund_proof;bridge_labelled_money,evidence_only_not_buy_instruction,stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof,stock_only_no_sales_window,stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof,,,,
42,0R-GRRH-W0Z9,2026-06-10,no,,0,0.0,0.0,0.0,0.0,velocity,,,,,,,,1.95,4.36,0.0,22.564103,22.564103,listing_price_fallback,not_yet_proven,0,profit_missing,velocity_only,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;missing_roi;stock_only_no_sales_window;missing_refund_proof;weak_refund_proof;bridge_labelled_money,evidence_only_not_buy_instruction,stock_only_no_sales_window;missing_refund_proof,stock_only_no_sales_window,stock_only_no_sales_window;missing_refund_proof,,,,
43,0Z-Y60V-499R,2026-06-10,no,,0,0.0,0.0,0.0,0.0,velocity,,,,,,,,1.92,4.493333,0.0,,,listing_price_unproven,not_yet_proven,0,profit_missing,velocity_only,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;missing_roi;stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof;missing_current_price;weak_refund_proof;bridge_labelled_money,evidence_only_not_buy_instruction,stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof,stock_only_no_sales_window,stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof,,,,
44,1U-1W76-M840,2026-06-10,no,,0,0.0,0.0,0.0,0.0,velocity,,,,,,,,0.76,5.194286,0.0,,,listing_price_unproven,not_yet_proven,0,profit_missing,velocity_only,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;missing_roi;stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof;missing_current_price;weak_refund_proof;bridge_labelled_money,evidence_only_not_buy_instruction,stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof,stock_only_no_sales_window,stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof,,,,
45,2G-AYBQ-TUQG,2026-06-10,no,,0,0.0,0.0,0.0,0.0,velocity,,,,,,,,8.27,14.167143,0.0,4.427938,-70.642598,listing_price_current,not_yet_proven,0,profit_missing,velocity_only,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;missing_roi;stock_only_no_sales_window;missing_refund_proof;weak_refund_proof;bridge_labelled_money,evidence_only_not_buy_instruction,stock_only_no_sales_window;missing_refund_proof,stock_only_no_sales_window,stock_only_no_sales_window;missing_refund_proof,,,,
46,2L-M26G-560I,2026-06-10,no,,0,0.0,0.0,0.0,0.0,velocity,,,,,,,,13.52,21.665682,0.0,,,listing_price_unproven,not_yet_proven,0,profit_missing,velocity_only,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;missing_roi;stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof;missing_current_price;weak_refund_proof;bridge_labelled_money,evidence_only_not_buy_instruction,stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof,stock_only_no_sales_window,stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof,,,,
47,2T-07RT-8IMX,2026-06-10,no,,0,0.0,0.0,0.0,0.0,velocity,,,,,,,,8.58,14.6485,0.0,8.661616,51.688034,listing_price_fallback,not_yet_proven,0,profit_missing,velocity_only,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;missing_roi;stock_only_no_sales_window;bridge_labelled_money,evidence_only_not_buy_instruction,stock_only_no_sales_window,stock_only_no_sales_window,stock_only_no_sales_window,,,,
48,2X-8XI7-C9T5,2026-06-10,no,,0,0.0,0.0,0.0,0.0,velocity,,,,,,,,2.74,6.226303,0.175926,76.594768,76.594768,listing_price_fallback,not_yet_proven,0,profit_missing,velocity_only,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;missing_roi;stock_only_no_sales_window;bridge_labelled_money,evidence_only_not_buy_instruction,stock_only_no_sales_window,stock_only_no_sales_window,stock_only_no_sales_window,,,,
49,3B-3H3V-Z93T,2026-06-10,no,,0,0.0,0.0,0.0,0.0,velocity,,,,,,,,1.6,5.868575,0.0,,,listing_price_unproven,not_yet_proven,0,profit_missing,velocity_only,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;missing_roi;stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof;missing_current_price;weak_refund_proof;bridge_labelled_money,evidence_only_not_buy_instruction,stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof,stock_only_no_sales_window,stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof,,,,
50,3E-62Y1-WPYU,2026-06-10,no,,0,0.0,0.0,0.0,0.0,velocity,,,,,,,,2.96,6.677103,0.0,,,listing_price_unproven,not_yet_proven,0,profit_missing,velocity_only,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;missing_roi;stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof;missing_current_price;weak_refund_proof;bridge_labelled_money,evidence_only_not_buy_instruction,stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof,stock_only_no_sales_window,stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof,,,,
51,3T-6QPR-E2MV,2026-06-10,no,,0,0.0,0.0,0.0,0.0,velocity,,,,,,,,4.65,9.7025,0.0,,,listing_price_unproven,not_yet_proven,0,profit_missing,velocity_only,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;missing_roi;stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof;missing_current_price;weak_refund_proof;bridge_labelled_money,evidence_only_not_buy_instruction,stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof,stock_only_no_sales_window,stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof,,,,
52,49-4UKW-G81R,2026-06-10,no,,0,0.0,0.0,0.0,0.0,velocity,,,,,,,,3.44,8.403158,0.0,-26.496838,-26.496838,listing_price_fallback,not_yet_proven,0,profit_missing,velocity_only,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;missing_roi;stock_only_no_sales_window;bridge_labelled_money,evidence_only_not_buy_instruction,stock_only_no_sales_window,stock_only_no_sales_window,stock_only_no_sales_window,,,,
53,4D-BI2L-5PZ8,2026-06-10,no,,0,0.0,0.0,0.0,0.0,velocity,,,,,,,,7.35,56.35,0.0,,,listing_price_unproven,not_yet_proven,0,profit_missing,velocity_only,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;missing_roi;stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof;missing_current_price;weak_refund_proof;bridge_labelled_money,evidence_only_not_buy_instruction,stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof,stock_only_no_sales_window,stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof,,,,
54,4U-9ZL6-9G0Y,2026-06-10,no,,0,0.0,0.0,0.0,0.0,velocity,,,,,,,,1.26,3.32,0.0,199.470899,199.470899,listing_price_fallback,not_yet_proven,0,profit_missing,velocity_only,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;missing_roi;stock_only_no_sales_window;missing_refund_proof;weak_refund_proof;bridge_labelled_money,evidence_only_not_buy_instruction,stock_only_no_sales_window;missing_refund_proof,stock_only_no_sales_window,stock_only_no_sales_window;missing_refund_proof,,,,
55,4U-XT39-AMUJ,2026-06-10,no,,0,0.0,0.0,0.0,0.0,velocity,,,,,,,,1.66,4.95,0.0,,,listing_price_unproven,not_yet_proven,0,profit_missing,velocity_only,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;missing_roi;stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof;missing_current_price;weak_refund_proof;bridge_labelled_money,evidence_only_not_buy_instruction,stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof,stock_only_no_sales_window,stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof,,,,
56,4W-VS57-BV6A,2026-06-10,no,,0,0.0,0.0,0.0,0.0,velocity,,,,,,,,18.5,35.920952,0.0,-35.698842,-36.509653,listing_price_fallback,not_yet_proven,0,profit_missing,velocity_only,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;missing_roi;stock_only_no_sales_window;bridge_labelled_money,evidence_only_not_buy_instruction,stock_only_no_sales_window,stock_only_no_sales_window,stock_only_no_sales_window,,,,
57,5M-QO6K-LNH0,2026-06-10,no,,0,0.0,0.0,0.0,0.0,velocity,,,,,,,,2.36,6.61625,0.0,,,listing_price_unproven,not_yet_proven,0,profit_missing,velocity_only,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;missing_roi;stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof;missing_current_price;weak_refund_proof;bridge_labelled_money,evidence_only_not_buy_instruction,stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof,stock_only_no_sales_window,stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof,,,,
58,5Z-6Z0P-9TQQ,2026-06-10,no,,0,0.0,0.0,0.0,0.0,velocity,,,,,,,,0.77,3.797778,0.0,-115.512266,-104.689755,listing_price_fallback,not_yet_proven,0,profit_missing,velocity_only,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;missing_roi;stock_only_no_sales_window;bridge_labelled_money,evidence_only_not_buy_instruction,stock_only_no_sales_window,stock_only_no_sales_window,stock_only_no_sales_window,,,,
