asin,fnsku,product_name,fulfillment_center,country_code,longest_side,median_side,shortest_side,measurement_units,weight,weight_units,item_volume,volume_units,product_size_tier,average_quantity_on_hand,average_quantity_pending_removal,estimated_total_item_volume,month_of_charge,storage_utilization_ratio,storage_utilization_ratio_units,base_rate,utilization_surcharge_rate,avg_qty_for_sus,est_vol_for_sus,est_base_msf,est_sus,currency,estimated_monthly_storage_fee,category,eligible_for_inventory_discount,qualifies_for_inventory_discount,total_incentive_fee_amount,breakdown_incentive_fee_amount,average_quantity_customer_orders
B0001P15T4,X0025FSMDX,"Vitrex 10 2280 Grout Finisher, Blue",'DSA6',GB,16.9,6.9,0.7,centimeters,0.01,kilograms,0.0029,cubic feet,Standard-Size,1.0,0.0,0.0029,2025-12,8.5,weeks,1.37,0.0,1.0,0.0029,0.0039,0.0,GBP,0.0039,Others,N,N,0.0,--,0.0
B00BWU7MNU,X0028GYIGT,"SPLAT Biocalcium Toothpaste, 100 ml",'DSA6',GB,18.2,5.1,3.9,centimeters,0.15,kilograms,0.0128,cubic feet,Standard-Size,1.0,0.0,0.0128,2025-12,8.5,weeks,1.37,0.0,1.0,0.0128,0.0175,0.0,GBP,0.0175,Others,N,N,0.0,--,0.0
B00000IU72,X0028LVUDD,"BRIO 33344 Mechanical Switches Wooden Train Track for Kids Age 3 Years Up - Compatible with all BRIO Railway Sets & Accessories, Multicoloured",'DSA6',GB,19.3,9.6,2.9,centimeters,0.16,kilograms,0.019,cubic feet,Standard-Size,1.58,0.0,0.03,2025-12,8.5,weeks,1.37,0.0,1.58,0.03,0.0411,0.0,GBP,0.0411,Others,N,N,0.0,--,0.0
B086ZD7MG6,X00293G0VR,Curaprox CPS 07 Prime Start Interdental Brush Set |Starter Set with 5 Brushes |2 Different Holders |Red | 0.7 mm Diameter |2.5 mm Effectiveness | Made in Switzerland,'DSA6',GB,15.0,6.0,1.4,centimeters,0.03,kilograms,0.0044,cubic feet,Standard-Size,0.23,0.0,0.001,2025-12,8.5,weeks,1.37,0.0,0.0,0.0,0.0014,0.0,GBP,0.0014,Others,N,N,0.0,--,0.0
B093FQYQJH,X00293I5FB,"Curaprox CS 12460 Velvet Soft Toothbrush – Sensitive Gum Care | Ultra-Gentle Cleaning with 12,460 Filaments | Single Pack, Random Color | Made in Switzerland",'DSA6',GB,22.4,5.9,2.4,centimeters,0.03,kilograms,0.0112,cubic feet,Standard-Size,0.26,0.0,0.0025,2025-12,8.5,weeks,1.37,0.0,0.0,0.0,0.0035,0.0,GBP,0.0035,Others,N,N,0.0,--,0.03
B00S9IXBVU,X00298HYM1,ProDec Combination Shavehook for Removing Paint and Varnish from Flat and Irregular Surfaces,'DSA6',GB,30.6,10.8,5.5,centimeters,0.15,kilograms,0.0642,cubic feet,Standard-Size,0.58,0.0,0.0373,2025-12,8.5,weeks,1.37,0.0,0.0,0.0,0.0511,0.0,GBP,0.0511,Others,N,N,0.0,--,0.0
B00BEUFYE2,X00298I7JF,"Tala Adjustable Cake Leveller, Stainless Steel Wire Cutter for Even Cake Layers, Multi-Height Settings for Cakes up to 25cm Wide, Perfect for Leveling & Decorating Sponges",'DSA6',GB,32.5,16.3,2.4,centimeters,0.08,kilograms,0.0449,cubic feet,Standard-Size,1.0,0.0,0.0449,2025-12,8.5,weeks,1.37,0.0,1.0,0.0449,0.0615,0.0,GBP,0.0615,Others,N,N,0.0,--,0.0
9189143051,X0029FKV7J,Free League FLF-ALE014 ALIEN RPG Destroyer of Worlds Game,'DSA6',GB,28.9,23.0,2.7,centimeters,0.95,kilograms,0.0634,cubic feet,Standard-Size,0.19,0.0,0.0123,2025-12,8.5,weeks,1.37,0.0,0.13,0.0082,0.0168,0.0,GBP,0.0168,Others,N,N,0.0,--,0.0
B08P63MSS9,X0029FLX21,The Cheeky Panda Bamboo Facial Make Up Remover Wipes | Sustainable Face Wipes Eye Makeup Remover | Rose Scented Pack of 25 Face Wipes | 99% Purified Water,'DSA6',GB,13.8,8.5,3.9,centimeters,0.19,kilograms,0.0162,cubic feet,Standard-Size,1.0,0.0,0.0162,2025-12,8.5,weeks,1.37,0.0,1.0,0.0162,0.0221,0.0,GBP,0.0221,Others,N,N,0.0,--,0.0
B08WPCW7TH,X0029FM4IN,"Moo Free White Chocolate Bars - Dairy Free, Gluten Free & Vegan (20g)",'DSA6',GB,14.0,4.0,0.5,centimeters,0.02,kilograms,0.001,cubic feet,Standard-Size,5.0,0.0,0.0049,2025-12,8.5,weeks,1.37,0.0,5.0,0.0049,0.0068,0.0,GBP,0.0068,Others,N,N,0.0,--,0.0
9188805646,X0029FM6EP,"Free League Publishing MÖRK Borg (Fantasy OSR RPG, Hardback, Full Color",'DSA6',GB,21.7,15.6,1.4,centimeters,0.39,kilograms,0.0167,cubic feet,Standard-Size,0.06,0.0,0.0011,2025-12,8.5,weeks,1.37,0.0,0.03,5.0E-4,0.0015,0.0,GBP,0.0015,Others,N,N,0.0,--,0.0
B07BLX7YG9,X0029NC4AD,"Lexibook PAW Patrol Helper on Four Paws Chase LED Night Light for Kids, Color Changing, Soft Light, Batteries, Plastic, Blue/Beige, NLJ001PA1, Multicolor, 13, Colour Change",'DSA6',GB,14.4,10.2,9.7,centimeters,0.13,kilograms,0.0503,cubic feet,Standard-Size,0.42,0.0,0.0211,2025-12,8.5,weeks,1.37,0.0,0.42,0.0211,0.0289,0.0,GBP,0.0289,Others,N,N,0.0,--,0.0
B0C9LJNJWZ,X0029NJZVJ,"LEXIBOOK, Barbie, Educational and Bilingual Laptop in English/French, Toy for children with 124 activities to learn, play games and music, Pink, JC598BBi1",'DSA6',GB,34.7,27.3,5.6,centimeters,0.82,kilograms,0.1873,cubic feet,Standard-Size,3.0,0.0,0.562,2025-12,8.5,weeks,1.37,0.0,3.0,0.562,0.77,0.0,GBP,0.77,Others,N,N,0.0,--,0.0
B0D6W9DZX4,X0029PJ5CV,"OtterBox Symmetry Folio Case for iPad 10th gen 2022, iPad 11th gen 2025 (A16), Shockproof, Drop proof, Slim Protective Folio Case, Tested to Military Standard, Black",'DSA6',GB,28.2,19.4,1.9,centimeters,0.42,kilograms,0.0367,cubic feet,Standard-Size,0.06,0.0,0.0012,2025-12,8.5,weeks,0.75,0.0,0.0,0.0,9.0E-4,0.0,GBP,9.0E-4,shoes & bags,N,N,0.0,--,0.03
B005F5TRBI,X002AFJNZT,"Croydex White Button Shower Curtain Rings 12pk, 75g, 34F",'DSA6',GB,18.0,8.2,4.5,centimeters,0.04,kilograms,0.0235,cubic feet,Standard-Size,1.0,0.0,0.0235,2025-12,8.5,weeks,1.37,0.0,1.0,0.0235,0.0321,0.0,GBP,0.0321,Others,N,N,0.0,--,0.0
B001ET78RY,X002AQ0W1H,Avalon Organics Rosemary Volumizing Conditioner 325ml Pack of 3,'DSA6',GB,22.9,21.1,6.6,centimeters,1.03,kilograms,0.1126,cubic feet,Standard-Size,0.9,0.0,0.1017,2025-12,8.5,weeks,1.37,0.0,0.9,0.1017,0.1394,0.0,GBP,0.1394,Others,N,N,0.0,--,0.0
B0897VHKW6,X002AQ3LX3,Hilltop Maple Syrup - Very Dark Late Harvest - Squeezy Bottle - 230g,'DSA6',GB,12.0,6.8,4.0,centimeters,0.28,kilograms,0.0115,cubic feet,Standard-Size,1.0,0.0,0.0115,2025-12,8.5,weeks,1.37,0.0,1.0,0.0115,0.0158,0.0,GBP,0.0158,Others,N,N,0.0,--,0.0
B074RQ8G8Z,X002AQ6CZH,Cool Chile Chipotle Chillies in Adobo Paste - 170g Jar | Smoky Chilli Peppers in Sauce for Mexican Cooking,'DSA6',GB,8.2,6.3,6.0,centimeters,0.34,kilograms,0.0109,cubic feet,Standard-Size,0.42,0.0,0.0046,2025-12,8.5,weeks,1.37,0.0,0.42,0.0046,0.0063,0.0,GBP,0.0063,Others,N,N,0.0,--,0.0
B09NQD4S5N,X002AS6LUL,"The Army Painter Speedpaint Zealot Yellow 2.0, Single Acrylic Paint 18ml One-coat Painting Soloution For Fantasy Tabletop Miniatures Like Warhammer 40k and Dungeons And Dragons Figures",'DSA6',GB,7.2,2.4,2.2,centimeters,0.04,kilograms,0.0013,cubic feet,Standard-Size,1.0,0.0,0.0013,2025-12,8.5,weeks,1.37,0.0,1.0,0.0013,0.0018,0.0,GBP,0.0018,Others,N,N,0.0,--,0.0
B09LDDFK4R,X002B838YR,"Promixx Pro Shaker Bottle - Refillable, Powerful for Smooth Protein Shakes - Includes Extra Storage - BPA Free, Tumbler 600ml (Silver White/Grey)",'DSA6',GB,23.3,9.0,8.9,centimeters,0.5,kilograms,0.0659,cubic feet,Standard-Size,0.52,0.0,0.034,2025-12,8.5,weeks,1.37,0.0,0.0,0.0,0.0466,0.0,GBP,0.0466,Others,N,N,0.0,--,0.0
B09445GL1C,X002BA017H,"Price's - Time for You Large Jar Candle - Sweet, Delicious Fragrance - Long Lasting Scent - Up to 100 Hour Burn Time - Ideal for All Occasions",'DSA6',GB,23.2,16.6,11.9,centimeters,1.01,kilograms,0.1618,cubic feet,Standard-Size,1.0,0.0,0.1618,2025-12,8.5,weeks,1.37,0.0,1.0,0.1618,0.2217,0.0,GBP,0.2217,Others,N,N,0.0,--,0.0
B07F1MFWV1,X002BG3AK1,"Skinny Food Co Salted Caramel Zero Calorie Syrup 425ml - Sugar Free Salted Caramel Syrup For Snacks, Drinks & Desserts - Vegan, Gluten-free, Keto & Paleo Friendly Caramel Syrup - Salted Caramel Syrup",'DSA6',GB,16.4,9.0,5.4,centimeters,0.47,kilograms,0.0281,cubic feet,Standard-Size,0.35,0.0,0.0091,2025-12,8.5,weeks,1.37,0.0,0.32,0.0091,0.0124,0.0,GBP,0.0124,Others,N,N,0.0,--,0.03
B0915M1DLF,X002BPXUYN,"Makeup Revolution, Conceal & Fix, Ultimate Coverage, Concealer, Medium Sand, 11g",'DSA6',GB,4.3,4.0,3.8,centimeters,0.05,kilograms,0.0023,cubic feet,Standard-Size,1.0,0.0,0.0023,2025-12,8.5,weeks,1.37,0.0,1.0,0.0023,0.0032,0.0,GBP,0.0032,Others,N,N,0.0,--,0.0
B07H2WXMDJ,X002C5IRB3,"Skinny Food Co Sugar Free Maple Syrup 425ml - Zero Calorie Syrup For Breakfast, Snacks, Drinks & Desserts - Vegan, Gluten-free, Keto & Paleo Friendly Maple Syrup - Sugar Free Maple Syrup UK",'DSA6',GB,16.3,9.0,5.4,centimeters,0.47,kilograms,0.028,cubic feet,Standard-Size,1.0,0.0,0.028,2025-12,8.5,weeks,1.37,0.0,0.39,0.0108,0.0383,0.0,GBP,0.0383,Others,N,N,0.0,--,0.0
B0D3J9M2H8,X002E028OX,"OtterBox Symmetry Folio Case for iPad Air 13-Inch (2024 M2, 2025 M3), Shockproof, Drop proof, Slim Protective Folio Case, Tested to Military Standard, Black",'DSA6',GB,31.6,22.4,1.8,centimeters,0.55,kilograms,0.045,cubic feet,Standard-Size,0.48,0.0,0.0218,2025-12,8.5,weeks,0.75,0.0,0.29,0.0131,0.0172,0.0,GBP,0.0172,shoes & bags,N,N,0.0,--,0.0
B0CN5KRVXB,X002F5S5VH,Yu-Gi-Oh Legendary Decks 2 2024 Unlimited Reprint,'DSA6',GB,23.6,13.8,7.4,centimeters,0.43,kilograms,0.0851,cubic feet,Standard-Size,15.48,0.0,1.3096,2025-12,8.5,weeks,1.37,0.0,15.39,1.3096,1.7898,0.0,GBP,1.7898,Others,N,N,0.0,--,0.1
B08L3FB3G2,X002F5T589,Ultimate Guard Katana Sleeves Japanese Size Black (60),'DSA6',GB,9.7,6.71,1.91,centimeters,0.07,kilograms,0.0044,cubic feet,Standard-Size,1.0,0.0,0.0044,2025-12,8.5,weeks,1.37,0.0,1.0,0.0044,0.006,0.0,GBP,0.006,Others,N,N,0.0,--,0.0
B07RZBBG14,X002F5VV0T,"Dragon Shield AT-13201 Standard Size Perfect Fit Sealable (100 Sleeves), clear",'DSA6',GB,24.7,8.5,1.2,centimeters,0.08,kilograms,0.0089,cubic feet,Standard-Size,3.19,0.0,0.0278,2025-12,8.5,weeks,0.75,0.0,3.13,0.0278,0.0219,0.0,GBP,0.0219,shoes & bags,N,N,0.0,--,0.06
B006PFN3BW,X001XQKWXX,Everbuild Industrial Grade Superglue GP 50 g Pack of 3,'EDI4',GB,14.3,12.1,4.0,centimeters,0.18,kilograms,0.0244,cubic feet,Standard-Size,22.52,0.0,0.5346,2025-12,--,--,1.18,0.0,0.0,0.0,0.0,0.0,GBP,0.6286,Others,N,N,0.0,--,0.65
B07QXSDZJM,X001XSP71D,"Shaun the Sheep Plush 61176 Backpack Clip, Black and White, Great Gift Idea,9 x 7 x 14 centimetres",'EDI4',GB,13.3,8.5,4.1,centimeters,0.03,kilograms,0.0164,cubic feet,Standard-Size,0.39,0.0,0.0058,2025-12,8.5,weeks,1.37,0.0,0.35,0.0058,0.008,0.0,GBP,0.008,Others,N,N,0.0,--,0.03
B00WI8O0RG,X001YC1PPF,100 Ultra Pro Card Protector Sleeves: Pro-Matte - 66 x 91 mm,'EDI4',GB,14.2,11.6,1.8,centimeters,0.11,kilograms,0.0105,cubic feet,Standard-Size,1.0,0.0,0.0105,2025-12,8.5,weeks,1.37,0.0,1.0,0.0105,0.0144,0.0,GBP,0.0144,Others,N,N,0.0,--,0.0
B09ST7SSLW,X00204SAZ9,LEXIBOOK Cordless Mini Bedside Lamp and Nightlight Nintendo - Red - MLT10NI,'EDI4',GB,18.9,11.2,10.1,centimeters,0.17,kilograms,0.0755,cubic feet,Standard-Size,0.32,0.13,0.0146,2025-12,8.5,weeks,1.37,0.0,0.19,0.0146,0.0202,0.0,GBP,0.0202,Others,N,N,0.0,--,0.0
B007R2ICTK,X002057DE7,"HG Stain Away 7, Removes Rust Stains from Clothing & Textiles, Concentrated Rusty Mark Remover for Surfaces & Tiles, Fabric & Natural Stone Safe – 50m (426005106)",'EDI4',GB,14.0,4.2,2.4,centimeters,0.06,kilograms,0.005,cubic feet,Standard-Size,0.13,0.0,6.0E-4,2025-12,--,--,1.18,0.0,0.0,0.0,0.0,0.0,GBP,0.0,Others,N,N,0.0,--,0.0
B007R2ICTK,X002057DE7,"HG Stain Away 7, Removes Rust Stains from Clothing & Textiles, Concentrated Rusty Mark Remover for Surfaces & Tiles, Fabric & Natural Stone Safe – 50m (426005106)",'EDI4',GB,14.0,4.2,2.4,centimeters,0.06,kilograms,0.005,cubic feet,Standard-Size,0.23,0.0,0.0011,2025-12,--,--,1.18,0.0,0.0,0.0,0.0,0.0,GBP,0.0,Others,N,N,0.0,--,0.0
B00AOES9GE,X00206JNTT,Curaprox CS 1006 Single Toothbrush – Targeted Cleaning for Gumline and Braces | Ultra-Soft Single Tuft | for Sensitive Teeth and Implants | Designed in Switzerland,'EDI4',GB,22.3,4.2,1.3,centimeters,0.01,kilograms,0.0043,cubic feet,Standard-Size,0.97,0.48,0.0021,2025-12,8.5,weeks,1.37,0.0,0.48,0.0021,0.0029,0.0,GBP,0.0029,Others,N,N,0.0,--,0.0
B00AOES9GE,X00206JNTT,Curaprox CS 1006 Single Toothbrush – Targeted Cleaning for Gumline and Braces | Ultra-Soft Single Tuft | for Sensitive Teeth and Implants | Designed in Switzerland,'EDI4',GB,22.3,4.2,1.3,centimeters,0.01,kilograms,0.0043,cubic feet,Standard-Size,0.06,0.0,1.0E-4,2025-12,8.5,weeks,1.37,0.0,0.0,0.0,2.0E-4,0.0,GBP,2.0E-4,Others,N,N,0.0,--,0.03
B001Q77TI2,X0021O4AW5,"Ultra Pro 81181 3"" x 4"" Clear Thick 55PT Toploaders (25ct)",'EDI4',GB,10.8,8.2,5.5,centimeters,0.2,kilograms,0.0172,cubic feet,Standard-Size,0.9,0.0,0.015,2025-12,8.5,weeks,1.37,0.0,0.81,0.0139,0.0207,0.0,GBP,0.0207,Others,N,N,0.0,--,0.03
B000FGECAI,X0021XOD1J,"Learning Resources Kanoodle Puzzle Game, Ages 7+, 3D Brain Teaser with 200 Challenges, Travel-Friendly STEM Toy. Christmas Gifts Idea",'EDI4',GB,13.9,10.5,2.7,centimeters,0.15,kilograms,0.0139,cubic feet,Standard-Size,0.9,0.29,0.0085,2025-12,8.5,weeks,1.37,0.0,0.61,0.0085,0.0118,0.0,GBP,0.0118,Others,N,N,0.0,--,0.0
B0073TTHBY,X0022WK51L,Casio Gents 43.00mm Quartz Watch with Black Analogue dial and Black Rubber Strap Strap MRW-200H-1BVES,'EDI4',GB,9.4,9.2,6.4,centimeters,0.1,kilograms,0.0195,cubic feet,Standard-Size,1.0,0.0,0.0195,2025-12,8.5,weeks,1.37,0.0,1.0,0.0195,0.027,0.0,GBP,0.027,Others,N,N,0.0,--,0.0
B0913SVFD3,X0022WODPF,"LEXIBOOK Paw Patrol - Educational and Bilingual Laptop Spanish/English - Toy for Kids (Boys & Girls), 124 Activities, Learn, Play Games and Music with Chase and Marshall, Red/Blue, JC598PAi2",'EDI4',GB,34.0,25.9,4.7,centimeters,0.8,kilograms,0.1462,cubic feet,Standard-Size,1.0,0.48,0.0754,2025-12,8.5,weeks,1.37,0.0,0.52,0.0754,0.1041,0.0,GBP,0.1041,Others,N,N,0.0,--,0.0
B002HY4YSQ,X0023ISNDV,Kitchen Devils Lifestyle Peeler Parer Knife 602001,'EDI4',GB,27.2,8.4,1.7,centimeters,0.06,kilograms,0.0137,cubic feet,Standard-Size,0.74,0.48,0.0035,2025-12,8.5,weeks,1.37,0.0,0.26,0.0035,0.0049,0.0,GBP,0.0049,Others,N,N,0.0,--,0.0
B002HY4YSQ,X0023ISNDV,Kitchen Devils Lifestyle Peeler Parer Knife 602001,'EDI4',GB,27.2,8.4,1.7,centimeters,0.06,kilograms,0.0137,cubic feet,Standard-Size,0.32,0.0,0.004,2025-12,8.5,weeks,1.37,0.0,0.0,0.0,0.0055,0.0,GBP,0.0055,Others,N,N,0.0,--,0.03
B01NBDFDBC,X0023ITOJX,"Yale YES-CYLPULL-CH Essentials Rim Cylinder Door Pull, Great for External Doors, for Easy Door Closing, Chrome Finish",'EDI4',GB,14.1,8.5,2.3,centimeters,0.07,kilograms,0.0097,cubic feet,Standard-Size,0.61,0.0,0.0057,2025-12,8.5,weeks,1.37,0.0,0.0,0.0,0.0078,0.0,GBP,0.0078,Others,N,N,0.0,--,0.03
B0D3JC45CK,X00245PSXV,"OtterBox Symmetry Folio Case for iPad Pro 11"" (M5/M4), Shockproof, Drop proof, Slim Protective Folio Case, Tested to Military Standard, Black",'EDI4',GB,28.4,18.7,1.5,centimeters,0.37,kilograms,0.0281,cubic feet,Standard-Size,0.58,0.48,0.0027,2025-12,8.5,weeks,0.75,0.0,0.1,0.0027,0.0022,0.0,GBP,0.0022,shoes & bags,N,N,0.0,--,0.0
B0C9J86XCZ,X0024E8Z4B,Groov-e Geneva Rechargeable DAB & FM Digital Radio - Built-In Alarm Clock & Bluetooth Connectivity - LCD Display - USB or Battery Operated - Portable Radio - 80 Preset Stations - Black,'EDI4',GB,16.0,7.6,3.4,centimeters,0.2,kilograms,0.0146,cubic feet,Standard-Size,0.9,0.48,0.0061,2025-12,8.5,weeks,1.37,0.0,0.42,0.0061,0.0084,0.0,GBP,0.0084,Others,N,N,0.0,--,0.0
B06WW79DX5,X0024FWWTJ,3 X Everbuild CYN20 20g General Purpose Industrial Superglue,'EDI4',GB,10.4,10.2,2.4,centimeters,0.06,kilograms,0.009,cubic feet,Standard-Size,0.1,0.0,9.0E-4,2025-12,--,--,1.18,0.0,0.0,0.0,0.0,0.0,GBP,0.001,Others,N,N,0.0,--,0.0
B06WW79DX5,X0024FWWTJ,3 X Everbuild CYN20 20g General Purpose Industrial Superglue,'EDI4',GB,10.4,10.2,2.4,centimeters,0.06,kilograms,0.009,cubic feet,Standard-Size,0.03,0.0,3.0E-4,2025-12,--,--,1.18,0.0,0.0,0.0,0.0,0.0,GBP,3.0E-4,Others,N,N,0.0,--,0.0
B086763VT8,X00259FBMT,"Leder Games Root: The Clockwork Expansion, LED01009",'EDI4',GB,32.26,22.61,5.33,centimeters,0.85,kilograms,0.1373,cubic feet,Standard-Size,0.61,0.29,0.0443,2025-12,8.5,weeks,1.37,0.0,0.32,0.0443,0.0611,0.0,GBP,0.0611,Others,N,N,0.0,--,0.0
B06XGSJS7N,X0025DTPH7,"Ultimate Guard UGD010696 Boulder Deck Case, 100 Plus, standard size, malachite",'EDI4',GB,14.19,8.0,7.59,centimeters,0.14,kilograms,0.0304,cubic feet,Standard-Size,0.03,0.0,0.001,2025-12,8.5,weeks,1.37,0.0,0.03,0.001,0.0014,0.0,GBP,0.0014,Others,N,N,0.0,--,0.0
B00F4LA0K0,X0028A4KS1,"Chef Aid Cocktail Sticks, Pack of 200 Stick perfect for Buffets and Cocktails use, The Skewer design helps hold sweet and savoury foods, Each cocktails stick measures 8 cm",'EDI4',GB,14.6,8.9,1.4,centimeters,0.04,kilograms,0.0064,cubic feet,Standard-Size,1.0,0.0,0.0064,2025-12,8.5,weeks,1.37,0.0,1.0,0.0064,0.0089,0.0,GBP,0.0089,Others,N,N,0.0,--,0.0
B016Y8SWZQ,X0028A4OZZ,"Easy Cook NS606R Microwave Egg Poacher, red, 2 cup",'EDI4',GB,20.4,16.8,5.3,centimeters,0.14,kilograms,0.0641,cubic feet,Standard-Size,0.9,0.48,0.0269,2025-12,8.5,weeks,1.37,0.0,0.42,0.0269,0.0371,0.0,GBP,0.0371,Others,N,N,0.0,--,0.0
B072YZPBJ3,X0028LVSAN,Funko Pop! Movies: Bride Of Chucky - Tiffany Valentine-Ray - 1/6 Odds for Rare Chase Variant - Collectable Vinyl Figure - Gift Idea - Official Merchandise - Toys for Kids & Adults - Horror Fans,'EDI4',GB,16.0,13.8,11.8,centimeters,0.11,kilograms,0.092,cubic feet,Standard-Size,0.71,0.0,0.0653,2025-12,8.5,weeks,1.37,0.0,0.71,0.0653,0.0901,0.0,GBP,0.0901,Others,N,N,0.0,--,0.0
B093FQYQJH,X00293I5FB,"Curaprox CS 12460 Velvet Soft Toothbrush – Sensitive Gum Care | Ultra-Gentle Cleaning with 12,460 Filaments | Single Pack, Random Color | Made in Switzerland",'EDI4',GB,22.4,5.9,2.4,centimeters,0.03,kilograms,0.0112,cubic feet,Standard-Size,0.1,0.0,0.0011,2025-12,8.5,weeks,1.37,0.0,0.0,0.0,0.0015,0.0,GBP,0.0015,Others,N,N,0.0,--,0.0
B00BEUFYE2,X00298I7JF,"Tala Adjustable Cake Leveller, Stainless Steel Wire Cutter for Even Cake Layers, Multi-Height Settings for Cakes up to 25cm Wide, Perfect for Leveling & Decorating Sponges",'EDI4',GB,32.5,16.3,2.4,centimeters,0.08,kilograms,0.0449,cubic feet,Standard-Size,1.0,0.0,0.0449,2025-12,8.5,weeks,1.37,0.0,1.0,0.0449,0.062,0.0,GBP,0.062,Others,N,N,0.0,--,0.0
B001OXH0X2,X00298OQXB,"Solvite SLVTHRIFT Wallpaper & Border Paste, Set of 1",'EDI4',GB,21.7,10.8,2.6,centimeters,0.07,kilograms,0.0215,cubic feet,Standard-Size,4.0,0.0,0.0861,2025-12,8.5,weeks,1.37,0.0,4.0,0.0861,0.1179,0.0,GBP,0.1179,Others,N,N,0.0,--,0.0
B003VTZAM0,X00298OTDN,"Minky Metallic Reflector Ironing Board Cover, Extra Large",'EDI4',GB,24.0,19.6,5.0,centimeters,0.15,kilograms,0.0831,cubic feet,Standard-Size,1.0,0.48,0.0429,2025-12,8.5,weeks,1.37,0.0,0.52,0.0429,0.0592,0.0,GBP,0.0592,Others,N,N,0.0,--,0.0
B0D6W9DZX4,X0029PJ5CV,"OtterBox Symmetry Folio Case for iPad 10th gen 2022, iPad 11th gen 2025 (A16), Shockproof, Drop proof, Slim Protective Folio Case, Tested to Military Standard, Black",'EDI4',GB,28.2,19.4,1.9,centimeters,0.42,kilograms,0.0367,cubic feet,Standard-Size,3.58,1.45,0.0782,2025-12,8.5,weeks,0.75,0.0,2.13,0.0782,0.0616,0.0,GBP,0.0616,shoes & bags,N,N,0.0,--,0.0
B0BBH71LQN,X0029PJ5SZ,"OtterBox Symmetry Folio Case for iPad 10th gen 2022, iPad 11th gen 2025 (A16), Shockproof, Drop proof, Slim Protective Folio Case, Tested to Military Standard, Black",'EDI4',GB,28.4,19.4,1.8,centimeters,0.4,kilograms,0.035,cubic feet,Standard-Size,0.06,0.0,0.0023,2025-12,8.5,weeks,0.75,0.0,0.06,0.0023,0.0018,0.0,GBP,0.0018,shoes & bags,N,N,0.0,--,0.0
B074RQ8G8Z,X002AQ6CZH,Cool Chile Chipotle Chillies in Adobo Paste - 170g Jar | Smoky Chilli Peppers in Sauce for Mexican Cooking,'EDI4',GB,8.2,6.3,6.0,centimeters,0.34,kilograms,0.0109,cubic feet,Standard-Size,0.23,0.0,0.0025,2025-12,8.5,weeks,1.37,0.0,0.23,0.0025,0.0034,0.0,GBP,0.0034,Others,N,N,0.0,--,0.0
B0CRRPCT5P,X002AS81FJ,Arcane Tinmen ApS ART15062 Dragon Shield: Matte - Dual Soul (Metallic Purple),'EDI4',GB,9.9,7.5,4.5,centimeters,0.14,kilograms,0.0118,cubic feet,Standard-Size,0.1,0.0,8.0E-4,2025-12,8.5,weeks,0.75,0.0,0.06,8.0E-4,6.0E-4,0.0,GBP,6.0E-4,shoes & bags,N,N,0.0,--,0.03
B06XXDNH1P,X002ASBMFZ,Dragon Shield ART11105 White (60) Matte Japanese Size Sleeves 60pk,'EDI4',GB,9.4,6.8,2.7,centimeters,0.08,kilograms,0.0061,cubic feet,Standard-Size,1.0,0.0,0.0061,2025-12,8.5,weeks,1.37,0.0,1.0,0.0061,0.0084,0.0,GBP,0.0084,Others,N,N,0.0,--,0.0
B086MBW9R9,X002B1NKXX,"The Army Painter Lowland Shrubs, 77 Self Adhesive Static Grass Tufts in 3 Sizes, for Model Bases, Terrain Scenics, Miniature Bases and Diorama Base, Green Grass Tufts for Gaming Bases",'EDI4',GB,21.0,7.8,1.8,centimeters,0.02,kilograms,0.0104,cubic feet,Standard-Size,0.19,0.0,0.0017,2025-12,8.5,weeks,1.37,0.0,0.16,0.0017,0.0023,0.0,GBP,0.0023,Others,N,N,0.0,--,0.03
B0012B80HG,X002CJPDFR,"Kitchen Devils S8602003 Lifestyle Kitchen Knife, Black, 30x8.5x2 cm",'EDI4',GB,28.1,7.4,1.7,centimeters,0.05,kilograms,0.0125,cubic feet,Standard-Size,1.0,0.0,0.0125,2025-12,8.5,weeks,1.37,0.0,1.0,0.0125,0.0172,0.0,GBP,0.0172,Others,N,N,0.0,--,0.0
B0D3J9M2H8,X002E028OX,"OtterBox Symmetry Folio Case for iPad Air 13-Inch (2024 M2, 2025 M3), Shockproof, Drop proof, Slim Protective Folio Case, Tested to Military Standard, Black",'EDI4',GB,31.6,22.4,1.8,centimeters,0.55,kilograms,0.045,cubic feet,Standard-Size,0.68,0.48,0.0087,2025-12,8.5,weeks,0.75,0.0,0.19,0.0087,0.0069,0.0,GBP,0.0069,shoes & bags,N,N,0.0,--,0.0
B007YX9O9E,X002EEAAT9,"SanDisk Cruzer Glide 32 GB USB Flash Drive USB 2.0 , Black & Red",'EDI4',GB,12.5,7.5,1.2,centimeters,0.01,kilograms,0.004,cubic feet,Standard-Size,0.23,0.0,8.0E-4,2025-12,8.5,weeks,1.37,0.0,0.13,5.0E-4,0.0011,0.0,GBP,0.0011,Others,N,N,0.0,--,0.03
B08CHKHTWX,X002EPBTD9,"Max Factor Facefinity Matte Bronzer, 001 Light Bronze",'EDI4',GB,6.8,6.7,1.2,centimeters,0.04,kilograms,0.0019,cubic feet,Standard-Size,1.0,0.0,0.0019,2025-12,8.5,weeks,1.37,0.0,1.0,0.0019,0.0027,0.0,GBP,0.0027,Others,N,N,0.0,--,0.0
