asin,fnsku,product_name,fulfillment_center,country_code,longest_side,median_side,shortest_side,measurement_units,weight,weight_units,item_volume,volume_units,product_size_tier,average_quantity_on_hand,average_quantity_pending_removal,estimated_total_item_volume,month_of_charge,storage_utilization_ratio,storage_utilization_ratio_units,base_rate,utilization_surcharge_rate,avg_qty_for_sus,est_vol_for_sus,est_base_msf,est_sus,currency,estimated_monthly_storage_fee,category,eligible_for_inventory_discount,qualifies_for_inventory_discount,total_incentive_fee_amount,breakdown_incentive_fee_amount,average_quantity_customer_orders
B07F1MFWV1,X002BG3AK1,"Skinny Food Co Salted Caramel Zero Calorie Syrup 425ml - Sugar Free Salted Caramel Syrup For Snacks, Drinks & Desserts - Vegan, Gluten-free, Keto & Paleo Friendly Caramel Syrup - Salted Caramel Syrup",'MME1',GB,16.4,9.0,5.4,centimeters,0.47,kilograms,0.0281,cubic feet,Standard-Size,1.0,0.0,0.0281,2025-12,8.5,weeks,1.37,0.0,1.0,0.0281,0.0386,0.0,GBP,0.0386,Others,N,N,0.0,--,0.0
B0B2RBG672,X002BPWC29,"Salt of the Earth - Natural Deodorant Roll on Refill - x7 Uses - Amber & Sandalwood - 100% Natural Origin Ingredients - Vegan - Suitable for Men, Women & Children - 525ml",'MME1',GB,22.2,7.3,6.9,centimeters,0.56,kilograms,0.0395,cubic feet,Standard-Size,6.23,0.0,0.2459,2025-12,8.5,weeks,1.37,0.0,6.23,0.2459,0.3368,0.0,GBP,0.3368,Others,N,N,0.0,--,0.0
B07H2WXMDJ,X002C5IRB3,"Skinny Food Co Sugar Free Maple Syrup 425ml - Zero Calorie Syrup For Breakfast, Snacks, Drinks & Desserts - Vegan, Gluten-free, Keto & Paleo Friendly Maple Syrup - Sugar Free Maple Syrup UK",'MME1',GB,16.3,9.0,5.4,centimeters,0.47,kilograms,0.028,cubic feet,Standard-Size,1.0,0.0,0.028,2025-12,8.5,weeks,1.37,0.0,0.32,0.009,0.0383,0.0,GBP,0.0383,Others,N,N,0.0,--,0.0
B0012B80HG,X002CJPDFR,"Kitchen Devils S8602003 Lifestyle Kitchen Knife, Black, 30x8.5x2 cm",'MME1',GB,28.1,7.4,1.7,centimeters,0.05,kilograms,0.0125,cubic feet,Standard-Size,1.0,0.0,0.0125,2025-12,8.5,weeks,1.37,0.0,1.0,0.0125,0.0171,0.0,GBP,0.0171,Others,N,N,0.0,--,0.0
B002BX8ZFG,X002DZYN47,"Fackelmann OPAL Pizza Wheel, Pizza Cutter & Slicer, Super Sharp Blade, Stainless Steel, 18.5x5x1.2cm, Silver",'MME1',GB,17.2,11.9,1.5,centimeters,0.07,kilograms,0.0108,cubic feet,Standard-Size,1.48,0.0,0.0161,2025-12,8.5,weeks,1.37,0.0,1.48,0.0161,0.022,0.0,GBP,0.022,Others,N,N,0.0,--,0.0
B07YYG14S1,X002EDY6JZ,"Cliganic USDA Organic Argan Oil, 100% Pure | Moroccan Argan Oil for Hair, Face & Skin | Natural Cold Pressed Carrier Oil - Certified Organic | Cliganic 90 Days Warranty",'MME1',GB,14.0,5.4,5.4,centimeters,0.23,kilograms,0.0144,cubic feet,Standard-Size,0.19,0.0,5.0E-4,2025-12,8.5,weeks,1.37,0.0,0.03,5.0E-4,6.0E-4,0.0,GBP,6.0E-4,Others,N,N,0.0,--,0.16
B08DR97BX2,X002EE1UEX,"Cliganic Organic Argan Oil, 100% Pure (473ml) | Moroccan Argan Oil for Hair, Face & Skin | Natural Cold Pressed Carrier Oil - Certified Organic | Cliganic 90 Days Warranty",'MME1',GB,17.9,9.2,9.1,centimeters,0.55,kilograms,0.0529,cubic feet,Standard-Size,0.26,0.0,0.0137,2025-12,8.5,weeks,1.37,0.0,0.26,0.0137,0.0187,0.0,GBP,0.0187,Others,N,N,0.0,--,0.0
B007YX9O9E,X002EEAAT9,"SanDisk Cruzer Glide 32 GB USB Flash Drive USB 2.0 , Black & Red",'MME1',GB,12.5,7.5,1.2,centimeters,0.01,kilograms,0.004,cubic feet,Standard-Size,1.13,0.0,0.0044,2025-12,8.5,weeks,1.37,0.0,0.0,0.0,0.006,0.0,GBP,0.006,Others,N,N,0.0,--,0.03
B07RZBBG14,X002F5VV0T,"Dragon Shield AT-13201 Standard Size Perfect Fit Sealable (100 Sleeves), clear",'MME1',GB,24.7,8.5,1.2,centimeters,0.08,kilograms,0.0089,cubic feet,Standard-Size,2.48,0.0,0.0221,2025-12,8.5,weeks,0.75,0.0,2.48,0.0221,0.0172,0.0,GBP,0.0172,shoes & bags,N,N,0.0,--,0.0
B007R2ICTK,X002057DE7,"HG Stain Away 7, Removes Rust Stains from Clothing & Textiles, Concentrated Rusty Mark Remover for Surfaces & Tiles, Fabric & Natural Stone Safe – 50m (426005106)",'MME2',GB,14.0,4.2,2.4,centimeters,0.06,kilograms,0.005,cubic feet,Standard-Size,38.84,0.0,0.1931,2025-12,--,--,1.18,0.0,0.0,0.0,0.0,0.0,GBP,0.23,Others,N,N,0.0,--,0.1
B01CKK8CU2,X0021K3PG1,5 Ultra Pro 130pt Magnetic One Touch Card Holders (5 Total) 81721 - Fits Cards Up to 130 Point in Thickness,'MME2',GB,22.3,11.7,2.1,centimeters,0.32,kilograms,0.0193,cubic feet,Standard-Size,0.45,0.0,0.0087,2025-12,8.5,weeks,1.37,0.0,0.45,0.0087,0.012,0.0,GBP,0.012,Others,N,N,0.0,--,0.0
B000FGECAI,X0021XOD1J,"Learning Resources Kanoodle Puzzle Game, Ages 7+, 3D Brain Teaser with 200 Challenges, Travel-Friendly STEM Toy. Christmas Gifts Idea",'MME2',GB,13.9,10.5,2.7,centimeters,0.15,kilograms,0.0139,cubic feet,Standard-Size,0.03,0.0,4.0E-4,2025-12,8.5,weeks,1.37,0.0,0.03,4.0E-4,6.0E-4,0.0,GBP,6.0E-4,Others,N,N,0.0,--,0.0
B07J9JGZZV,X0022RICEN,Plaque Glo Plaque Disclosing Toothpaste and Torch System (Tropical),'MME2',GB,18.0,5.0,2.4,centimeters,0.04,kilograms,0.0076,cubic feet,Standard-Size,0.58,0.0,0.0044,2025-12,8.5,weeks,1.37,0.0,0.58,0.0044,0.0061,0.0,GBP,0.0061,Others,N,N,0.0,--,0.0
B0073TTHBY,X0022WK51L,Casio Gents 43.00mm Quartz Watch with Black Analogue dial and Black Rubber Strap Strap MRW-200H-1BVES,'MME2',GB,9.4,9.2,6.4,centimeters,0.1,kilograms,0.0195,cubic feet,Standard-Size,2.0,0.0,0.0391,2025-12,8.5,weeks,1.37,0.0,2.0,0.0391,0.0536,0.0,GBP,0.0536,Others,N,N,0.0,--,0.0
B002HY4YSQ,X0023ISNDV,Kitchen Devils Lifestyle Peeler Parer Knife 602001,'MME2',GB,27.2,8.4,1.7,centimeters,0.06,kilograms,0.0137,cubic feet,Standard-Size,0.26,0.0,0.0035,2025-12,8.5,weeks,1.37,0.0,0.0,0.0,0.0048,0.0,GBP,0.0048,Others,N,N,0.0,--,0.0
B00D1V5FPU,X002471RE3,"Bosch 2608831003 ""SDS Plus-3"" Hammer Drill Bit, 0 V, Grey, 5 x 100 x 160 mm",'MME2',GB,25.3,2.8,1.4,centimeters,0.04,kilograms,0.0035,cubic feet,Standard-Size,1.0,0.0,0.0035,2025-12,8.5,weeks,1.37,0.0,1.0,0.0035,0.0048,0.0,GBP,0.0048,Others,N,N,0.0,--,0.0
B00BWU7MNU,X0028GYIGT,"SPLAT Biocalcium Toothpaste, 100 ml",'MME2',GB,18.2,5.1,3.9,centimeters,0.15,kilograms,0.0128,cubic feet,Standard-Size,1.0,0.0,0.0128,2025-12,8.5,weeks,1.37,0.0,1.0,0.0128,0.0175,0.0,GBP,0.0175,Others,N,N,0.0,--,0.0
B093FQYQJH,X00293I5FB,"Curaprox CS 12460 Velvet Soft Toothbrush – Sensitive Gum Care | Ultra-Gentle Cleaning with 12,460 Filaments | Single Pack, Random Color | Made in Switzerland",'MME2',GB,22.4,5.9,2.4,centimeters,0.03,kilograms,0.0112,cubic feet,Standard-Size,0.1,0.0,0.0011,2025-12,8.5,weeks,1.37,0.0,0.0,0.0,0.0015,0.0,GBP,0.0015,Others,N,N,0.0,--,0.0
B00S9IXBVU,X00298HYM1,ProDec Combination Shavehook for Removing Paint and Varnish from Flat and Irregular Surfaces,'MME2',GB,30.6,10.8,5.5,centimeters,0.15,kilograms,0.0642,cubic feet,Standard-Size,0.45,0.0,0.0269,2025-12,8.5,weeks,1.37,0.0,0.0,0.0,0.0369,0.0,GBP,0.0369,Others,N,N,0.0,--,0.03
B001OXH0X2,X00298OQXB,"Solvite SLVTHRIFT Wallpaper & Border Paste, Set of 1",'MME2',GB,21.7,10.8,2.6,centimeters,0.07,kilograms,0.0215,cubic feet,Standard-Size,16.0,0.0,0.3443,2025-12,8.5,weeks,1.37,0.0,16.0,0.3443,0.4687,0.0,GBP,0.4687,Others,N,N,0.0,--,0.0
B003VTZAM0,X00298OTDN,"Minky Metallic Reflector Ironing Board Cover, Extra Large",'MME2',GB,24.0,19.6,5.0,centimeters,0.15,kilograms,0.0831,cubic feet,Standard-Size,3.06,0.0,0.2492,2025-12,8.5,weeks,1.37,0.0,2.29,0.1902,0.3414,0.0,GBP,0.3414,Others,N,N,0.0,--,0.06
B075XT2J8X,X0029FIBPX,Kingfisher Natural Toothpaste Charcoal Mint Fluoride-Free | Vegetarian & Vegan | Oral Health Foundation Approved | Gluten-Free & GM-Free | Ethical Consumer Best Buy | 1x100ml Tube,'MME2',GB,19.2,4.8,3.9,centimeters,0.17,kilograms,0.0127,cubic feet,Standard-Size,1.0,0.0,0.0127,2025-12,8.5,weeks,1.37,0.0,1.0,0.0127,0.0174,0.0,GBP,0.0174,Others,N,N,0.0,--,0.0
B08WPCW7TH,X0029FM4IN,"Moo Free White Chocolate Bars - Dairy Free, Gluten Free & Vegan (20g)",'MME2',GB,14.0,4.0,0.5,centimeters,0.02,kilograms,0.001,cubic feet,Standard-Size,1.0,0.0,0.001,2025-12,8.5,weeks,1.37,0.0,1.0,0.001,0.0014,0.0,GBP,0.0014,Others,N,N,0.0,--,0.0
9188805646,X0029FM6EP,"Free League Publishing MÖRK Borg (Fantasy OSR RPG, Hardback, Full Color",'MME2',GB,21.7,15.6,1.4,centimeters,0.39,kilograms,0.0167,cubic feet,Standard-Size,0.48,0.0,0.0081,2025-12,8.5,weeks,1.37,0.0,0.42,0.007,0.0111,0.0,GBP,0.0111,Others,N,N,0.0,--,0.0
B0C9LJNJWZ,X0029NJZVJ,"LEXIBOOK, Barbie, Educational and Bilingual Laptop in English/French, Toy for children with 124 activities to learn, play games and music, Pink, JC598BBi1",'MME2',GB,34.7,27.3,5.6,centimeters,0.82,kilograms,0.1873,cubic feet,Standard-Size,1.0,0.0,0.1873,2025-12,8.5,weeks,1.37,0.0,1.0,0.1873,0.2567,0.0,GBP,0.2567,Others,N,N,0.0,--,0.0
B004GFPFBO,X0029XG251,Funko POP! Movies : Freddy Krueger - Nightmare on Elm Street - Collectable Vinyl Figure - Gift Idea - Official Merchandise - Toys for Kids & Adults - Movies Fans - Model Figure for Collectors,'MME2',GB,16.1,11.6,8.9,centimeters,0.17,kilograms,0.0587,cubic feet,Standard-Size,1.0,0.0,0.0587,2025-12,8.5,weeks,1.37,0.0,1.0,0.0587,0.0804,0.0,GBP,0.0804,Others,N,N,0.0,--,0.0
B001ET78RY,X002AQ0W1H,Avalon Organics Rosemary Volumizing Conditioner 325ml Pack of 3,'MME2',GB,22.9,21.1,6.6,centimeters,1.03,kilograms,0.1126,cubic feet,Standard-Size,1.0,0.0,0.1126,2025-12,8.5,weeks,1.37,0.0,1.0,0.1126,0.1543,0.0,GBP,0.1543,Others,N,N,0.0,--,0.0
B0897VHKW6,X002AQ3LX3,Hilltop Maple Syrup - Very Dark Late Harvest - Squeezy Bottle - 230g,'MME2',GB,12.0,6.8,4.0,centimeters,0.28,kilograms,0.0115,cubic feet,Standard-Size,1.0,0.0,0.0115,2025-12,8.5,weeks,1.37,0.0,1.0,0.0115,0.0158,0.0,GBP,0.0158,Others,N,N,0.0,--,0.0
B06XXDNH1P,X002ASBMFZ,Dragon Shield ART11105 White (60) Matte Japanese Size Sleeves 60pk,'MME2',GB,9.4,6.8,2.7,centimeters,0.08,kilograms,0.0061,cubic feet,Standard-Size,0.26,0.0,0.0016,2025-12,8.5,weeks,1.37,0.0,0.26,0.0016,0.0022,0.0,GBP,0.0022,Others,N,N,0.0,--,0.0
B09445GL1C,X002BA017H,"Price's - Time for You Large Jar Candle - Sweet, Delicious Fragrance - Long Lasting Scent - Up to 100 Hour Burn Time - Ideal for All Occasions",'MME2',GB,23.2,16.6,11.9,centimeters,1.01,kilograms,0.1618,cubic feet,Standard-Size,1.0,0.0,0.1618,2025-12,8.5,weeks,1.37,0.0,1.0,0.1618,0.2217,0.0,GBP,0.2217,Others,N,N,0.0,--,0.0
B07F1MFWV1,X002BG3AK1,"Skinny Food Co Salted Caramel Zero Calorie Syrup 425ml - Sugar Free Salted Caramel Syrup For Snacks, Drinks & Desserts - Vegan, Gluten-free, Keto & Paleo Friendly Caramel Syrup - Salted Caramel Syrup",'MME2',GB,16.4,9.0,5.4,centimeters,0.47,kilograms,0.0281,cubic feet,Standard-Size,2.0,0.0,0.0563,2025-12,8.5,weeks,1.37,0.0,2.0,0.0563,0.0771,0.0,GBP,0.0771,Others,N,N,0.0,--,0.0
B0B2RBG672,X002BPWC29,"Salt of the Earth - Natural Deodorant Roll on Refill - x7 Uses - Amber & Sandalwood - 100% Natural Origin Ingredients - Vegan - Suitable for Men, Women & Children - 525ml",'MME2',GB,22.2,7.3,6.9,centimeters,0.56,kilograms,0.0395,cubic feet,Standard-Size,0.81,0.0,0.0318,2025-12,8.5,weeks,1.37,0.0,0.81,0.0318,0.0436,0.0,GBP,0.0436,Others,N,N,0.0,--,0.0
B07H2WXMDJ,X002C5IRB3,"Skinny Food Co Sugar Free Maple Syrup 425ml - Zero Calorie Syrup For Breakfast, Snacks, Drinks & Desserts - Vegan, Gluten-free, Keto & Paleo Friendly Maple Syrup - Sugar Free Maple Syrup UK",'MME2',GB,16.3,9.0,5.4,centimeters,0.47,kilograms,0.028,cubic feet,Standard-Size,2.0,0.0,0.056,2025-12,8.5,weeks,1.37,0.0,0.65,0.018,0.0767,0.0,GBP,0.0767,Others,N,N,0.0,--,0.0
B002BX8ZFG,X002DZYN47,"Fackelmann OPAL Pizza Wheel, Pizza Cutter & Slicer, Super Sharp Blade, Stainless Steel, 18.5x5x1.2cm, Silver",'MME2',GB,17.2,11.9,1.5,centimeters,0.07,kilograms,0.0108,cubic feet,Standard-Size,1.0,0.0,0.0108,2025-12,8.5,weeks,1.37,0.0,1.0,0.0108,0.0149,0.0,GBP,0.0149,Others,N,N,0.0,--,0.0
B0D3J9M2H8,X002E028OX,"OtterBox Symmetry Folio Case for iPad Air 13-Inch (2024 M2, 2025 M3), Shockproof, Drop proof, Slim Protective Folio Case, Tested to Military Standard, Black",'MME2',GB,31.6,22.4,1.8,centimeters,0.55,kilograms,0.045,cubic feet,Standard-Size,0.29,0.0,0.0131,2025-12,8.5,weeks,0.75,0.0,0.03,0.0015,0.0095,0.0,GBP,0.0095,shoes & bags,N,N,0.0,--,0.0
B0CN5KRVXB,X002F5S5VH,Yu-Gi-Oh Legendary Decks 2 2024 Unlimited Reprint,'MME2',GB,23.6,13.8,7.4,centimeters,0.43,kilograms,0.0851,cubic feet,Standard-Size,0.87,0.0,0.0686,2025-12,8.5,weeks,1.37,0.0,0.81,0.0686,0.094,0.0,GBP,0.094,Others,N,N,0.0,--,0.06
B08L3FB3G2,X002F5T589,Ultimate Guard Katana Sleeves Japanese Size Black (60),'MME2',GB,9.7,6.71,1.91,centimeters,0.07,kilograms,0.0044,cubic feet,Standard-Size,0.84,0.0,0.0037,2025-12,8.5,weeks,1.37,0.0,0.84,0.0037,0.005,0.0,GBP,0.005,Others,N,N,0.0,--,0.0
B07RZBBG14,X002F5VV0T,"Dragon Shield AT-13201 Standard Size Perfect Fit Sealable (100 Sleeves), clear",'MME2',GB,24.7,8.5,1.2,centimeters,0.08,kilograms,0.0089,cubic feet,Standard-Size,6.23,0.0,0.0554,2025-12,8.5,weeks,0.75,0.0,6.23,0.0554,0.0405,0.0,GBP,0.0405,shoes & bags,N,N,0.0,--,0.0
B096BPSDRZ,X001Y3YP9R,Ravensburger Bluey 35 Piece Jigsaw Puzzle for Kids Age 3 Years Up - Educational Toddler Toys,'NCL1',GB,27.4,19.1,3.4,centimeters,0.2,kilograms,0.0628,cubic feet,Standard-Size,0.29,0.0,0.0182,2025-12,8.5,weeks,1.37,0.0,0.29,0.0182,0.025,0.0,GBP,0.025,Others,N,N,0.0,--,0.0
B00WI8O0RG,X001YC1PPF,100 Ultra Pro Card Protector Sleeves: Pro-Matte - 66 x 91 mm,'NCL1',GB,14.2,11.6,1.8,centimeters,0.11,kilograms,0.0105,cubic feet,Standard-Size,1.0,0.0,0.0105,2025-12,8.5,weeks,1.37,0.0,1.0,0.0105,0.0143,0.0,GBP,0.0143,Others,N,N,0.0,--,0.0
B007R2ICTK,X002057DE7,"HG Stain Away 7, Removes Rust Stains from Clothing & Textiles, Concentrated Rusty Mark Remover for Surfaces & Tiles, Fabric & Natural Stone Safe – 50m (426005106)",'NCL1',GB,14.0,4.2,2.4,centimeters,0.06,kilograms,0.005,cubic feet,Standard-Size,28.13,0.0,0.14,2025-12,--,--,1.18,0.0,0.0,0.0,0.0,0.0,GBP,0.1645,Others,N,N,0.0,--,0.03
B07BC1CMDK,X00218D0YF,"Amtech V4075 P240 Hook and Loop Orbital Sanding Sheets, 10 Piece Set, 115mm Diameter Sanding Paper",'NCL1',GB,15.9,12.0,1.0,centimeters,0.06,kilograms,0.0067,cubic feet,Standard-Size,1.0,0.0,0.0067,2025-12,8.5,weeks,1.37,0.0,1.0,0.0067,0.0092,0.0,GBP,0.0092,Others,N,N,0.0,--,0.0
B01CKK8CU2,X0021K3PG1,5 Ultra Pro 130pt Magnetic One Touch Card Holders (5 Total) 81721 - Fits Cards Up to 130 Point in Thickness,'NCL1',GB,22.3,11.7,2.1,centimeters,0.32,kilograms,0.0193,cubic feet,Standard-Size,0.29,0.0,0.0056,2025-12,8.5,weeks,1.37,0.0,0.29,0.0056,0.0077,0.0,GBP,0.0077,Others,N,N,0.0,--,0.0
B001Q77TI2,X0021O4AW5,"Ultra Pro 81181 3"" x 4"" Clear Thick 55PT Toploaders (25ct)",'NCL1',GB,10.8,8.2,5.5,centimeters,0.2,kilograms,0.0172,cubic feet,Standard-Size,1.71,0.0,0.0261,2025-12,8.5,weeks,1.37,0.0,0.94,0.0161,0.0357,0.0,GBP,0.0357,Others,N,N,0.0,--,0.19
B07J9JGZZV,X0022RICEN,Plaque Glo Plaque Disclosing Toothpaste and Torch System (Tropical),'NCL1',GB,18.0,5.0,2.4,centimeters,0.04,kilograms,0.0076,cubic feet,Standard-Size,14.32,0.0,0.1075,2025-12,8.5,weeks,1.37,0.0,13.32,0.1016,0.1473,0.0,GBP,0.1473,Others,N,N,0.0,--,0.23
B0073TTHBY,X0022WK51L,Casio Gents 43.00mm Quartz Watch with Black Analogue dial and Black Rubber Strap Strap MRW-200H-1BVES,'NCL1',GB,9.4,9.2,6.4,centimeters,0.1,kilograms,0.0195,cubic feet,Standard-Size,6.0,0.0,0.1173,2025-12,8.5,weeks,1.37,0.0,5.68,0.111,0.1607,0.0,GBP,0.1607,Others,N,N,0.0,--,0.0
B002HY4YSQ,X0023ISNDV,Kitchen Devils Lifestyle Peeler Parer Knife 602001,'NCL1',GB,27.2,8.4,1.7,centimeters,0.06,kilograms,0.0137,cubic feet,Standard-Size,0.26,0.0,0.0031,2025-12,8.5,weeks,1.37,0.0,0.03,4.0E-4,0.0042,0.0,GBP,0.0042,Others,N,N,0.0,--,0.03
B0001P0DLU,X0023ISRE1,Loctite 319 Rear View Mirror Bonder 0.5ml,'NCL1',GB,16.5,9.6,1.3,centimeters,0.01,kilograms,0.0073,cubic feet,Standard-Size,3.0,0.0,0.0218,2025-12,--,--,1.18,0.0,0.0,0.0,0.0,0.0,GBP,0.0255,Others,N,N,0.0,--,0.0
B00D1V5FPU,X002471RE3,"Bosch 2608831003 ""SDS Plus-3"" Hammer Drill Bit, 0 V, Grey, 5 x 100 x 160 mm",'NCL1',GB,25.3,2.8,1.4,centimeters,0.04,kilograms,0.0035,cubic feet,Standard-Size,0.26,0.0,9.0E-4,2025-12,8.5,weeks,1.37,0.0,0.26,9.0E-4,0.0012,0.0,GBP,0.0012,Others,N,N,0.0,--,0.0
B08M52B4M5,X002595YRB,Moo Free Dairy Free Chocolate Buttons (25g),'NCL1',GB,12.0,8.7,1.4,centimeters,0.02,kilograms,0.0052,cubic feet,Standard-Size,13.65,0.0,0.0703,2025-12,8.5,weeks,1.37,0.0,13.61,0.0703,0.0963,0.0,GBP,0.0963,Others,N,N,0.0,--,0.03
B06XGSJS7N,X0025DTPH7,"Ultimate Guard UGD010696 Boulder Deck Case, 100 Plus, standard size, malachite",'NCL1',GB,14.19,8.0,7.59,centimeters,0.14,kilograms,0.0304,cubic feet,Standard-Size,3.13,0.0,0.0942,2025-12,8.5,weeks,1.37,0.0,3.1,0.0942,0.1291,0.0,GBP,0.1291,Others,N,N,0.0,--,0.03
B0001P15T4,X0025FSMDX,"Vitrex 10 2280 Grout Finisher, Blue",'NCL1',GB,16.9,6.9,0.7,centimeters,0.01,kilograms,0.0029,cubic feet,Standard-Size,1.81,0.0,0.0052,2025-12,8.5,weeks,1.37,0.0,1.81,0.0052,0.0071,0.0,GBP,0.0071,Others,N,N,0.0,--,0.0
B0073FT7FY,X0026L1SCN,TEPE INTERDENTAL Travel CASE,'NCL1',GB,11.1,9.5,1.9,centimeters,0.01,kilograms,0.0071,cubic feet,Standard-Size,46.03,0.0,0.3216,2025-12,8.5,weeks,1.37,0.0,21.19,0.15,0.4406,0.0,GBP,0.4406,Others,N,N,0.0,--,0.58
B00F4LA0K0,X0028A4KS1,"Chef Aid Cocktail Sticks, Pack of 200 Stick perfect for Buffets and Cocktails use, The Skewer design helps hold sweet and savoury foods, Each cocktails stick measures 8 cm",'NCL1',GB,14.6,8.9,1.4,centimeters,0.04,kilograms,0.0064,cubic feet,Standard-Size,1.0,0.0,0.0064,2025-12,8.5,weeks,1.37,0.0,1.0,0.0064,0.0088,0.0,GBP,0.0088,Others,N,N,0.0,--,0.0
B00000IU72,X0028LVUDD,"BRIO 33344 Mechanical Switches Wooden Train Track for Kids Age 3 Years Up - Compatible with all BRIO Railway Sets & Accessories, Multicoloured",'NCL1',GB,19.3,9.6,2.9,centimeters,0.16,kilograms,0.019,cubic feet,Standard-Size,1.0,0.0,0.019,2025-12,8.5,weeks,1.37,0.0,1.0,0.019,0.026,0.0,GBP,0.026,Others,N,N,0.0,--,0.0
B086ZD7MG6,X00293G0VR,Curaprox CPS 07 Prime Start Interdental Brush Set |Starter Set with 5 Brushes |2 Different Holders |Red | 0.7 mm Diameter |2.5 mm Effectiveness | Made in Switzerland,'NCL1',GB,15.0,6.0,1.4,centimeters,0.03,kilograms,0.0044,cubic feet,Standard-Size,1.61,0.0,0.0066,2025-12,8.5,weeks,1.37,0.0,1.42,0.0063,0.009,0.0,GBP,0.009,Others,N,N,0.0,--,0.13
B093FQYQJH,X00293I5FB,"Curaprox CS 12460 Velvet Soft Toothbrush – Sensitive Gum Care | Ultra-Gentle Cleaning with 12,460 Filaments | Single Pack, Random Color | Made in Switzerland",'NCL1',GB,22.4,5.9,2.4,centimeters,0.03,kilograms,0.0112,cubic feet,Standard-Size,0.19,0.0,0.0022,2025-12,8.5,weeks,1.37,0.0,0.0,0.0,0.003,0.0,GBP,0.003,Others,N,N,0.0,--,0.0
B00S9IXBVU,X00298HYM1,ProDec Combination Shavehook for Removing Paint and Varnish from Flat and Irregular Surfaces,'NCL1',GB,30.6,10.8,5.5,centimeters,0.15,kilograms,0.0642,cubic feet,Standard-Size,1.0,0.0,0.0642,2025-12,8.5,weeks,1.37,0.0,0.0,0.0,0.0879,0.0,GBP,0.0879,Others,N,N,0.0,--,0.0
B00BEUFYE2,X00298I7JF,"Tala Adjustable Cake Leveller, Stainless Steel Wire Cutter for Even Cake Layers, Multi-Height Settings for Cakes up to 25cm Wide, Perfect for Leveling & Decorating Sponges",'NCL1',GB,32.5,16.3,2.4,centimeters,0.08,kilograms,0.0449,cubic feet,Standard-Size,1.0,0.0,0.0449,2025-12,8.5,weeks,1.37,0.0,1.0,0.0449,0.0615,0.0,GBP,0.0615,Others,N,N,0.0,--,0.0
B001OXH0X2,X00298OQXB,"Solvite SLVTHRIFT Wallpaper & Border Paste, Set of 1",'NCL1',GB,21.7,10.8,2.6,centimeters,0.07,kilograms,0.0215,cubic feet,Standard-Size,1.0,0.0,0.0215,2025-12,8.5,weeks,1.37,0.0,1.0,0.0215,0.0295,0.0,GBP,0.0295,Others,N,N,0.0,--,0.0
B075XT2J8X,X0029FIBPX,Kingfisher Natural Toothpaste Charcoal Mint Fluoride-Free | Vegetarian & Vegan | Oral Health Foundation Approved | Gluten-Free & GM-Free | Ethical Consumer Best Buy | 1x100ml Tube,'NCL1',GB,19.2,4.8,3.9,centimeters,0.17,kilograms,0.0127,cubic feet,Standard-Size,1.87,0.0,0.0237,2025-12,8.5,weeks,1.37,0.0,1.87,0.0237,0.0325,0.0,GBP,0.0325,Others,N,N,0.0,--,0.0
9189143051,X0029FKV7J,Free League FLF-ALE014 ALIEN RPG Destroyer of Worlds Game,'NCL1',GB,28.9,23.0,2.7,centimeters,0.95,kilograms,0.0634,cubic feet,Standard-Size,0.29,0.0,0.0143,2025-12,8.5,weeks,1.37,0.0,0.16,0.0102,0.0196,0.0,GBP,0.0196,Others,N,N,0.0,--,0.06
B000Q351JG,X0029FM48D,Tisserand Aromatherapy - Jojoba Organic Carrier Oil - Face and Body Blending Oil - 100% Natural and Pure Carrier Oil for Essential Oils Mixing,'NCL1',GB,11.2,3.9,3.6,centimeters,0.1,kilograms,0.0056,cubic feet,Standard-Size,0.39,0.0,0.0016,2025-12,8.5,weeks,1.37,0.0,0.29,0.0016,0.0022,0.0,GBP,0.0022,Others,N,N,0.0,--,0.1
B08WPCW7TH,X0029FM4IN,"Moo Free White Chocolate Bars - Dairy Free, Gluten Free & Vegan (20g)",'NCL1',GB,14.0,4.0,0.5,centimeters,0.02,kilograms,0.001,cubic feet,Standard-Size,2.0,0.0,0.002,2025-12,8.5,weeks,1.37,0.0,2.0,0.002,0.0027,0.0,GBP,0.0027,Others,N,N,0.0,--,0.0
B07BLX7YG9,X0029NC4AD,"Lexibook PAW Patrol Helper on Four Paws Chase LED Night Light for Kids, Color Changing, Soft Light, Batteries, Plastic, Blue/Beige, NLJ001PA1, Multicolor, 13, Colour Change",'NCL1',GB,14.4,10.2,9.7,centimeters,0.13,kilograms,0.0503,cubic feet,Standard-Size,0.45,0.0,0.0211,2025-12,8.5,weeks,1.37,0.0,0.42,0.0211,0.0289,0.0,GBP,0.0289,Others,N,N,0.0,--,0.03
B0C9LJNJWZ,X0029NJZVJ,"LEXIBOOK, Barbie, Educational and Bilingual Laptop in English/French, Toy for children with 124 activities to learn, play games and music, Pink, JC598BBi1",'NCL1',GB,34.7,27.3,5.6,centimeters,0.82,kilograms,0.1873,cubic feet,Standard-Size,3.0,0.0,0.562,2025-12,8.5,weeks,1.37,0.0,3.0,0.562,0.7659,0.0,GBP,0.7659,Others,N,N,0.0,--,0.0
