Date,Order ID,marketplace_id,SKU,Quantity Ordered,Price_Total,Price_VAT,Price_ExVAT,Shipping_Total,Shipping_VAT,Shipping_ExVAT,Gift_Total,Gift_VAT,Gift_ExVAT,Promotion_Total,Promotion_VAT,Promotion_ExVAT,COGS_Total,COGS_VAT,COGS_ExVAT,FBA_Fee_Total,FBA_Fee_VAT,FBA_Fee_ExVAT,Commission_Total,Commission_VAT,Commission_ExVAT,Digital_Fee_Total,Digital_Fee_VAT,Digital_Fee_ExVAT,Margin_ExVAT,Margin_Pct
2025-12-03T21:58:16Z,202-6686424-3151509,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-03T22:39:37Z,202-0420932-1560321,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,0.01,,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-03T22:47:54Z,203-4818394-8352341,A1F83G8C2ARO7P,A2-T2AC-TW3L,1,10.99,1.83,9.16,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.02,0.50,2.52,1.72,0.29,1.43,-0.10,-0.02,-0.08,,
2025-12-03T22:48:31Z,203-4336164-2477122,A1F83G8C2ARO7P,LV-425G-BY4X,1,29.93,0.00,29.93,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,2.59,0.43,2.16,5.39,0.90,4.49,-0.16,-0.03,-0.13,,
2025-12-03T22:50:15Z,205-1721239-5317923,A1F83G8C2ARO7P,TK-E7QE-T40G,1,9.11,1.52,7.59,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.82,0.30,1.52,1.64,0.27,1.37,-0.07,-0.01,-0.06,,
2025-12-03T22:52:47Z,202-1638024-1644346,A1F83G8C2ARO7P,WX-L5UA-UB1Q,1,5.98,1.00,4.98,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.82,0.30,1.52,0.94,0.16,0.78,-0.06,-0.01,-0.05,,
2025-12-03T23:03:28Z,205-1315895-3923510,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,1.66,0.28,1.38,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-03T23:05:47Z,203-4716417-5908308,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-03T23:20:33Z,408-2364950-5532311,A28R8C7NBKEWEA,TU-8I14-25ZR,1,29.68,0.00,29.68,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,2.82,0.00,2.82,5.34,0.89,4.45,0.00,0.00,0.00,,
2025-12-03T23:36:03Z,205-0973879-5243561,A1F83G8C2ARO7P,LV-425G-BY4X,1,29.93,0.00,29.93,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,2.59,0.43,2.16,5.39,0.90,4.49,-0.16,-0.03,-0.13,,
2025-12-03T23:44:04Z,202-5603892-7281127,A1F83G8C2ARO7P,XH-OMMJ-C7MT,1,8.99,1.50,7.49,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,2.92,0.49,2.43,1.62,0.27,1.35,-0.10,-0.02,-0.08,,
2025-12-04T00:09:54Z,204-4295608-0577140,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-04T00:29:48Z,026-7369738-5647555,A1F83G8C2ARO7P,WX-L5UA-UB1Q,1,5.98,1.00,4.98,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.82,0.30,1.52,0.94,0.16,0.78,-0.06,-0.01,-0.05,,
2025-12-04T01:31:19Z,203-7347175-4753143,A1F83G8C2ARO7P,WX-L5UA-UB1Q,1,5.98,1.00,4.98,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.82,0.30,1.52,0.94,0.16,0.78,-0.06,-0.01,-0.05,,
2025-12-04T05:05:53Z,204-0207578-6744348,A1F83G8C2ARO7P,A2-T2AC-TW3L,1,10.99,1.83,9.16,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.02,0.50,2.52,1.72,0.29,1.43,-0.10,-0.02,-0.08,,
2025-12-04T07:34:20Z,205-6351512-7034727,A1F83G8C2ARO7P,EE-KTDC-KCFY,1,8.99,1.50,7.49,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.75,0.29,1.46,1.62,0.27,1.35,-0.07,-0.01,-0.06,,
2025-12-04T07:48:26Z,205-4814976-4671525,A1F83G8C2ARO7P,XY-UM2X-TPS3,1,11.50,1.92,9.58,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.55,0.59,2.96,2.06,0.34,1.72,-0.11,-0.02,-0.09,,
2025-12-04T08:02:29Z,203-7395877-0804330,A1F83G8C2ARO7P,VF-3T0K-DR5O,1,4.90,0.82,4.08,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.80,0.30,1.50,0.59,0.10,0.49,-0.05,-0.01,-0.04,,
2025-12-04T08:12:08Z,202-5826938-2833104,A1F83G8C2ARO7P,GD-B8SW-1PCP,1,44.47,7.41,37.06,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.60,0.60,3.00,3.73,0.62,3.11,-0.14,-0.02,-0.12,,
2025-12-04T08:39:36Z,205-2186930-3155558,A1F83G8C2ARO7P,VF-3T0K-DR5O,1,4.90,0.82,4.08,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.80,0.30,1.50,0.59,0.10,0.49,-0.05,-0.01,-0.04,,
2025-12-04T08:46:56Z,026-6830109-8363549,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-04T09:24:08Z,203-8851575-7595539,A1F83G8C2ARO7P,A2-T2AC-TW3L,1,10.99,1.83,9.16,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.02,0.50,2.52,1.72,0.29,1.43,-0.10,-0.02,-0.08,,
2025-12-04T09:57:07Z,026-3622640-6201967,A1F83G8C2ARO7P,DC-K5WH-R7F5,1,2.97,0.50,2.47,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.75,0.29,1.46,0.30,0.05,0.25,-0.04,-0.01,-0.03,,
2025-12-04T09:57:49Z,204-4000234-6556304,A1F83G8C2ARO7P,DC-K5WH-R7F5,1,2.97,0.50,2.47,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.75,0.29,1.46,0.30,0.05,0.25,-0.04,-0.01,-0.03,,
2025-12-04T10:01:02Z,026-1710738-3736322,A1F83G8C2ARO7P,AX-NKNU-29C1,1,3.95,0.66,3.29,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.50,0.58,2.92,0.38,0.06,0.32,-0.07,-0.01,-0.06,,
2025-12-04T10:21:23Z,206-7499698-1273153,A1F83G8C2ARO7P,XY-UM2X-TPS3,1,11.50,1.92,9.58,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.55,0.59,2.96,2.06,0.34,1.72,-0.11,-0.02,-0.09,,
2025-12-04T10:35:17Z,205-2886732-2621967,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-04T10:46:14Z,206-9286163-9673107,A1F83G8C2ARO7P,VF-3T0K-DR5O,1,5.03,0.84,4.19,0.42,,0.42,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.80,0.30,1.50,0.60,0.10,0.50,-0.05,-0.01,-0.04,,
2025-12-04T10:51:04Z,202-1216514-0939516,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-04T10:56:24Z,204-3240774-5424328,A1F83G8C2ARO7P,VF-3T0K-DR5O,1,5.03,0.84,4.19,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.80,0.30,1.50,0.60,0.10,0.50,-0.05,-0.01,-0.04,,
2025-12-04T11:03:35Z,026-6110623-6294738,A1F83G8C2ARO7P,VF-3T0K-DR5O,2,10.06,1.68,8.38,1.06,,1.06,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.60,0.60,3.00,1.20,0.20,1.00,-0.10,-0.02,-0.08,,
2025-12-04T11:03:52Z,206-2357519-9084330,A1F83G8C2ARO7P,VF-3T0K-DR5O,4,20.12,3.36,16.76,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,7.20,1.20,6.00,2.40,0.40,2.00,-0.19,-0.03,-0.16,,
2025-12-04T11:05:55Z,204-9211586-5438724,A1F83G8C2ARO7P,XY-UM2X-TPS3,1,11.50,1.92,9.58,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.55,0.59,2.96,2.06,0.34,1.72,-0.11,-0.02,-0.09,,
2025-12-04T11:16:53Z,203-9038329-9655522,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-04T11:20:06Z,205-0462918-2101955,A1F83G8C2ARO7P,WX-L5UA-UB1Q,1,5.98,1.00,4.98,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.82,0.30,1.52,0.94,0.16,0.78,-0.06,-0.01,-0.05,,
2025-12-04T11:29:08Z,203-4142715-3146726,A1F83G8C2ARO7P,VF-3T0K-DR5O,1,5.03,0.84,4.19,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.80,0.30,1.50,0.60,0.10,0.50,-0.05,-0.01,-0.04,,
2025-12-04T11:34:25Z,203-6465601-1665968,A1F83G8C2ARO7P,SC-LYFM-ORXK,1,11.85,1.98,9.87,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.32,0.55,2.77,2.14,0.36,1.78,-0.11,-0.02,-0.09,,
2025-12-04T11:54:18Z,204-2515254-1329926,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-04T12:06:37Z,026-5206232-2455559,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-04T12:07:12Z,206-2558786-8361138,A1F83G8C2ARO7P,WX-L5UA-UB1Q,1,5.98,1.00,4.98,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.82,0.30,1.52,0.94,0.16,0.78,-0.06,-0.01,-0.05,,
2025-12-04T12:27:21Z,026-8292995-9641111,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-04T12:41:44Z,203-0504563-6267559,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-04T12:44:56Z,203-7995244-0212302,A1F83G8C2ARO7P,IB-U5FA-BO2Y,1,44.99,7.50,37.49,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,2.59,0.43,2.16,8.10,1.35,6.75,-0.22,-0.04,-0.18,,
2025-12-04T12:50:53Z,203-5009854-6457902,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-04T12:52:02Z,205-8381844-3221115,A1F83G8C2ARO7P,VF-3T0K-DR5O,1,5.03,0.84,4.19,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.80,0.30,1.50,0.60,0.10,0.50,-0.05,-0.01,-0.04,,
2025-12-04T12:54:24Z,202-9195532-1768312,A1F83G8C2ARO7P,EE-KTDC-KCFY,1,8.99,1.50,7.49,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.75,0.29,1.46,1.62,0.27,1.35,-0.07,-0.01,-0.06,,
2025-12-04T12:54:50Z,202-5359688-3754703,A1F83G8C2ARO7P,VF-3T0K-DR5O,1,5.03,0.84,4.19,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.80,0.30,1.50,0.60,0.10,0.50,-0.05,-0.01,-0.04,,
2025-12-04T13:12:31Z,204-1275687-4718728,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-04T13:12:59Z,204-9724285-5034734,A1F83G8C2ARO7P,VF-3T0K-DR5O,1,5.03,0.84,4.19,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.80,0.30,1.50,0.60,0.10,0.50,-0.05,-0.01,-0.04,,
2025-12-04T13:13:58Z,204-3507533-0920316,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-04T13:21:21Z,026-8575691-1107565,A1F83G8C2ARO7P,VF-3T0K-DR5O,1,5.03,0.84,4.19,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.80,0.30,1.50,0.60,0.10,0.50,-0.05,-0.01,-0.04,,
2025-12-04T13:30:22Z,202-1094104-0610719,A1F83G8C2ARO7P,WX-L5UA-UB1Q,1,5.98,1.00,4.98,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.82,0.30,1.52,0.94,0.16,0.78,-0.06,-0.01,-0.05,,
2025-12-04T13:33:37Z,026-7054644-9725117,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-04T13:51:47Z,205-2112739-4887530,A1F83G8C2ARO7P,Z7-26PV-O9LR,2,17.34,2.90,14.44,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.84,0.64,3.20,1.66,0.28,1.38,-0.11,-0.02,-0.09,,
2025-12-04T13:52:24Z,203-0340337-7933936,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-04T13:57:15Z,202-4085514-7948352,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-04T13:58:53Z,204-0608652-3830729,A1F83G8C2ARO7P,XH-0LAE-FQO5,1,6.95,1.16,5.79,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.75,0.29,1.46,0.67,0.11,0.56,-0.05,-0.01,-0.04,,
2025-12-04T14:01:20Z,204-9255833-0957124,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-04T14:01:55Z,206-9793503-8724348,A1F83G8C2ARO7P,WX-L5UA-UB1Q,1,5.98,1.00,4.98,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.82,0.30,1.52,0.94,0.16,0.78,-0.06,-0.01,-0.05,,
2025-12-04T14:02:17Z,205-7692392-3489916,A1F83G8C2ARO7P,VF-3T0K-DR5O,1,5.03,0.84,4.19,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.80,0.30,1.50,0.60,0.10,0.50,-0.05,-0.01,-0.04,,
2025-12-04T14:03:37Z,203-0478708-5152313,A1F83G8C2ARO7P,SC-LYFM-ORXK,1,11.85,1.98,9.87,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.32,0.55,2.77,2.14,0.36,1.78,-0.11,-0.02,-0.09,,
2025-12-04T14:07:15Z,206-7408453-1269944,A1F83G8C2ARO7P,WX-L5UA-UB1Q,1,5.98,1.00,4.98,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.82,0.30,1.52,0.94,0.16,0.78,-0.06,-0.01,-0.05,,
2025-12-04T14:21:56Z,202-1641725-8110715,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-04T14:48:26Z,205-1011784-1432353,A1F83G8C2ARO7P,WX-L5UA-UB1Q,1,5.98,1.00,4.98,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.82,0.30,1.52,0.94,0.16,0.78,-0.06,-0.01,-0.05,,
2025-12-04T15:00:14Z,205-4427640-7629958,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-04T15:00:28Z,206-6639861-7929144,A1F83G8C2ARO7P,A2-T2AC-TW3L,1,10.99,1.83,9.16,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.02,0.50,2.52,1.72,0.29,1.43,-0.10,-0.02,-0.08,,
2025-12-04T15:05:43Z,202-1592256-4829104,A1F83G8C2ARO7P,6V-EEC1-2S9Z,2,13.60,2.26,11.34,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.89,0.65,3.24,2.11,0.35,1.76,-0.12,-0.02,-0.10,,
2025-12-04T15:08:20Z,202-8838890-1831505,A1F83G8C2ARO7P,WX-L5UA-UB1Q,1,5.98,1.00,4.98,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.82,0.30,1.52,0.94,0.16,0.78,-0.06,-0.01,-0.05,,
2025-12-04T15:10:55Z,026-2019011-4013956,A1F83G8C2ARO7P,EE-KTDC-KCFY,1,8.99,1.50,7.49,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.75,0.29,1.46,1.62,0.27,1.35,-0.07,-0.01,-0.06,,
2025-12-04T15:14:43Z,204-4483853-2038721,A1F83G8C2ARO7P,XH-0LAE-FQO5,4,27.80,4.64,23.16,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,7.01,1.17,5.84,2.69,0.45,2.24,-0.19,-0.03,-0.16,,
2025-12-04T15:38:47Z,203-6924077-2709942,A1F83G8C2ARO7P,RB-82FL-T88J,1,29.61,4.94,24.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.74,0.62,3.12,5.33,0.89,4.44,-0.18,-0.03,-0.15,,
2025-12-04T15:43:00Z,202-0441217-6861935,A1F83G8C2ARO7P,VF-3T0K-DR5O,1,5.03,0.84,4.19,0.33,,0.33,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.80,0.30,1.50,0.60,0.10,0.50,-0.05,-0.01,-0.04,,
2025-12-04T15:53:01Z,202-8940096-1754747,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-04T15:53:53Z,203-3711108-7149901,A1F83G8C2ARO7P,XH-0LAE-FQO5,1,6.95,1.16,5.79,0.42,,0.42,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.75,0.29,1.46,0.67,0.11,0.56,-0.05,-0.01,-0.04,,
2025-12-04T16:08:42Z,026-0874016-9215520,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-04T16:25:44Z,204-0566268-4513948,A1F83G8C2ARO7P,EE-KTDC-KCFY,1,8.99,1.50,7.49,4.99,0.83,4.16,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.75,0.29,1.46,1.62,0.27,1.35,-0.07,-0.01,-0.06,,
2025-12-04T16:26:18Z,203-1292156-5589914,A1F83G8C2ARO7P,A2-T2AC-TW3L,1,10.99,1.83,9.16,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.02,0.50,2.52,1.72,0.29,1.43,-0.10,-0.02,-0.08,,
2025-12-04T16:26:25Z,205-0242506-0250731,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-04T16:34:46Z,203-2158054-2969119,A1F83G8C2ARO7P,AX-NKNU-29C1,1,3.99,0.67,3.32,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.50,0.58,2.92,0.38,0.06,0.32,-0.07,-0.01,-0.06,,
2025-12-04T16:42:56Z,026-6012321-7497102,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-04T16:46:10Z,206-6516278-5660344,A1F83G8C2ARO7P,6V-EEC1-2S9Z,2,13.60,2.26,11.34,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.89,0.65,3.24,2.11,0.35,1.76,-0.12,-0.02,-0.10,,
2025-12-04T17:23:37Z,205-7906649-0353117,A1F83G8C2ARO7P,4F-HT42-FD26,1,8.98,1.50,7.48,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,2.06,0.34,1.72,1.62,0.27,1.35,-0.07,-0.01,-0.06,,
2025-12-04T17:38:23Z,205-5046808-0821944,A1F83G8C2ARO7P,SC-LYFM-ORXK,1,11.85,1.98,9.87,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.32,0.55,2.77,2.14,0.36,1.78,-0.11,-0.02,-0.09,,
2025-12-04T17:39:17Z,203-8969672-8812326,A1F83G8C2ARO7P,6V-EEC1-2S9Z,2,13.48,2.14,11.34,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.89,0.65,3.24,2.11,0.35,1.76,-0.12,-0.02,-0.10,,
2025-12-04T17:57:52Z,026-6216023-2413165,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-04T17:59:42Z,203-5921640-6689967,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-04T18:11:34Z,026-4001018-8822761,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,0.75,,0.75,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-04T18:14:55Z,026-8945272-2413105,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-04T18:18:26Z,202-6164828-7590752,A1F83G8C2ARO7P,VF-3T0K-DR5O,1,4.90,0.82,4.08,0.42,,0.42,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.80,0.30,1.50,0.59,0.10,0.49,-0.05,-0.01,-0.04,,
2025-12-04T18:18:59Z,204-8943930-3796300,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-04T18:31:54Z,204-4892161-8841932,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-04T18:38:47Z,205-1472635-6515525,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-04T18:49:12Z,204-7754790-8253924,A1F83G8C2ARO7P,A2-T2AC-TW3L,1,10.99,1.83,9.16,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.02,0.50,2.52,1.72,0.29,1.43,-0.10,-0.02,-0.08,,
2025-12-04T18:54:38Z,202-1498605-0246751,A1F83G8C2ARO7P,VF-3T0K-DR5O,1,4.90,0.82,4.08,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.80,0.30,1.50,0.59,0.10,0.49,-0.05,-0.01,-0.04,,
2025-12-04T19:11:42Z,205-2376650-2278702,A1F83G8C2ARO7P,A2-T2AC-TW3L,1,10.99,1.83,9.16,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.02,0.50,2.52,1.72,0.29,1.43,-0.10,-0.02,-0.08,,
2025-12-04T19:13:30Z,204-9609087-6774724,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-04T19:31:26Z,206-7552797-7585128,A1F83G8C2ARO7P,D7-MGBX-RX2P,1,9.95,1.66,8.29,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.18,0.53,2.65,1.79,0.30,1.49,-0.10,-0.02,-0.08,,
2025-12-04T19:32:22Z,204-9817491-3351545,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-12-04T19:42:58Z,205-7815123-1450765,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
