seller_sku,inventory_available,inventory_available_effective,inventory_unsellable,inventory_researching,inventory_inbound_shipped,inventory_inbound_receiving,inventory_inbound_total,inventory_total,token_total,token_available,token_unsellable,token_research_pending,token_returned_pending,token_ordered,token_warehouse,token_allocated,sold_qty,refunded_qty,net_sold_qty,expected_token_total,token_total_effective,expected_token_total_effective,delta_available,delta_unsellable,delta_researching,delta_total,delta_total_effective,updated_at
6E-U01F-GUCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
6L-SDA9-P13J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
6P-IWYA-X18B,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,29,29,0,29,29,29,29,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
6Q-9G2A-IKVV,59,59,0,0,0,0,0,59,61,59,0,0,0,0,0,2,2,0,2,61,61,61,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
6V-EEC1-2S9Z,0,1,0,1,0,0,0,1,1545,1,0,1,0,0,0,1543,1543,15,1528,1529,1545,1530,0,0,0,16,15,2026-01-30T13:09:49.217287+00:00
6Z-8POQ-K5XH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
714776,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,8,0,8,8,8,8,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
714810,11,11,0,0,0,0,0,11,12,11,0,0,0,0,0,1,1,0,1,12,12,12,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
77-GYTL-JFN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
79-CPJ6-DSG6,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,17,17,0,17,17,17,17,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
7C-7V6B-QQZL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
7H-7G2P-ONWJ,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,15,0,15,15,15,15,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
7I-1717-OHRW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
7L-OT45-7LYB,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,59,59,3,56,56,59,56,0,0,0,3,3,2026-01-30T13:09:49.217287+00:00
7M-48OU-23X3,14,14,0,0,0,0,0,14,15,14,0,0,0,0,0,1,1,0,1,15,15,15,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
81-3DY5-BFOR,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,4,4,4,4,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
86-0EBH-JQX6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
86-1VHQ-ABNK,38,38,0,2,0,0,0,38,40,38,0,2,0,0,0,0,0,0,0,38,40,40,0,0,0,2,0,2026-01-30T13:09:49.217287+00:00
88-PT9Z-DP6C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
8D-Y151-NFFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
8L-INBX-OUTU,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,14,14,1,13,13,14,13,0,0,0,1,1,2026-01-30T13:09:49.217287+00:00
8M-LM6B-F2Q5,3,3,0,0,0,0,0,3,8,3,0,0,0,0,0,5,5,0,5,8,8,8,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
8M-NHB7-T8TR,4,4,0,0,0,0,0,4,29,4,0,0,0,0,0,25,25,0,25,29,29,29,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
8R-E0Y9-0LAU,0,2,0,0,0,0,0,2,36,0,0,0,0,0,0,34,34,0,34,36,34,36,-2,0,0,0,-2,2026-01-30T13:09:49.217287+00:00
8S-MI05-1R1X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
8T-HE78-3AQ3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
8U-QPFH-3EKQ,8,8,0,0,0,2,2,10,14,8,0,0,0,0,0,6,12,0,12,22,14,22,0,0,0,-8,-8,2026-01-30T13:09:49.217287+00:00
8W-I703-VOFQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
90-0G83-3P0X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
91-PZCP-NNGD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
93-TB6X-UKTU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
94-7TOA-9ZBH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
94-X6R7-SCOW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
98-MF34-BSCF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
9D-PMDG-ALP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
9X-7TBD-NA16,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,28,28,0,28,28,28,28,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
9X-HL62-83C7,6,6,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
A1-KSU1-GZMS,17,17,0,0,0,0,0,17,17,17,0,0,0,0,0,0,0,0,0,17,17,17,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
A2-T2AC-TW3L,134,135,0,0,0,0,0,135,696,136,0,0,0,0,0,560,561,4,557,692,696,692,1,0,0,4,4,2026-01-30T13:09:49.217287+00:00
A7-868U-HTPI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
A9-2Y9G-M2K7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,2026-01-30T13:09:49.217287+00:00
AF-KIHX-ANYY,59,59,0,0,0,0,0,59,86,59,0,0,0,0,0,27,27,0,27,86,86,86,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
AI-IG9I-YB5A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
AK-OB6V-HIYD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
AX-NKNU-29C1,134,134,0,0,0,0,0,134,183,134,0,0,0,0,0,49,49,1,48,182,183,182,0,0,0,1,1,2026-01-30T13:09:49.217287+00:00
B1-4B2R-MBRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
B7-JEPF-6CU7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
BB-ZT14-1QQA,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,11,0,11,11,11,11,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
BD-TLOK-BCEE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
BL-WX51-KQOK,6,6,0,0,0,0,0,6,8,6,0,0,0,0,0,2,2,0,2,8,8,8,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
BM-1O5E-RW8I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
BQ-O3OI-FTJU,0,1,0,0,0,0,0,1,39,0,0,0,0,0,0,38,38,1,37,38,38,38,-1,0,0,1,0,2026-01-30T13:09:49.217287+00:00
C6-XGZB-J6QA,23,24,0,0,0,4,4,28,0,0,0,0,0,0,0,0,2,0,2,30,0,30,-24,0,0,-30,-30,2026-01-30T13:09:49.217287+00:00
CA-JM6T-ZXP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
CH-RLZA-2OYU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
CJ-X0SS-QOUW,9,9,0,0,0,0,0,9,12,9,0,0,0,0,0,3,3,0,3,12,12,12,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
CX-1R85-163Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
CX-SMCH-4DYA,7,7,0,0,0,0,0,7,10,7,0,0,0,0,0,3,3,1,2,9,10,9,0,0,0,1,1,2026-01-30T13:09:49.217287+00:00
CY-5VNG-I5M8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,2,2,2,2,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
D0-C7C0-H6LN,15,15,0,0,0,0,0,15,22,15,0,0,0,0,0,7,7,0,7,22,22,22,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
D1-LSS7-93U8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
D2-8SPY-Q095,1,1,0,0,0,0,0,1,14,1,0,0,0,0,0,13,13,0,13,14,14,14,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
D3-QTSY-BCV5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
D7-MGBX-RX2P,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,91,91,1,90,90,91,90,0,0,0,1,1,2026-01-30T13:09:49.217287+00:00
D8-1A3E-I37F,7,7,0,0,0,0,0,7,9,7,0,0,0,0,0,2,2,0,2,9,9,9,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
D8-VDSF-LENN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
DC-K5WH-R7F5,119,124,0,0,0,0,0,124,526,125,0,0,0,0,0,401,403,6,397,521,526,521,1,0,0,5,5,2026-01-30T13:09:49.217287+00:00
DD-94AN-QL9L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
DO-QDI1-K7R9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,1,1,1,2,1,0,0,0,1,1,2026-01-30T13:09:49.217287+00:00
DT-SPI3-IK34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
DV-USYD-8WR2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,3,3,3,3,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
DX-1NE9-39YS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
E4-HG4R-5022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
EA-FZ2V-D7II,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
EE-KTDC-KCFY,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,30,30,0,30,30,30,30,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
