posted_date,transaction_id,transaction_type,breakdown_type,amount,currency,amount_value,allocated_amount,allocated_sku,allocation_method,inbound_shipment_id,status
2026-02-17T16:36:04Z,GHrQXkTxoQIMjtgbz9IYL5evtoPNEJxvOvSrtjjc6c8,Shipment,Sales,3.0,GBP,3.0,,,unallocated,,unallocated
2026-02-17T16:41:18Z,WN_-QlMxlt0C6u-oELrpy8dDLRqjQSwxHJpBYqvVjJs,Shipment,Expenses,-2.76,GBP,-2.76,,,unallocated,,unallocated
2026-02-17T16:41:18Z,WN_-QlMxlt0C6u-oELrpy8dDLRqjQSwxHJpBYqvVjJs,Shipment,Sales,5.61,GBP,5.61,,,unallocated,,unallocated
2026-02-17T17:08:45Z,SooWSJVJgnsR4GyuJd6I3_s1X4YtxwAMstEf14Fi2nE,Shipment,Expenses,-2.84,GBP,-2.84,,,unallocated,,unallocated
2026-02-17T17:08:45Z,SooWSJVJgnsR4GyuJd6I3_s1X4YtxwAMstEf14Fi2nE,Shipment,Sales,9.09,GBP,9.09,,,unallocated,,unallocated
2026-02-17T17:20:57Z,edKVQipyf6vyDkGJnscJ58BywYkrrXW667Q7BKFc6gk,Shipment,Expenses,-3.26,GBP,-3.26,,,unallocated,,unallocated
2026-02-17T17:20:57Z,edKVQipyf6vyDkGJnscJ58BywYkrrXW667Q7BKFc6gk,Shipment,Sales,7.99,GBP,7.99,,,unallocated,,unallocated
2026-02-17T17:25:54Z,ugPuOsuSDnJZVbNouJEAZ9_P0HhPzM1q85-P_kb_q_8,Shipment,Expenses,-3.25,GBP,-3.25,,,unallocated,,unallocated
2026-02-17T17:25:54Z,ugPuOsuSDnJZVbNouJEAZ9_P0HhPzM1q85-P_kb_q_8,Shipment,Sales,7.99,GBP,7.99,,,unallocated,,unallocated
2026-02-17T17:33:59Z,vr2S341dvtM9ebMpX3dn4fAF2NS1jQNM_aFQnsbJGT0,Shipment,Expenses,-2.76,GBP,-2.76,,,unallocated,,unallocated
2026-02-17T17:33:59Z,vr2S341dvtM9ebMpX3dn4fAF2NS1jQNM_aFQnsbJGT0,Shipment,Sales,5.57,GBP,5.57,,,unallocated,,unallocated
2026-02-17T17:37:37Z,S7trp6TR6m12vlq1gU41M3wlcOM13uITItHuysHCP6Q,Shipment,Expenses,-2.73,GBP,-2.73,,,unallocated,,unallocated
2026-02-17T17:37:37Z,S7trp6TR6m12vlq1gU41M3wlcOM13uITItHuysHCP6Q,Shipment,Sales,5.61,GBP,5.61,,,unallocated,,unallocated
2026-02-17T17:38:49Z,-HVNmStFvJyEMUGYEQiYMSkCSWMvF2OImgsl-2IPs3U,Shipment,Expenses,-2.53,GBP,-2.53,,,unallocated,,unallocated
2026-02-17T17:38:49Z,-HVNmStFvJyEMUGYEQiYMSkCSWMvF2OImgsl-2IPs3U,Shipment,Sales,7.28,GBP,7.28,,,unallocated,,unallocated
2026-02-17T17:39:29Z,NX2WB4K-NDf6bOtElGZrna1ozoBQ0DjH9_UIUg7iMUc,Shipment,Expenses,-7.2,GBP,-7.2,,,unallocated,,unallocated
2026-02-17T17:39:29Z,NX2WB4K-NDf6bOtElGZrna1ozoBQ0DjH9_UIUg7iMUc,Shipment,Sales,39.99,GBP,39.99,,,unallocated,,unallocated
2026-02-17T17:39:42Z,_L1_XbrXM4S33FxcwViFkUsQTHRxpKmyk5KPg5KkfcA,Shipment,Expenses,-9.82,GBP,-9.82,,,unallocated,,unallocated
2026-02-17T17:39:42Z,_L1_XbrXM4S33FxcwViFkUsQTHRxpKmyk5KPg5KkfcA,Shipment,Sales,22.96,GBP,22.96,,,unallocated,,unallocated
2026-02-17T17:49:36Z,cS28r91yWc84NkrPBO6hcL_HhC0lYZ3K_5dWqIuTGQw,Shipment,Expenses,-2.74,GBP,-2.74,,,unallocated,,unallocated
2026-02-17T17:49:36Z,cS28r91yWc84NkrPBO6hcL_HhC0lYZ3K_5dWqIuTGQw,Shipment,Sales,5.57,GBP,5.57,,,unallocated,,unallocated
2026-02-17T18:21:29Z,Y5tg1AI_El3DAiP3_3BSuqsB0JeMIRgwSQB0yrIGU9I,Shipment,Expenses,-3.26,GBP,-3.26,,,unallocated,,unallocated
2026-02-17T18:21:29Z,Y5tg1AI_El3DAiP3_3BSuqsB0JeMIRgwSQB0yrIGU9I,Shipment,Sales,7.99,GBP,7.99,,,unallocated,,unallocated
2026-02-17T18:31:05Z,oqTST32q2SO3QfvNyChR9xRoEt7hhiLcKIDyhqHO0yA,Shipment,Expenses,-1.26,GBP,-1.26,,,unallocated,,unallocated
2026-02-17T18:31:05Z,oqTST32q2SO3QfvNyChR9xRoEt7hhiLcKIDyhqHO0yA,Shipment,Sales,7.99,GBP,7.99,,,unallocated,,unallocated
2026-02-17T18:33:30Z,Ks_l7IMEy4IhmcB8cm9DpAB0N_ZWEywVsCZoCIWX0v0,Shipment,Expenses,-1.27,GBP,-1.27,,,unallocated,,unallocated
2026-02-17T18:33:30Z,Ks_l7IMEy4IhmcB8cm9DpAB0N_ZWEywVsCZoCIWX0v0,Shipment,Sales,7.94,GBP,7.94,,,unallocated,,unallocated
2026-02-17T18:34:27Z,2qE_mx9Z7ljkk7qYOY_rqo_dYMRc-GQYpEQpUHgxSKc,Shipment,Expenses,-1.25,GBP,-1.25,,,unallocated,,unallocated
2026-02-17T18:34:27Z,2qE_mx9Z7ljkk7qYOY_rqo_dYMRc-GQYpEQpUHgxSKc,Shipment,Sales,7.94,GBP,7.94,,,unallocated,,unallocated
2026-02-17T18:41:09Z,JgutpAI12rwJyk1icCVRwys6UFHPv6eztq-kFnGUzeY,Shipment,Expenses,-3.62,GBP,-3.62,,,unallocated,,unallocated
2026-02-17T18:41:09Z,JgutpAI12rwJyk1icCVRwys6UFHPv6eztq-kFnGUzeY,Shipment,Sales,4.23,GBP,4.23,,,unallocated,,unallocated
2026-02-17T19:26:15Z,NG65PKb5SOa8aoTB5kAuzCeKDi0nYgt8WJdtPazUbvY,Shipment,Expenses,-3.62,GBP,-3.62,,,unallocated,,unallocated
2026-02-17T19:26:15Z,NG65PKb5SOa8aoTB5kAuzCeKDi0nYgt8WJdtPazUbvY,Shipment,Sales,4.23,GBP,4.23,,,unallocated,,unallocated
2026-02-17T19:41:39Z,beC4uanko8NooHJznzni0Y0AnH7_isr3fXddbEXAKrU,Shipment,Expenses,-4.89,GBP,-4.89,,,unallocated,,unallocated
2026-02-17T19:41:39Z,beC4uanko8NooHJznzni0Y0AnH7_isr3fXddbEXAKrU,Shipment,Sales,11.48,GBP,11.48,,,unallocated,,unallocated
2026-02-17T19:58:30Z,mrBeyoQFoSAVV4YQR8JNtuNcWU5BMv8k_VMPFIjZEsE,Shipment,Expenses,-4.91,GBP,-4.91,,,unallocated,,unallocated
2026-02-17T19:58:30Z,mrBeyoQFoSAVV4YQR8JNtuNcWU5BMv8k_VMPFIjZEsE,Shipment,Sales,11.49,GBP,11.49,,,unallocated,,unallocated
2026-02-17T20:00:00Z,ft5n2BVGUPDcRS6h1bwnOBxXILsd5rfPi0OprXZqqAw,Shipment,Expenses,-2.74,GBP,-2.74,,,unallocated,,unallocated
2026-02-17T20:00:00Z,ft5n2BVGUPDcRS6h1bwnOBxXILsd5rfPi0OprXZqqAw,Shipment,Sales,5.57,GBP,5.57,,,unallocated,,unallocated
2026-02-17T20:07:17Z,tt9LZwnKfpuY42ZR9B6bDy7ZkGkhX2CpaaI35WpDYIM,Shipment,Expenses,-10.96,GBP,-10.96,,,unallocated,,unallocated
2026-02-17T20:07:17Z,tt9LZwnKfpuY42ZR9B6bDy7ZkGkhX2CpaaI35WpDYIM,Shipment,Sales,39.99,GBP,39.99,,,unallocated,,unallocated
2026-02-17T20:16:57Z,jGUaNBe9cb-1rplZB65cYXgjUlqCk5Gzd_rHvEtQHSE,Shipment,Expenses,-2.73,GBP,-2.73,,,unallocated,,unallocated
2026-02-17T20:16:57Z,jGUaNBe9cb-1rplZB65cYXgjUlqCk5Gzd_rHvEtQHSE,Shipment,Sales,5.61,GBP,5.61,,,unallocated,,unallocated
2026-02-17T20:35:19Z,UdiHfEaVWKDTDHrVWnKKH7GJN6r58I59kcGdIOqAQtg,Shipment,Expenses,-2.72,GBP,-2.72,,,unallocated,,unallocated
2026-02-17T20:35:19Z,UdiHfEaVWKDTDHrVWnKKH7GJN6r58I59kcGdIOqAQtg,Shipment,Sales,5.57,GBP,5.57,,,unallocated,,unallocated
2026-02-17T20:37:20Z,lv9RYX_4e3mT86mpf7ArRUkl1usA65vIaMy8Nw8n3Mw,Shipment,Expenses,-2.77,GBP,-2.77,,,unallocated,,unallocated
2026-02-17T20:37:20Z,lv9RYX_4e3mT86mpf7ArRUkl1usA65vIaMy8Nw8n3Mw,Shipment,Sales,6.15,GBP,6.15,,,unallocated,,unallocated
2026-02-17T20:40:42Z,-iDuHVXoZq1wzv57AoOnFAqd9iMoyl4oPS6p7GXnbq4,Shipment,Expenses,-6.54,GBP,-6.54,,,unallocated,,unallocated
2026-02-17T20:40:42Z,-iDuHVXoZq1wzv57AoOnFAqd9iMoyl4oPS6p7GXnbq4,Shipment,Sales,13.81,GBP,13.81,,,unallocated,,unallocated
2026-02-17T20:41:29Z,rTrzEz-5lwNbWpKdd8xyzoB0TskWbZVDfGpDvMZh_Bg,Shipment,Expenses,-2.74,GBP,-2.74,,,unallocated,,unallocated
2026-02-17T20:41:29Z,rTrzEz-5lwNbWpKdd8xyzoB0TskWbZVDfGpDvMZh_Bg,Shipment,Sales,5.57,GBP,5.57,,,unallocated,,unallocated
2026-02-17T20:43:59Z,hfmSxkgMvaq0iCZCkjhzh-LFYDI-Eoy7M_HXTZGm6-Y,Shipment,Expenses,-4.34,GBP,-4.34,,,unallocated,,unallocated
2026-02-17T20:43:59Z,hfmSxkgMvaq0iCZCkjhzh-LFYDI-Eoy7M_HXTZGm6-Y,Shipment,Sales,8.02,GBP,8.02,,,unallocated,,unallocated
2026-02-17T20:47:31Z,JFRY_3PZlSPnZETPcG6Th0oNtdLxZ0SZQ29_VdhQPxI,Shipment,Expenses,-2.77,GBP,-2.77,,,unallocated,,unallocated
2026-02-17T20:47:31Z,JFRY_3PZlSPnZETPcG6Th0oNtdLxZ0SZQ29_VdhQPxI,Shipment,Sales,6.09,GBP,6.09,,,unallocated,,unallocated
2026-02-17T20:57:06Z,2PovpVdP15Qt91SczaH52qZxxJndC_gFzFxqwObY7T4,Shipment,Expenses,-8.22,GBP,-8.22,,,unallocated,,unallocated
2026-02-17T20:57:06Z,2PovpVdP15Qt91SczaH52qZxxJndC_gFzFxqwObY7T4,Shipment,Sales,16.71,GBP,16.71,,,unallocated,,unallocated
2026-02-17T21:03:08Z,POwPvzzbyMfvW8o5xCRs6dfB7oGbxvX7Zth-dpCWq5Q,Refund,Refunded Expenses,1.47,GBP,1.47,,,unallocated,,unallocated
2026-02-17T21:03:08Z,POwPvzzbyMfvW8o5xCRs6dfB7oGbxvX7Zth-dpCWq5Q,Refund,Refunded Sales,-11.48,GBP,-11.48,,,unallocated,,unallocated
2026-02-17T21:05:36Z,NRYhJNyAXIMc0QoELr5jQhlSB1W72ohbXYJstZLxqdI,Shipment,Expenses,-2.74,GBP,-2.74,,,unallocated,,unallocated
2026-02-17T21:05:36Z,NRYhJNyAXIMc0QoELr5jQhlSB1W72ohbXYJstZLxqdI,Shipment,Sales,5.57,GBP,5.57,,,unallocated,,unallocated
2026-02-17T21:07:28Z,YjRm2Fx44hqvqL66bJuBaK4eh18cGJR9zg4-ZYimBVA,Shipment,Expenses,-3.27,GBP,-3.27,,,unallocated,,unallocated
2026-02-17T21:07:28Z,YjRm2Fx44hqvqL66bJuBaK4eh18cGJR9zg4-ZYimBVA,Shipment,Sales,7.99,GBP,7.99,,,unallocated,,unallocated
2026-02-17T21:16:58Z,9dIsRvQLpcJxKItPAKdhNwQeJVR3UETUC6uZEb3dkRk,Shipment,Expenses,-2.85,GBP,-2.85,,,unallocated,,unallocated
2026-02-17T21:16:58Z,9dIsRvQLpcJxKItPAKdhNwQeJVR3UETUC6uZEb3dkRk,Shipment,Sales,9.09,GBP,9.09,,,unallocated,,unallocated
2026-02-17T21:21:11Z,-02dg5olAG9FylojRDd9vYpQnChpVHXOzoNZnPcX50w,Shipment,Expenses,-2.75,GBP,-2.75,,,unallocated,,unallocated
2026-02-17T21:21:11Z,-02dg5olAG9FylojRDd9vYpQnChpVHXOzoNZnPcX50w,Shipment,Sales,6.09,GBP,6.09,,,unallocated,,unallocated
2026-02-17T21:21:14Z,OZmwKLzYNGeQvxsJsfPYtIKjmw865elUiFR5B2nl6Uo,Shipment,Expenses,-3.61,GBP,-3.61,,,unallocated,,unallocated
2026-02-17T21:21:14Z,OZmwKLzYNGeQvxsJsfPYtIKjmw865elUiFR5B2nl6Uo,Shipment,Sales,4.23,GBP,4.23,,,unallocated,,unallocated
2026-02-17T21:24:44Z,uzNAVlrsH0ttEaORWQG5pg81nFbuC9i1gAnMKSKFqDI,Shipment,Expenses,-3.25,GBP,-3.25,,,unallocated,,unallocated
2026-02-17T21:24:44Z,uzNAVlrsH0ttEaORWQG5pg81nFbuC9i1gAnMKSKFqDI,Shipment,Sales,7.99,GBP,7.99,,,unallocated,,unallocated
2026-02-17T21:29:01Z,ajUql7z-5ujbCZp1BfzH7rG9EQpLitIZDnc764qDxe0,Shipment,Expenses,-2.75,GBP,-2.75,,,unallocated,,unallocated
2026-02-17T21:29:01Z,ajUql7z-5ujbCZp1BfzH7rG9EQpLitIZDnc764qDxe0,Shipment,Sales,5.57,GBP,5.57,,,unallocated,,unallocated
2026-02-17T21:30:42Z,6Y69T8T4QuogLT5udoZNic0IIfc7yM3xrl2Vo4IEa9I,Shipment,Expenses,-2.75,GBP,-2.75,,,unallocated,,unallocated
2026-02-17T21:30:42Z,6Y69T8T4QuogLT5udoZNic0IIfc7yM3xrl2Vo4IEa9I,Shipment,Sales,5.61,GBP,5.61,,,unallocated,,unallocated
2026-02-17T21:42:32Z,dIFCM7eYMQ-8kneRcS0aQrpWbBZAr09Gg8UNeGeCpMo,Shipment,Expenses,-3.19,GBP,-3.19,,,unallocated,,unallocated
2026-02-17T21:42:32Z,dIFCM7eYMQ-8kneRcS0aQrpWbBZAr09Gg8UNeGeCpMo,Shipment,Sales,7.99,GBP,7.99,,,unallocated,,unallocated
2026-02-17T21:44:48Z,u4fWM74b9RiIQ-9vye2O6SjwrcEGmqNQiWXGl7EXlXw,Shipment,Expenses,-3.61,GBP,-3.61,,,unallocated,,unallocated
2026-02-17T21:44:48Z,u4fWM74b9RiIQ-9vye2O6SjwrcEGmqNQiWXGl7EXlXw,Shipment,Sales,4.23,GBP,4.23,,,unallocated,,unallocated
2026-02-17T21:53:28Z,QpwjBNooN7kbBXuIDkROKfaaaOC3HEua1D5G498LEJk,Shipment,Expenses,-2.84,GBP,-2.84,,,unallocated,,unallocated
2026-02-17T21:53:28Z,QpwjBNooN7kbBXuIDkROKfaaaOC3HEua1D5G498LEJk,Shipment,Sales,9.09,GBP,9.09,,,unallocated,,unallocated
2026-02-17T21:55:23Z,VD-yOlAfOkx8Gzkc5GErEQVYrvGcoy4kzsPlwPwaOHA,Shipment,Expenses,-3.25,GBP,-3.25,,,unallocated,,unallocated
2026-02-17T21:55:23Z,VD-yOlAfOkx8Gzkc5GErEQVYrvGcoy4kzsPlwPwaOHA,Shipment,Sales,7.99,GBP,7.99,,,unallocated,,unallocated
2026-02-17T21:56:02Z,AGxAJwko9NRcIdYh1NINovNmOJ4dG3sxsK06kNtjC4s,Shipment,Expenses,-2.78,GBP,-2.78,,,unallocated,,unallocated
2026-02-17T21:56:02Z,AGxAJwko9NRcIdYh1NINovNmOJ4dG3sxsK06kNtjC4s,Shipment,Sales,6.15,GBP,6.15,,,unallocated,,unallocated
2026-02-17T21:56:41Z,y0ZNVnEgkfM5RjZ_E67gTnlxz5zHiQUPO2_fFULzfco,Shipment,Expenses,-2.75,GBP,-2.75,,,unallocated,,unallocated
2026-02-17T21:56:41Z,y0ZNVnEgkfM5RjZ_E67gTnlxz5zHiQUPO2_fFULzfco,Shipment,Sales,6.09,GBP,6.09,,,unallocated,,unallocated
2026-02-17T22:02:24Z,b6PGUOAHVZUFyFeRQkdoqbQij26XSLKHceRTE1FnJwY,Shipment,Expenses,-3.61,GBP,-3.61,,,unallocated,,unallocated
2026-02-17T22:02:24Z,b6PGUOAHVZUFyFeRQkdoqbQij26XSLKHceRTE1FnJwY,Shipment,Sales,4.22,GBP,4.22,,,unallocated,,unallocated
2026-02-17T22:02:48Z,kAVRlICDLA0SzC2YDQTteHiFwf-7rKV9z2xXaZvxQbw,Shipment,Expenses,-4.89,GBP,-4.89,,,unallocated,,unallocated
2026-02-17T22:02:48Z,kAVRlICDLA0SzC2YDQTteHiFwf-7rKV9z2xXaZvxQbw,Shipment,Sales,11.49,GBP,11.49,,,unallocated,,unallocated
2026-02-17T22:10:06Z,mKWNnwSVUPvnjk2RdLuTf9FOYqqzUPdTykli5Y39P-w,Shipment,Expenses,-0.89,GBP,-0.89,,,unallocated,,unallocated
2026-02-17T22:10:06Z,mKWNnwSVUPvnjk2RdLuTf9FOYqqzUPdTykli5Y39P-w,Shipment,Sales,9.17,GBP,9.17,,,unallocated,,unallocated
2026-02-17T22:22:48Z,LdDciu3-NMG3ofLn7L7SfK2PW0JiNKOgWZ6LKFx141A,Shipment,Expenses,-16.27,GBP,-16.27,,,unallocated,,unallocated
2026-02-17T22:22:48Z,LdDciu3-NMG3ofLn7L7SfK2PW0JiNKOgWZ6LKFx141A,Shipment,Sales,39.95,GBP,39.95,,,unallocated,,unallocated
2026-02-17T22:26:52Z,_VKRHnYK0OMAkw82hLQE_WeNr_gJnZfGRbybj4Mgqac,Shipment,Expenses,-2.75,GBP,-2.75,,,unallocated,,unallocated
2026-02-17T22:26:52Z,_VKRHnYK0OMAkw82hLQE_WeNr_gJnZfGRbybj4Mgqac,Shipment,Sales,5.61,GBP,5.61,,,unallocated,,unallocated
2026-02-17T22:29:00Z,JX0zESHlc4Xly9Yf2dKseuxwSJRS8PQWdoyHmCqKfVY,Shipment,Expenses,-1.11,GBP,-1.11,,,unallocated,,unallocated
2026-02-17T22:29:00Z,JX0zESHlc4Xly9Yf2dKseuxwSJRS8PQWdoyHmCqKfVY,Shipment,Sales,6.99,GBP,6.99,,,unallocated,,unallocated
2026-02-17T22:30:38Z,vzdEb5UBtIovS5uZ-0VibhoqJGUszJ9RLLl2tsv-fbE,Shipment,Expenses,-1.26,GBP,-1.26,,,unallocated,,unallocated
2026-02-17T22:30:38Z,vzdEb5UBtIovS5uZ-0VibhoqJGUszJ9RLLl2tsv-fbE,Shipment,Sales,7.88,GBP,7.88,,,unallocated,,unallocated
2026-02-17T22:31:43Z,n_qNQ6ZlC9qYgvOq-gaPu49fCFUza3WljlWXDbdO1mM,Shipment,Expenses,-3.15,GBP,-3.15,,,unallocated,,unallocated
2026-02-17T22:31:43Z,n_qNQ6ZlC9qYgvOq-gaPu49fCFUza3WljlWXDbdO1mM,Shipment,Sales,7.49,GBP,7.49,,,unallocated,,unallocated
2026-02-17T22:32:04Z,J4SbCBAkDUYIudhBFTiO4675zA2ouzIoWWFpFLcEL5o,Shipment,Expenses,-3.27,GBP,-3.27,,,unallocated,,unallocated
2026-02-17T22:32:04Z,J4SbCBAkDUYIudhBFTiO4675zA2ouzIoWWFpFLcEL5o,Shipment,Sales,7.99,GBP,7.99,,,unallocated,,unallocated
2026-02-17T22:33:04Z,m1FbkKcoD1OBW_v1wPf1otu6SIxpGttxwlVS_nDY72E,Shipment,Expenses,-2.76,GBP,-2.76,,,unallocated,,unallocated
2026-02-17T22:33:04Z,m1FbkKcoD1OBW_v1wPf1otu6SIxpGttxwlVS_nDY72E,Shipment,Sales,5.57,GBP,5.57,,,unallocated,,unallocated
2026-02-17T22:37:53Z,J0wR9TyEGeTyt1phESdXJh4J2C5p_3OR9GJ6zAMAfgA,Shipment,Expenses,-4.37,GBP,-4.37,,,unallocated,,unallocated
2026-02-17T22:37:53Z,J0wR9TyEGeTyt1phESdXJh4J2C5p_3OR9GJ6zAMAfgA,Shipment,Sales,8.02,GBP,8.02,,,unallocated,,unallocated
2026-02-17T22:39:54Z,vQxLRLijjZlJhKSeoM5z_96RYlYc5diB429p3whvLXo,Shipment,Expenses,-2.77,GBP,-2.77,,,unallocated,,unallocated
2026-02-17T22:39:54Z,vQxLRLijjZlJhKSeoM5z_96RYlYc5diB429p3whvLXo,Shipment,Sales,6.09,GBP,6.09,,,unallocated,,unallocated
2026-02-17T22:47:14Z,g6ZtnQBecLEnfZr4FOebj6xnvcq9ejPsJJgdutUhpm8,Shipment,Expenses,-3.62,GBP,-3.62,,,unallocated,,unallocated
2026-02-17T22:47:14Z,g6ZtnQBecLEnfZr4FOebj6xnvcq9ejPsJJgdutUhpm8,Shipment,Sales,4.23,GBP,4.23,,,unallocated,,unallocated
2026-02-17T22:50:57Z,JMEZSL7O4m7ZuJXj3jqO-gtvDYiQ1X_e7_WBJHo1qH4,Shipment,Expenses,-11.58,GBP,-11.58,,,unallocated,,unallocated
2026-02-17T22:50:57Z,JMEZSL7O4m7ZuJXj3jqO-gtvDYiQ1X_e7_WBJHo1qH4,Shipment,Sales,20.97,GBP,20.97,,,unallocated,,unallocated
2026-02-17T22:56:44Z,dowUPs71TslDNCmr5tiR42ngcV9IsnykiLon_3KSy8E,Shipment,Expenses,-2.74,GBP,-2.74,,,unallocated,,unallocated
2026-02-17T22:56:44Z,dowUPs71TslDNCmr5tiR42ngcV9IsnykiLon_3KSy8E,Shipment,Sales,5.57,GBP,5.57,,,unallocated,,unallocated
2026-02-17T23:04:29Z,v1bzdcl5eZj8_Hbk6hSeTxGHg2bL_P5F8BXFkQ-E8fM,Shipment,Expenses,-4.9,GBP,-4.9,,,unallocated,,unallocated
2026-02-17T23:04:29Z,v1bzdcl5eZj8_Hbk6hSeTxGHg2bL_P5F8BXFkQ-E8fM,Shipment,Sales,11.49,GBP,11.49,,,unallocated,,unallocated
2026-02-17T23:06:18Z,A9CikRUu45KYpgJ4Pv-0KNht1tnLPc_RiPL2_Yq-_bY,Shipment,Expenses,-105.74,AED,-105.74,,,unallocated,,unallocated
2026-02-17T23:06:18Z,A9CikRUu45KYpgJ4Pv-0KNht1tnLPc_RiPL2_Yq-_bY,Shipment,Sales,347.2,AED,347.2,,,unallocated,,unallocated
2026-02-17T23:23:18Z,Wm9i1eToAFl7FN0giS4rpwwFa0nDPLFp6lT96wIvIyY,Shipment,Expenses,-2.8,GBP,-2.8,,,unallocated,,unallocated
2026-02-17T23:23:18Z,Wm9i1eToAFl7FN0giS4rpwwFa0nDPLFp6lT96wIvIyY,Shipment,Sales,5.77,GBP,5.77,,,unallocated,,unallocated
2026-02-17T23:24:11Z,Yki4fMthFgkanB6WrVBlvV1SR-jpzm2moUBlkuAmlws,Shipment,Expenses,-2.72,GBP,-2.72,,,unallocated,,unallocated
