seller_sku	asin	supplier	barcode	supply_code	discontinued	drop
GK-YI4S-C158	B0009JJZ8A	Stax	4008033424400	4008033424400	FALSE	FALSE
U8-RDSV-JZ7U	B000IU3VJ4	Stax	87298406	87298406	FALSE	TRUE
IB-PMXX-S0AE	B002BWSZS4	Stax	5013174036855	5013174036855	FALSE	TRUE
3M-SOO9-5R17	B003DPNQ6Y	Stax	5015056394459	5015056394459	FALSE	TRUE
K7-L390-M667	B003M32C1W	Stax	5010624437422	5010624437422	FALSE	TRUE
UR-W905-8D8D	B00B2KJ59Y	Stax	5060494310363	5060494310363	TRUE	FALSE
50-U3CD-LWFE	B00CCTLIQW	Stax	5028250441898	5028250441898	FALSE	TRUE
8M-LM6B-F2Q5	B00D1V5FPU	Stax	6949509209344	6949509209344	FALSE	FALSE
EA-FZ2V-D7II	B00D1V5NWK	Stax	6949509209504	6949509209504	FALSE	TRUE
4V-19KJ-15J4	B00D2O8936	Stax	5017193064707	5017193064707	FALSE	TRUE
T8-R745-DYOV	B00OI6HZ0U	Stax	51141346939	51141346939	FALSE	TRUE
F7-3B20-C9TW	B00W3RVAG6	Stax	5010853203508	5010853203508	TRUE	FALSE
9G-57PS-EN16	B01L4P0J64	Stax	5015056356044	5015056356044	FALSE	TRUE
08-3ABG-PL11	B01N58L3PP	Stax	5023778070223	5023778070223	FALSE	TRUE
UG-OV2U-0MBJ	B082JBH999	Stax	5010853265179	5010853265179	FALSE	TRUE
D3-R4XE-XV0R	B08G4Q5KK8	Stax	5010853268477	5010853268477	FALSE	TRUE
X6-7E52-0VB3	B01JM7KWSG	Stax		356869	TRUE	FALSE
SY-KXX7-PDAL	B08TLHVHLD	Shure Cosmetics	79400478962		TRUE	FALSE
LW-0BSW-ZD88	B0C3WPYJHL	Stax	5012904215164		TRUE	FALSE
TE-PYY9-E5X8	B07TRJPM5R	CLF	7350075692895	HBH30	FALSE	TRUE
TK-2H97-E7UH	B01H8QOWA2	CLF	4744183012608	OSP51	FALSE	TRUE
US-AK96-YFSB	B002DPGTF0	Stax	4008033404402	714760	FALSE	FALSE
PH-M7S4-05R5	B0D3JCMSF5	TD Synnex	840304759217	10290405	FALSE	FALSE
IB-U5FA-BO2Y	B0D3JC45CK	TD Synnex	840304759033	10290417	FALSE	FALSE
DV-USYD-8WR2	B0D3JD4FFD	TD Synnex	840304759194	10290403	FALSE	FALSE
ZU-VG38-OF3L	B0D3JBV3MY	TD Synnex	840304759064	10290397	FALSE	TRUE
1D-E3I8-TUK8	B00O3XUG5E	TD Synnex	8715946543727		FALSE	TRUE
V0-8QPG-0A04	B07WGHTLLL	Shure Cosmetics	5057566139908		TRUE	FALSE
V5-VWRV-4S7K	B082L15JYR	CLF	9312657108031	JNJ35	FALSE	TRUE
8N-DRTH-Z7K0	B0CHBQ7M5H	Trilanco	886284912136	COA1031	FALSE	FALSE
JA-LKQX-7YEN	B003VABZDM	DHB	5060209110189		FALSE	TRUE
VF-3T0K-DR5O	B08KFFY86W	DHB	7317400024011	TEP484	FALSE	FALSE
FY-HXC0-DSPO	B077C3CWM1	Vital Pet	5060428498204		TRUE	FALSE
96-FPCV-82R1	B092RDCGYC	We Stock Lots	5011832070012		FALSE	TRUE
YB-QDA8-VS05	B092RDCGYC	We Stock Lots	5011832070012		FALSE	TRUE
L3-ZQ8U-A7LQ	B004I2N5AS	TD Synnex	619659000431	2046517	FALSE	FALSE
YG-H850-FPEW	B01LXHKR4T	TD Synnex	619659149598	3988458	FALSE	FALSE
X4-FG91-H4MR	B00GB0I86Q	Shure Cosmetics	3607342501959		TRUE	FALSE
XH-0LAE-FQO5	B00AOES9GE	DHB	7612412100600	CUR035X	FALSE	FALSE
Y5-REMJ-CY7A	B0BLTGP2JX	TD Synnex	649528929785	7890808	FALSE	TRUE
YI-3CHP-LJOZ	B08RQBFN5B	CLF	708002306259	FIN159	TRUE	FALSE
YP-C2ZB-ES8H	B07BC5H5Q6	DK Tools	5032759048618		FALSE	TRUE
Z3-ORV9-K8XD	B000FGECAI	ABGee	86002029782	290 EI-2978	FALSE	FALSE
Z7-26PV-O9LR	B07J9JGZZV	DHB	9336628002760	PIK065	FALSE	FALSE
Z7-VYUL-255V	B019FRDKWI	TD Synnex	649528774798	5647144	TRUE	FALSE
ZA-4RO9-GD8M	B00Q8JQ9NE	Shure Cosmetics	5901350441985		TRUE	FALSE
ZB-SIAQ-2V7L	B07CP2QCYL	Tropicana	5027492003154	HIG029	TRUE	FALSE
1S-ZFUI-RE1A	B0032NGZII	Sika		484651	FALSE	TRUE
HL-B4VJ-L8FP	B0813VNJF8	CLF	5060136752391	TP77	FALSE	TRUE
0W-VJRK-9VCG	B00M9UFVGM	ABGee		674 05288	FALSE	TRUE
QW-9XV0-Q3EH	B00J5H1E9K	Bliss Distribution	4260250073780	UGD010109	FALSE	FALSE
E8-MXNZ-4UKU	B001E1E9AG	DHB	5035559015620	EN025X	FALSE	TRUE
EL-1QQR-J77R	B003U9V7QO	DHB	4210201849735	OB279	TRUE	FALSE
SR-JF1N-II8S	B094D24L5J	DHB	5060104910075	ORT012	TRUE	FALSE
MR-727N-ZG8K	B07T2PV79R	DHB	9336628004016	PIK200	FALSE	TRUE
AQ-QMA9-SLHK	B00OQ3KBZG	DHB	8717644474945	PRO035	TRUE	FALSE
DC-K5WH-R7F5	B0073FT7FY	DHB	7317400004457	TEP068SP	FALSE	FALSE
C5-V0VF-ZQAV	B0853KGR7X	DHB	7317400020594	TEP084	FALSE	TRUE
03-7TNF-U2A1	B08C34199M	DHB	5028763013148	WIS112	FALSE	TRUE
VZ-MTBC-3AJ6	B001RYSHFS	DHB	8712561480307	PRO048	TRUE	FALSE
N4-5C3G-RJS1	B000MQ663C	Stax	5010559795796	124720	FALSE	TRUE
D9-42IB-HEVC	B088HZB5S3	Stax	5011268840357	121782	TRUE	FALSE
LX-K206-ENZX	B0CGVDXC9C	Stax	5036200124029	118744	TRUE	FALSE
X1-68KO-184Y	B07P29MP2G	Stax	4004025087646	102272	TRUE	FALSE
5M-QO6K-LNH0	B00ANP09LM	Stax	5060064096130	312496	FALSE	TRUE
8L-INBX-OUTU	B016Y8SWZQ	Stax	5060064096062	312497	FALSE	FALSE
6Z-8POQ-K5XH	B00ANOXX9I	Stax	5060064096161	312494	FALSE	TRUE
D2-8SPY-Q095	B0052VXJGO	Stax	4008033406741	312457	FALSE	FALSE
NX-YY01-TLFO	B004TRSSIQ	Stax	5015056355924	782519	FALSE	TRUE
3A-T942-KVZH	B002KGLYLG	Stax	5050028006107	568080	TRUE	FALSE
7C-7V6B-QQZL	B003M36498	Stax	5010624437415	407720	FALSE	TRUE
G9-GAEI-FQI3	B0001IWI10	Stax	5020358012000	757126	FALSE	TRUE
RW-AZK6-O4M2	B00F4LA0K0	Stax	5012904611201	417440	FALSE	TRUE
HS-R5IP-7E1C	B00LXM3PGK	Stax	5017193008565	590856	FALSE	FALSE
TA-HQMF-9SUB	B074JHRC6J	Stax	5010853250694	366045	FALSE	TRUE
3C-5W5L-CT0T	B0BZQCZYN7	Bliss Distribution	4012927169490	SBC1	FALSE	TRUE
Y0-Q6YF-SIEG	B0D9KZGL4H	Bliss Distribution	4012927188125	QUBO	TRUE	FALSE
YO-EKK2-FRCC	B00BWU7MNU	CLF	7640168930059	SPLT28	FALSE	FALSE
LR-Q5V9-S4GK	B09P244SML	CLF	626232119817	ATE72	FALSE	TRUE
D3-QTSY-BCV5	B09P24SGN5	CLF	626232119800	ATE71	FALSE	TRUE
RS-NSGK-AN7M	B09P24GP9M	CLF	626232119848	ATE74	FALSE	TRUE
FY-L1AO-4YOT	B0DHDCNX48	TD Synnex	840304760398	77-95360	FALSE	FALSE
ZP-F5C8-7ZCG	B0B7TMCPK1	TD Synnex	4897098681251	TAPO L510B(4-PACK)	TRUE	FALSE
KJ-T17P-5CVS	B001BB2474	Knights Fragrances	5038633042116	PAG93	TRUE	FALSE
UR-Q7TM-1F3I	B072YZPBJ3	ABGee	889698201179	985 20117	FALSE	FALSE
CA-JM6T-ZXP6	B0CMY2G83J	ABGee	191726755289	888 SQAL0033	TRUE	FALSE
H6-E7MP-EBPD	B00000IU72	ABGee	7312350333442	542 33344	FALSE	FALSE
IZ-8NZ9-VXR2	B08XLT86GL	ABGee	4001167706404	515 706404	FALSE	FALSE
Approval-1	B0CSH5XK1L	ABGee	5010996274915	285 F9988	TRUE	FALSE
L7-ZGYU-IWOW	B0013NFOS6	Murrays Health and Beauty	4008600208709	NK701236SP	TRUE	FALSE
XN-OF53-7WRU	B0084CNKAI	Murrays Health and Beauty	8004395111343	MT411134	TRUE	FALSE
3E-62Y1-WPYU	B0DN6KL887	Jones Wholesale	5061017932987	505534	FALSE	FALSE
YJ-WD59-WWA2	B071X4RKYL	Jones Wholesale	5010303144863	456390	FALSE	TRUE
XX-ISP6-LTOY	B00J4S83HQ	Jones Wholesale	5010853201047	449066	TRUE	FALSE
QP-BCUW-E90M	B00O5NEUAY	Jones Wholesale	5010576018137	446271	FALSE	FALSE
2G-AYBQ-TUQG	B002KFZKZ8	Jones Wholesale	5011268911323	416645	FALSE	FALSE
8R-0UT9-SEOY	B0000AN4CV	Jones Wholesale	8803733183680	229237	FALSE	TRUE
8U-QPFH-3EKQ	B07T9WVBZ2	DHB	7612412426625	CUR204	FALSE	FALSE
7C-MBEY-QA37	B0BHCWWGKS	Heo	4056133025041	UGD011356	FALSE	TRUE
WJ-YHKC-EES5	B07CN7NRF7	Heo	4895205601659	HPE560165	FALSE	FALSE
5H-EJ59-AZPA	B004ZMXOMA	DHB	7317400011592	TEP418SP	TRUE	FALSE
DD-94AN-QL9L	B00VQTO21M	DHB	614373180018	MIR018	FALSE	TRUE
XJ-2FN3-M9FH	B099FBD93Y	DHB	7612412429497	CUR164	TRUE	FALSE
0N-X5KF-213D	B09M3RB8R1	DHB	7612412429480	CUR144	FALSE	TRUE
GY-FO04-RDYL	B09M3PQRBG	DHB	7612412429473	CUR143	FALSE	TRUE
HL-03ZR-QPHH	B09M3PFZC8	DHB	7612412429466	CUR142	FALSE	FALSE
NN-TSZ1-X2RD	B093FQYQJH	DHB	7612412428964	CUR141	FALSE	FALSE
XE-YPAI-HX9F	B086ZD7MG6	DHB	7612412427707	CUR120	FALSE	FALSE
QS-V8XL-25CO	B0BWNDYLL2	Stax	4211125589196	119408	TRUE	FALSE
SE-IQQJ-EOU3	B004R1ZS64	Stax	5050765006545	343398	FALSE	TRUE
L3-OHWF-OL4P	B07J2WCXGN	Stax	5037409099170	300641	TRUE	FALSE
VA-7T3X-R64D	B07J2VFYWB	Stax	5037409099187	300653	TRUE	FALSE
D8-VDSF-LENN	B00P82UZ6Y	Stax	5023778042183	367853	TRUE	FALSE
Y3-RYVT-A6Y8	B008ID91XI	Stax	5036200126283	358690	TRUE	FALSE
UR-UAT8-4JSI	B00LDLBG3A	Stax	5010853208114	334657	FALSE	TRUE
9X-HL62-83C7	B00BEUFYE2	Stax	5012904097449	319880	FALSE	FALSE
X7-MY4W-H2I4	B00S9IXBVU	Stax	5019200008834	319378	FALSE	FALSE
VL-48KZ-J3F2	B07L8N2TC1	Stax	5015056351704	424668	FALSE	FALSE
XY-UM2X-TPS3	B003VTZAM0	Stax	5010353050176	889142	FALSE	TRUE
A7-868U-HTPI	B003DZUDYC	Stax	5015826001204	786757	FALSE	TRUE
T8-6UWL-I3E1	B001OXH0X2	Stax	5010305104278	368831	FALSE	TRUE
ZU-RET1-5CSU	B01JH0N5SC	Shure Cosmetics	9327693003769	SCS22441	TRUE	FALSE
62-2H0B-RRR3	B07VZ14N9Q	Shure Cosmetics	9327693008412	SCS21275	TRUE	FALSE
QV-VH06-EAV3	B07CPKRL8Z	Shure Cosmetics	3600523523191	SCS13160	TRUE	FALSE
R9-20LM-YJL9	B01HIM4N96	Shure Cosmetics	5060061200417	SCS19803	TRUE	FALSE
XY-SHVR-W7PG	B076VTQGGL	Shure Cosmetics	5057566008488	SCS23103	TRUE	FALSE
B7-D9X9-FWYR	B002BNKQ0I	Shure Cosmetics	3600530426294	SCS20085	TRUE	FALSE
5R-LL8J-AP4S	B09XVMV632	Shure Cosmetics	3600524031138	SCS16923	TRUE	FALSE
3C-HIAR-JEF0	B08BTN21C4	Shure Cosmetics	4005900462954	SCS20397	TRUE	FALSE
CX-1R85-163Z	B0CVHD7892	CLF	5065003990524	WID1	FALSE	TRUE
4D-BI2L-5PZ8	B000Q351JG	CLF	5017402006801	TSD84	FALSE	FALSE
MW-1ILH-TLS4	B0CDH5Y3N9	CLF	5000488303919	RSC31	FALSE	TRUE
86-1VHQ-ABNK	B08WPCW7TH	CLF	5060235830945	MOO55	FALSE	FALSE
CLFAPPLY1	B07T561RGR	CLF	5060135230579	MAU2	TRUE	FALSE
VI-ICHI-WPB5	B004S0S0S2	CLF	4021457613953	LAV78	FALSE	TRUE
RZ-6ZL9-CZ7J	B075XT2J8X	CLF	5016912212924	KIN2	FALSE	FALSE
---	B0013G8KN4	CLF	5012689000771	HRI1	TRUE	FALSE
---	B01B69JJRS	CLF	5012689000450	HRI-GM	TRUE	FALSE
TJ-6LOP-OPEU	B08P63MSS9	CLF	5060561630790	CYA21	FALSE	FALSE
C7-D8C6-UWDV	B07DY1R6YX	CLF	5430000934299	BBW53	FALSE	TRUE
RI-DHUT-XR75	B0831P1SBS	Bliss Distribution	4056133011471	UGD010894	FALSE	FALSE
PN-0NVI-R2WQ	B06XGFW1Q2	Bliss Distribution	4056133006149	UGD010691	FALSE	TRUE
12-3VTE-5T3Z	9189143078	Bliss Distribution	9789189143074	FLFFLW09	FALSE	TRUE
LV-425G-BY4X	9188805646	Bliss Distribution	9789188805645	FLFFLW01	FALSE	FALSE
1U-YF3T-TR74	B082BVCQMQ	Bliss Distribution	7350105220159	FLFALE005	FALSE	FALSE
79-CPJ6-DSG6	9189143051	Bliss Distribution	9789189143050	FLFALE014	FALSE	FALSE
4J-IY7T-6LBS	9188805557	Bliss Distribution	9789188805553	FLFALE002	FALSE	FALSE
QT-C0ZN-T4R7	9188805972	Bliss Distribution	9789188805973	FLFALE013	TRUE	FALSE
Y2-A0XO-9DCH	B006PFN3BW	Sika		484652	FALSE	FALSE
FBA15K3QTGNT_unexpected_item_01	B07RRQX71T	CLF	7350075692895	HBH30	TRUE	FALSE
VA-V4J8-WHCT	B08FKZMQH8	Rashmian	3380743088594	DC753EN	FALSE	TRUE
KI-CR51-18J3	B0070Y60K8	Rashmian	753048401635	T2N747	FALSE	FALSE
LR-7GM6-1RCH	B08MQB42B3	Rashmian	3380743088631	D850EN	FALSE	FALSE
Q1-00D7-5IQF	B0042SI594	Rashmian	4971850475569	F-91WC-9AEF	FALSE	FALSE
MY-XMO2-EXY1	B0042SNS7S	Rashmian	4971850475484	F-91WC-4AEF	FALSE	FALSE
JL-VTP2-JF3Q	B07BLX7YG9	Rashmian	3380743072180	NLJ001PA1	FALSE	FALSE
4W-VS57-BV6A	B0C9LJNJWZ	Rashmian	3380743096117	JC598BBI1	FALSE	FALSE
TA-7DAZ-18PU	B0CNT2Z32S	Rashmian	3380743099477	HPBT010D	FALSE	TRUE
86-0EBH-JQX6	B0D59LGPWS	Rashmian	3380743103303	D660EN	FALSE	TRUE
ZT-QPY3-P24I	B0D3JBBGSB	TD Synnex	840304758647	77-95220	FALSE	FALSE
JP-9X4T-0CCC	B0D637RYWB	TD Synnex	840304760589	77-95379	TRUE	FALSE
PK-9T59-FNWW	B0D3JBK56B	TD Synnex	840304758784	77-95232	TRUE	FALSE
3X-EXDD-TD2K	B0D6W9DZX4	TD Synnex	840304766048	77-95790	FALSE	FALSE
9Q-K2SI-Q5LI	B083Q6Q41G	TD Synnex	196188042489	4P4F4AA	TRUE	FALSE
8R-E0Y9-0LAU	B0BBHBX72C	TD Synnex	840262399692	77-89955	FALSE	FALSE
ZB-PV7O-TKUD	B0BBH9MHBH	TD Synnex	840262399784	77-89965	TRUE	FALSE
DO-QDI1-K7R9	B0BBH71LQN	TD Synnex	840262399883	77-89975	TRUE	FALSE
2Z-WVXG-I7W1	B01BIWLED0	TD Synnex	649528776396	CT2K8G4DFS824A	TRUE	FALSE
E1-W7LJ-CUKO	B01BIWMWVS	TD Synnex	649528776341	CT2K8G4SFS824A	TRUE	FALSE
U4-Z3VT-1WNS	B07TN23PZC	TD Synnex	193386287346	4X90U90618	TRUE	FALSE
M7-TSI2-5W7I	B06XYTDCC5	TD Synnex	619659155100	SDSQXAF-032G-GN6AA	FALSE	FALSE
7M-48OU-23X3	B004GFPFBO	ABGee	830395022918	985 2291	FALSE	FALSE
TE-Y18U-S2O1	B08X1WM596	ABGee	810010991225	333 SI5038	FALSE	FALSE
JX-6USZ-SK7E	786964502	Heo	653569831679	A35790000	FALSE	FALSE
4B-HMJG-PHW4	B00D1V5E5G	Stax	6949509209405	108447	TRUE	FALSE
NX-0OE3-AD7U	B083G9XHT9	Stax	5010853266220	101798	TRUE	FALSE
XE-27ZG-EZPZ	B0001IWX7E	Stax	5028250121776	377564	FALSE	FALSE
AK-OB6V-HIYD	B00IUKPVYM	Stax	5205097174039	348926	FALSE	FALSE
6S-TT0C-48SV	B0001IX7TM	Stax	7311518229375	838917	TRUE	FALSE
N2-I82D-3I3Q	B00499DTS8	Stax	5055175220154	743941	TRUE	FALSE
FB-6FW0-Z82Q	B005F5TRBI	Stax	5012044060198	356204	FALSE	FALSE
YC-3L3M-BV48	B0CTD6Q6KY	Heo	787926151930	MCF15193	FALSE	FALSE
GZ-0NY2-BOHL	B0CVY2GT53	Heo	4897046474737	BOTI38687	FALSE	TRUE
Z9-FBUQ-EZN3	B074RQ8G8Z	CLF	5029210000513	COE12	FALSE	FALSE
K0-71JR-UNLF	B01JL0WRI2	CLF	5060169982079	BEAN10	FALSE	FALSE
D8-1A3E-I37F	B001ET78RY	CLF	654749351604	AVA-9110	FALSE	FALSE
IR-BP1X-M8DG	B008HSBYS4	Shure Cosmetics	5055170280900	SCS06536	FALSE	TRUE
3E-KHO2-YIAU	B012DV4306	Shure Cosmetics	5901350445846	SCS19763	TRUE	FALSE
S2-RZ4R-15M6	B009M3917O	Shure Cosmetics	5035832008035	SCS18973	TRUE	TRUE
BL-WX51-KQOK	B0897VHKW6	CLF	5060298572752	HTP41	FALSE	FALSE
X1-APP3-4HQ6	B0BMKQKC3M	Rashmian	3380743085869	JC598UNII1	FALSE	TRUE
77-GYTL-JFN4	B00009OY9U	TD Synnex	5099206041912	942-000031	FALSE	FALSE
XG-Z9LW-Z27Q	B09NQ9YX9R	Bliss Distribution	5713799200081	WP2000	FALSE	FALSE
0R-GRRH-W0Z9	B09NQD4S5N	Bliss Distribution	5713799201385	WP2013	FALSE	FALSE
VO-A6AR-18YS	B09NQDQ8X7	Bliss Distribution	5713799201286	WP2012	FALSE	FALSE
IJ-V0PQ-4CZ4	B09NQCV872	Bliss Distribution	5713799202085	WP2020	FALSE	FALSE
3Z-03PB-Q1A8	B09NQ9ZHDQ	Bliss Distribution	5713799202283	WP2022	FALSE	TRUE
0Z-Y60V-499R	B09NQBQW49	Bliss Distribution	5713799200784	WP2007	FALSE	FALSE
BB-ZT14-1QQA	B086MBW9R9	Bliss Distribution	5713799423206	BF4232	FALSE	FALSE
SR-6OBB-WC03	B06XXDNH1P	Bliss Distribution	5706569111052	AT-11105	FALSE	FALSE
0H-5V53-GPG4	B0CRRPCT5P	Bliss Distribution	5706569150624	AT-15062	FALSE	TRUE
CJ-X0SS-QOUW	B0CG234KW1	ABGee	193052060655	777 77510GQ1-A	FALSE	FALSE
B1-4B2R-MBRP	B0C4RR58SF	Heo	889698752749	FK75274	TRUE	FALSE
UE-BZE5-I0WM	B003L6RJDQ	Jones Wholesale	5000239083381	221598	FALSE	FALSE
A9-2Y9G-M2K7	B00KB225MS	Jones Wholesale	5013159300353	216090	FALSE	FALSE
RY-U14K-5XDR	B005NG23OW	Jones Wholesale	5012904004201	109754	FALSE	FALSE
52-BC73-O7B2	B0C7HGQRY6	Tropicana Wholesale	627933222073	MUT157	FALSE	TRUE
3B-3H3V-Z93T	B0CP69JJGG	Tropicana Wholesale	5059883286433	MYP044	FALSE	FALSE
L5-PF3B-WHU4	B09LDDFK4R	Tropicana Wholesale	5060542840798	MIX025	FALSE	FALSE
D0-C7C0-H6LN	B07F1MFWV1	Tropicana Wholesale	5060614800132	SKI004	FALSE	FALSE
VU-UQNN-35C8	B07XSLL4YW	Tropicana Wholesale	5060614801405	SKI037	FALSE	FALSE
E4-HG4R-5022	B07TGKYLLT	Tropicana Wholesale	5060614800477	SKI032	FALSE	TRUE
2X-8XI7-C9T5	B07L6H9GZ2	Tropicana Wholesale	5060614800200	SKI006	FALSE	FALSE
2L-M26G-560I	B075WYWJ5L	Tropicana Wholesale	6009544907381	USN026	FALSE	TRUE
FM-7COC-V8U2	B078SZDV17	We Stock Lots	5028420201123	MOQ - 36	FALSE	TRUE
ZU-PFDN-JSYV	B07MW9H6P4	Stax	5000239083428	112387	FALSE	TRUE
51-79LN-GGLK	B09HHLMG1V	Stax	5036200120274	109696	TRUE	FALSE
L1-54EX-56YC	B09445GL1C	Stax	5010414383632	103987	FALSE	FALSE
L2-WL35-LG0D	B07PRCJQFX	Stax	5010426808468	333644	TRUE	FALSE
98-MF34-BSCF	B079MFZL6K	Stax	5012562225208	369621	TRUE	FALSE
YD-NO15-VYZL	B00VRF1XEY	Stax	5010426738321	658717	TRUE	FALSE
K7-1K9P-TTAZ	B00VREYQYO	Stax	5010426737881	657732	TRUE	FALSE
8M-NHB7-T8TR	B0B2RBG672	CLF	5025452001875	SE66	FALSE	FALSE
4F-I024-EY2R	B012AO02EM	CLF	5573063264856	FSP3	FALSE	TRUE
Apply2	B000VH11JQ	Rashmian	5410853032892	6F22R-1BP	TRUE	FALSE
FH-DOIH-J7JE	B01MUA5DU5	Rashmian	4549526140808	F-91WM-7AEF	FALSE	FALSE
SQ-7QYT-5D5B	B0915M1DLF	Shure Cosmetics	5057566143714	SCS22096	FALSE	FALSE
H8-MI8Q-WG5C	B092K24B2Q	Shure Cosmetics	3600531631390	SCS23252	TRUE	FALSE
88-PT9Z-DP6C	B081SWQNFS	Shure Cosmetics	3614229764826	SCS24049	TRUE	FALSE
BD-TLOK-BCEE	B0D3JCG3YJ	TD Synnex	840304759071	77-95261	FALSE	FALSE
HO-LSOY-8R05	B0BVZZDW1W	TD Synnex	840304725373	77-92188	FALSE	FALSE
NX-0Q7A-XR6H	B082DG6GJ6	Tropicana Wholesale	5060614801795	SKI072	FALSE	TRUE
0G-JB6S-PN34	B07H2WXMDJ	Tropicana Wholesale	5060614800118	SKI002	FALSE	FALSE
GJ-2OZK-0GCA	B0CS3VF4GK	Tropicana Wholesale	5060542841306	MIX024	FALSE	FALSE
9X-7TBD-NA16	B01N49MD2S	Bliss Distribution	5706569130237	AT-13023	FALSE	FALSE
VU-8KRA-QP5M	B0BNLWBLMV	Bliss Distribution	5706569110550	AT-11055	FALSE	FALSE
B7-JEPF-6CU7	B00GI299M4	Jones Wholesale	50064861	497891	FALSE	FALSE
U4-61J7-ERHI	B088FKCDV6	Jones Wholesale	5000263122988	479182	TRUE	FALSE
OW-ONY2-KNM7	B09MTXZY2Y	Jones Wholesale	5060177241236	62104	FALSE	FALSE
MU-A667-UQ3J	B081TGZQVR	ABGee	4005556164790	542 16479	TRUE	FALSE
MV-UNOG-CTUU	B00FO70GG2	ABGee	6942138915655	386 51025	TRUE	FALSE
Apply-B0CSGSCWTP	B0CSGSCWTP	Heo	5010996274946	HASF9991	FALSE	FALSE
Apply-B0CSH9HXQ5	B0CSH9HXQ5	Heo	5010996274908	HASF9987	FALSE	FALSE
H4-86XG-NLX6	B0CVNMZHZ6	Heo	889698797498	FK79749	FALSE	FALSE
GH-XAAE-HRU7	B072K2PG11	Stax	5013931014935	116500	FALSE	FALSE
DX-1NE9-39YS	B08MT6CW12	Stax	5060021030009	103073	FALSE	TRUE
G8-L8EI-INMK	B0054SB72I	DHB	5060178101171	BRU020	FALSE	FALSE
CY-5VNG-I5M8	B07Y354HMP	DHB	5028763012547	WIS105	TRUE	FALSE
4U-XT39-AMUJ	B07RRQX71T	CLF	7350075692895	HBH30	FALSE	TRUE
	B074H6M7TW	Rashmian	3380743064192	TW12PP	FALSE	FALSE
FZ-YQYO-ICX5	B0BTTHVGD3	Rashmian	5060108297332	GVDR08WD	FALSE	FALSE
HJ-DHEU-9WG8	B0DHDCRX76	TD Synnex	840304760367	77-95357	FALSE	FALSE
WR-MNST-TKW6	B0BVZVSHZP	TD Synnex	840304725380	77-92189	FALSE	FALSE
3Q-8PJ1-BLBC	B0BBWH7DBT	TD Synnex	740617329889	SNV2S/250G	FALSE	FALSE
5Q-LUQ1-L14K	B09MWLJFFX	TD Synnex	840262369183	77-87476	FALSE	FALSE
UN-2721-RX94	B08ZJL6FGL	TD Synnex	840104250969	77-82261	FALSE	FALSE
06-6WC0-UGFH	B004YJLV6K	TD Synnex	4977766685351	TZE242	FALSE	FALSE
8D-Y151-NFFF	B0031DCJWU	CLF	3401546259551	PE4	FALSE	FALSE
REJECT	B00OTOCKWO	CLF	7640164290041	EAN1	FALSE	TRUE
QV-8RC1-EYAM	B07DVPP57X	CLF	855102007415	CGC39	FALSE	FALSE
